dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.492	0.799845	0.003	0.209	2.283	2.495
Amazon_employee_access	0.942173	10.267	0.799994	0.004	0.136	10.130	10.270
BLE_RSSI_dataset_for_Indoor_localization	0.734602	1.021	0.799980	0.002	0.044	0.977	1.023
BNG(breast-w)	0.986665	16.606	0.799980	0.004	0.245	16.362	16.611
BNG(cmc)	0.573508	31.671	0.799986	0.005	0.302	31.369	31.676
BNG(tic-tac-toe)	0.784989	17.020	0.799980	0.004	0.266	16.754	17.024
Bank_Customer_Churn_Dataset	0.869000	1.992	0.800000	0.004	0.070	1.923	1.996
Basketball_c	0.708955	0.240	0.800000	0.003	0.031	0.209	0.243
Cardiovascular-Disease-dataset	0.731286	50.558	0.800000	0.005	0.390	50.168	50.563
Click_prediction_small	0.831539	5.888	0.799990	0.003	0.076	5.812	5.891
Credit_c	0.708850	41.776	0.801311	0.006	0.797	40.978	41.782
Customer_Personality_Analysis	0.895089	0.493	0.800000	0.003	0.046	0.447	0.495
Diabetic_Retinopathy_Debrecen	0.757576	0.265	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.671364	2.113	0.799982	0.003	0.061	2.052	2.116
Employee	0.849624	0.711	0.799914	0.003	0.025	0.685	0.714
FICO-HELOC-cleaned	0.739241	2.555	0.799919	0.003	0.130	2.425	2.558
Firm-Teacher_Clave-Direction_Classification	0.724074	2.382	0.800000	0.003	0.100	2.283	2.385
Fitness_Club_c	0.805369	0.188	0.799596	0.003	0.014	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.606250	0.336	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.671875	0.338	0.800000	0.003	0.036	0.303	0.341
Gender_Gap_in_Spanish_WP	0.593684	0.842	0.799831	0.002	0.037	0.805	0.844
GesturePhaseSegmentationProcessed	0.633418	2.970	0.799959	0.004	0.163	2.807	2.974
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.804	0.797432	0.003	0.061	1.744	1.807
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.408	0.800000	0.003	0.051	0.357	0.411
INNHotelsGroup	0.867815	15.922	0.800000	0.004	0.302	15.620	15.926
Indian_pines	0.935484	11.412	0.799978	0.008	1.088	10.324	11.420
JapaneseVowels	0.994481	2.172	0.799920	0.003	0.080	2.092	2.176
KDDCup09_upselling	0.772904	1.802	0.799922	0.003	0.142	1.660	1.806
MIC	0.896970	1.074	0.799879	0.003	0.161	0.914	1.078
MagicTelescope	0.876183	4.768	0.800000	0.003	0.110	4.658	4.772
Marketing_Campaign	0.892857	0.510	0.800000	0.003	0.050	0.460	0.513
Mobile_Price_Classification	0.962500	0.412	0.800000	0.003	0.039	0.373	0.415
National_Health_and_Nutrition_Health_Survey	0.842105	0.296	0.799824	0.003	0.019	0.277	0.298
PhishingWebsites	0.969697	3.222	0.800000	0.003	0.155	3.067	3.225
PieChart3	0.870370	0.358	0.799443	0.002	0.056	0.301	0.360
Pima_Indians_Diabetes_Database	0.766234	0.142	0.799479	0.003	0.014	0.128	0.145
PizzaCutter3	0.885167	0.351	0.799617	0.002	0.054	0.297	0.353
Pumpkin_Seeds	0.874000	0.400	0.800000	0.002	0.026	0.375	0.403
QSAR_biodegradation	0.872038	0.378	0.799810	0.003	0.062	0.316	0.381
SDSS17	0.971700	97.340	0.800000	0.006	0.675	96.665	97.346
Satellite	0.993137	1.486	0.800000	0.003	0.110	1.376	1.490
Telecom_Churn_Dataset	0.946027	0.653	0.799880	0.002	0.040	0.613	0.655
UJI_Pen_Characters	0.505495	2.775	0.799853	0.002	0.189	2.585	2.777
Water_Quality_and_Potability	0.640244	0.491	0.799756	0.004	0.023	0.468	0.496
Wilt	0.990674	0.479	0.799834	0.002	0.020	0.459	0.482
abalone	0.633971	0.639	0.799856	0.002	0.027	0.612	0.641
ada	0.840964	1.384	0.799855	0.003	0.107	1.277	1.387
ada_agnostic	0.829135	1.535	0.799868	0.003	0.111	1.424	1.538
ada_prior	0.837989	0.821	0.799955	0.003	0.038	0.783	0.824
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.256	0.800000	0.003	0.017	0.239	0.259
allbp	0.972185	0.920	0.799841	0.003	0.061	0.859	0.923
allrep	0.978808	0.917	0.799841	0.003	0.059	0.858	0.920
analcatdata_authorship	0.988166	0.457	0.799049	0.003	0.095	0.362	0.459
artificial-characters	0.700098	1.891	0.799961	0.003	0.046	1.844	1.894
autoUniv-au4-2500	0.492000	1.528	0.800000	0.004	0.198	1.330	1.532
autoUniv-au7-1100	0.377273	0.201	0.800000	0.003	0.020	0.181	0.204
bank	0.897600	23.401	0.799982	0.004	0.386	23.015	23.406
banknote_authentication	0.541818	0.096	0.799563	0.003	0.010	0.086	0.099
baseball	0.944030	0.267	0.800000	0.003	0.028	0.238	0.269
car-evaluation	0.867052	0.366	0.799769	0.005	0.036	0.330	0.371
churn	0.944000	1.078	0.800000	0.003	0.064	1.015	1.081
cmc	0.596610	0.232	0.799728	0.002	0.018	0.215	0.235
company_bankruptcy_prediction	0.971408	3.975	0.799971	0.004	0.341	3.634	3.979
contraceptive_method_choice	0.627119	0.236	0.799728	0.003	0.017	0.220	0.239
credit	0.777146	3.949	0.799988	0.003	0.092	3.857	3.952
default_of_credit_card_clients	0.824667	12.147	0.800000	0.004	0.381	11.766	12.151
delta_ailerons	0.947405	0.761	0.799972	0.003	0.025	0.736	0.763
dis	0.986755	0.921	0.799841	0.003	0.062	0.860	0.924
dna	0.935737	3.262	0.799749	0.004	0.359	2.903	3.266
drug_consumption	0.403183	0.307	0.799894	0.002	0.023	0.285	0.310
dry_bean_dataset	0.926919	3.333	0.799941	0.003	0.120	3.213	3.336
eeg-eye-state	0.958278	3.724	0.800000	0.003	0.129	3.595	3.727
electricity	0.829858	21.501	0.799987	0.004	0.257	21.244	21.505
estimation_of_obesity_levels	0.981087	0.394	0.799621	0.002	0.029	0.365	0.397
eye_movements	0.587751	3.017	0.799927	0.004	0.161	2.856	3.020
eye_movements_bin	0.593298	1.765	0.799947	0.003	0.097	1.668	1.768
first-order-theorem-proving	0.614379	2.233	0.799935	0.003	0.173	2.060	2.237
gas-drift	0.995327	11.173	0.800000	0.007	0.995	10.178	11.179
gina_agnostic	0.822767	23.281	0.799885	0.011	2.380	20.901	23.292
golf_play_dataset_extended	0.931507	0.196	0.800000	0.003	0.016	0.180	0.199
heloc	0.724000	2.534	0.800000	0.003	0.118	2.415	2.537
house_16H	0.882876	3.266	0.799970	0.003	0.123	3.143	3.270
htru	0.979609	4.259	0.799978	0.003	0.081	4.178	4.262
ibm-employee-performance	0.996599	0.405	0.800000	0.003	0.052	0.354	0.408
in_vehicle_coupon_recommendation	0.679269	3.017	0.800729	0.003	0.130	2.887	3.020
internet_firewall	0.802243	42.197	0.799991	0.004	0.171	42.026	42.201
jm1	0.815802	2.703	0.800000	0.004	0.121	2.582	2.707
jungle_chess_2pcs_raw_endgame_complete	0.845939	20.456	0.799996	0.004	0.185	20.271	20.460
kdd_ipums_la_97-small	0.866089	1.106	0.799923	0.003	0.060	1.046	1.109
kr-vs-k	0.619209	27.131	0.799971	0.003	0.129	27.002	27.134
kropt	0.622238	27.144	0.799971	0.004	0.115	27.028	27.147
led24	0.718750	0.717	0.800000	0.003	0.055	0.662	0.720
led7	0.740625	0.447	0.800000	0.002	0.019	0.428	0.450
letter	0.971500	17.321	0.800000	0.004	0.181	17.141	17.325
mammography	0.989271	1.533	0.799964	0.003	0.043	1.490	1.536
maternal_health_risk	0.812808	0.167	0.799803	0.002	0.012	0.155	0.169
mfeat-factors	0.972500	2.507	0.800000	0.004	0.365	2.142	2.511
mfeat-fourier	0.892500	0.989	0.800000	0.004	0.133	0.856	0.993
mfeat-karhunen	0.970000	0.866	0.800000	0.003	0.111	0.754	0.869
mfeat-morphological	0.760000	0.268	0.800000	0.003	0.015	0.253	0.271
mfeat-pixel	0.965000	2.804	0.800000	0.004	0.412	2.392	2.808
mfeat-zernike	0.805000	0.696	0.800000	0.003	0.092	0.604	0.699
mice_protein_expression	1.000000	0.581	0.800000	0.003	0.107	0.474	0.584
microaggregation2	0.623750	6.276	0.800000	0.004	0.198	6.077	6.280
mobile_c36_oversampling	0.968895	20.432	0.800000	0.003	0.198	20.234	20.435
mozilla4	0.921840	1.580	0.800000	0.003	0.046	1.534	1.583
naticusdroid+android+permissions+dataset	0.967445	20.198	0.799980	0.008	0.820	19.377	20.206
national-longitudinal-survey-binary	0.995927	0.946	0.799918	0.003	0.051	0.895	0.949
okcupid_stem	0.732384	8.879	0.799977	0.004	0.180	8.699	8.883
