dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.488	0.799845	0.003	0.205	2.282	2.490
Amazon_employee_access	0.942173	10.300	0.799994	0.004	0.137	10.164	10.304
BLE_RSSI_dataset_for_Indoor_localization	0.730095	1.015	0.799980	0.002	0.034	0.982	1.018
BNG(breast-w)	0.985903	16.421	0.799980	0.004	0.248	16.173	16.425
BNG(cmc)	0.571700	31.246	0.799986	0.004	0.305	30.941	31.250
BNG(tic-tac-toe)	0.786894	16.857	0.799980	0.004	0.237	16.620	16.862
Bank_Customer_Churn_Dataset	0.870000	2.006	0.800000	0.003	0.077	1.928	2.008
Basketball_c	0.701493	0.258	0.800000	0.003	0.045	0.214	0.261
Cardiovascular-Disease-dataset	0.730071	56.345	0.800000	0.005	0.425	55.921	56.351
Click_prediction_small	0.832290	5.955	0.799990	0.003	0.075	5.880	5.958
Credit_c	0.705790	43.664	0.801311	0.006	0.794	42.870	43.670
Customer_Personality_Analysis	0.892857	0.491	0.800000	0.002	0.045	0.446	0.494
Diabetic_Retinopathy_Debrecen	0.757576	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.674091	2.132	0.799982	0.003	0.061	2.071	2.135
Employee	0.850698	0.704	0.799914	0.002	0.024	0.679	0.706
FICO-HELOC-cleaned	0.743797	2.556	0.799919	0.003	0.124	2.432	2.559
Firm-Teacher_Clave-Direction_Classification	0.746759	2.406	0.800000	0.003	0.099	2.307	2.409
Fitness_Club_c	0.795302	0.186	0.799596	0.002	0.013	0.173	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.603125	0.334	0.800000	0.003	0.034	0.300	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.337	0.800000	0.002	0.035	0.301	0.339
Gender_Gap_in_Spanish_WP	0.595789	0.846	0.799831	0.002	0.036	0.811	0.849
