dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.393	0.799845	0.003	0.206	2.187	2.396
Amazon_employee_access	0.942173	10.060	0.799994	0.004	0.138	9.922	10.063
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.017	0.799980	0.002	0.033	0.984	1.020
BNG(breast-w)	0.986284	16.780	0.799980	0.004	0.238	16.543	16.785
BNG(cmc)	0.573599	31.398	0.799986	0.004	0.304	31.094	31.403
BNG(tic-tac-toe)	0.789180	17.064	0.799980	0.004	0.264	16.800	17.068
Bank_Customer_Churn_Dataset	0.871000	2.000	0.800000	0.002	0.069	1.932	2.003
Basketball_c	0.708955	0.247	0.800000	0.002	0.037	0.210	0.249
Cardiovascular-Disease-dataset	0.729143	50.411	0.800000	0.005	0.392	50.019	50.416
Click_prediction_small	0.832040	6.052	0.799990	0.003	0.075	5.977	6.055
Credit_c	0.705873	42.388	0.801311	0.007	0.789	41.599	42.396
Customer_Personality_Analysis	0.895089	0.492	0.800000	0.002	0.045	0.446	0.494
Diabetic_Retinopathy_Debrecen	0.757576	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.673182	2.111	0.799982	0.003	0.060	2.051	2.114
Employee	0.850698	0.706	0.799914	0.002	0.024	0.682	0.709
FICO-HELOC-cleaned	0.742785	2.548	0.799919	0.003	0.125	2.424	2.551
Firm-Teacher_Clave-Direction_Classification	0.761111	2.419	0.800000	0.003	0.099	2.320	2.422
Fitness_Club_c	0.795302	0.185	0.799596	0.003	0.013	0.172	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.637500	0.334	0.800000	0.002	0.033	0.301	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.646875	0.338	0.800000	0.003	0.035	0.302	0.340
Gender_Gap_in_Spanish_WP	0.594737	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.654684	2.989	0.799959	0.003	0.164	2.825	2.992
HR_Analytics_Job_Change_of_Data_Scientists	0.856670	1.805	0.797432	0.007	0.059	1.746	1.812
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.408	0.800000	0.002	0.051	0.356	0.410
INNHotelsGroup	0.870848	15.670	0.800000	0.004	0.299	15.371	15.675
Indian_pines	0.932203	11.352	0.799978	0.007	0.980	10.372	11.359
JapaneseVowels	0.995484	2.190	0.799920	0.003	0.081	2.109	2.193
KDDCup09_upselling	0.781676	1.804	0.799922	0.003	0.141	1.663	1.807
MIC	0.909091	1.070	0.799879	0.003	0.158	0.912	1.073
MagicTelescope	0.875920	4.815	0.800000	0.003	0.110	4.705	4.818
Marketing_Campaign	0.886161	0.510	0.800000	0.003	0.051	0.459	0.513
Mobile_Price_Classification	0.975000	0.411	0.800000	0.002	0.038	0.373	0.414
National_Health_and_Nutrition_Health_Survey	0.828947	0.296	0.799824	0.002	0.019	0.277	0.299
PhishingWebsites	0.965174	3.204	0.800000	0.003	0.143	3.061	3.207
PieChart3	0.875000	0.358	0.799443	0.002	0.057	0.301	0.360
Pima_Indians_Diabetes_Database	0.753247	0.144	0.799479	0.003	0.014	0.130	0.146
PizzaCutter3	0.880383	0.353	0.799617	0.003	0.056	0.297	0.356
Pumpkin_Seeds	0.878000	0.403	0.800000	0.002	0.027	0.376	0.405
QSAR_biodegradation	0.872038	0.378	0.799810	0.003	0.062	0.316	0.381
SDSS17	0.972300	100.157	0.800000	0.006	0.718	99.440	100.163
Satellite	0.993137	1.480	0.800000	0.003	0.104	1.375	1.483
Telecom_Churn_Dataset	0.950525	0.659	0.799880	0.002	0.042	0.618	0.662
UJI_Pen_Characters	0.487179	2.740	0.799853	0.003	0.121	2.619	2.743
Water_Quality_and_Potability	0.643293	0.492	0.799756	0.002	0.023	0.469	0.494
Wilt	0.991710	0.480	0.799834	0.002	0.019	0.460	0.482
abalone	0.641148	0.639	0.799856	0.002	0.027	0.612	0.641
ada	0.850602	1.383	0.799855	0.003	0.102	1.281	1.386
ada_agnostic	0.833516	1.532	0.799868	0.003	0.108	1.424	1.535
ada_prior	0.832402	0.825	0.799955	0.002	0.039	0.786	0.827
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.260	0.800000	0.002	0.017	0.243	0.263
allbp	0.974834	0.924	0.799841	0.003	0.061	0.862	0.926
allrep	0.972185	0.916	0.799841	0.003	0.059	0.858	0.919
analcatdata_authorship	0.982249	0.457	0.799049	0.003	0.095	0.361	0.459
artificial-characters	0.692270	1.893	0.799961	0.003	0.045	1.848	1.896
autoUniv-au4-2500	0.480000	1.524	0.800000	0.003	0.189	1.335	1.527
autoUniv-au7-1100	0.372727	0.207	0.800000	0.002	0.020	0.186	0.209
bank	0.899149	22.942	0.799982	0.004	0.380	22.561	22.945
banknote_authentication	0.549091	0.099	0.799563	0.002	0.010	0.089	0.101
baseball	0.944030	0.271	0.800000	0.002	0.028	0.243	0.273
car-evaluation	0.852601	0.371	0.799769	0.003	0.036	0.335	0.374
churn	0.940000	1.079	0.800000	0.003	0.062	1.017	1.082
cmc	0.583051	0.233	0.799728	0.002	0.018	0.215	0.235
company_bankruptcy_prediction	0.972874	3.958	0.799971	0.004	0.319	3.639	3.962
contraceptive_method_choice	0.603390	0.233	0.799728	0.002	0.017	0.216	0.235
credit	0.775052	3.980	0.799988	0.003	0.094	3.886	3.983
default_of_credit_card_clients	0.824000	12.217	0.800000	0.004	0.381	11.837	12.221
delta_ailerons	0.947405	0.765	0.799972	0.003	0.025	0.740	0.768
dis	0.985430	0.923	0.799841	0.003	0.059	0.863	0.925
dna	0.927900	3.275	0.799749	0.004	0.360	2.916	3.280
drug_consumption	0.403183	0.313	0.799894	0.002	0.023	0.289	0.315
dry_bean_dataset	0.928021	3.339	0.799941	0.003	0.123	3.215	3.342
eeg-eye-state	0.959613	3.711	0.800000	0.003	0.120	3.591	3.714
electricity	0.827430	21.656	0.799987	0.004	0.255	21.401	21.660
estimation_of_obesity_levels	0.973995	0.400	0.799621	0.002	0.031	0.369	0.402
eye_movements	0.587294	3.030	0.799927	0.004	0.166	2.864	3.034
eye_movements_bin	0.596583	1.759	0.799947	0.004	0.092	1.667	1.762
first-order-theorem-proving	0.619281	2.223	0.799935	0.003	0.164	2.058	2.226
gas-drift	0.994968	11.196	0.800000	0.007	1.010	10.186	11.204
gina_agnostic	0.798271	22.929	0.799885	0.012	2.291	20.638	22.941
golf_play_dataset_extended	0.931507	0.192	0.800000	0.002	0.016	0.176	0.194
heloc	0.722500	2.558	0.800000	0.003	0.115	2.443	2.561
house_16H	0.883988	3.312	0.799970	0.003	0.122	3.190	3.315
htru	0.979330	4.301	0.799978	0.005	0.079	4.222	4.306
ibm-employee-performance	1.000000	0.403	0.800000	0.002	0.051	0.352	0.405
in_vehicle_coupon_recommendation	0.673452	3.054	0.800729	0.003	0.130	2.924	3.057
internet_firewall	0.918898	42.613	0.799991	0.004	0.169	42.444	42.617
jm1	0.816261	2.666	0.800000	0.003	0.116	2.550	2.669
jungle_chess_2pcs_raw_endgame_complete	0.851517	20.946	0.799996	0.004	0.186	20.760	20.950
kdd_ipums_la_97-small	0.869942	1.114	0.799923	0.003	0.062	1.051	1.116
kr-vs-k	0.606557	26.665	0.799971	0.003	0.128	26.537	26.668
