dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.420849	4.700	0.799845
Amazon_employee_access	0.942173	12.474	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731597	2.627	0.799980
BNG(breast-w)	0.985141	18.548	0.799980
BNG(cmc)	0.571609	33.825	0.799986
BNG(tic-tac-toe)	0.793879	18.948	0.799980
Bank_Customer_Churn_Dataset	0.863500	4.033	0.800000
Basketball_c	0.705224	2.354	0.800000
Cardiovascular-Disease-dataset	0.728500	49.565	0.800000
Click_prediction_small	0.831539	6.448	0.799990
Credit_c	0.689909	42.066	0.801311
Customer_Personality_Analysis	0.895089	0.959	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.754	0.799305
E-CommereShippingData	0.664545	2.604	0.799982
Employee	0.844253	1.139	0.799914
FICO-HELOC-cleaned	0.740253	3.111	0.799919
Firm-Teacher_Clave-Direction_Classification	0.668519	2.713	0.800000
Fitness_Club_c	0.795302	0.479	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.640625	0.635	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.609375	0.644	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.131	0.799831
GesturePhaseSegmentationProcessed	0.558481	3.309	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.847299	2.105	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.701	0.800000
INNHotelsGroup	0.854032	16.028	0.800000
Indian_pines	0.879169	11.903	0.799978
JapaneseVowels	0.991972	2.481	0.799920
KDDCup09_upselling	0.740741	2.087	0.799922
MIC	0.906061	1.355	0.799879
MagicTelescope	0.873817	5.101	0.800000
Marketing_Campaign	0.895089	0.799	0.800000
Mobile_Price_Classification	0.675000	0.718	0.800000
National_Health_and_Nutrition_Health_Survey	0.846491	0.567	0.799824
PhishingWebsites	0.961556	3.508	0.800000
PieChart3	0.875000	0.647	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.423	0.799479
PizzaCutter3	0.885167	0.736	0.799616
Pumpkin_Seeds	0.878000	0.705	0.800000
QSAR_biodegradation	0.895735	0.653	0.799810
SDSS17	0.968850	98.236	0.800000
Satellite	0.991176	1.754	0.800000
Telecom_Churn_Dataset	0.923538	0.986	0.799880
UJI_Pen_Characters	0.483516	3.018	0.799853
Water_Quality_and_Potability	0.634146	0.771	0.799756
Wilt	0.989637	0.783	0.799834
abalone	0.636364	0.923	0.799856
ada	0.854217	1.656	0.799855
ada_agnostic	0.833516	1.911	0.799868
ada_prior	0.840223	1.119	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.552500	0.527	0.800000
allbp	0.974834	1.241	0.799841
allrep	0.972185	1.204	0.799841
analcatdata_authorship	0.982249	0.730	0.799049
artificial-characters	0.665851	2.169	0.799961
autoUniv-au4-2500	0.494000	1.811	0.800000
autoUniv-au7-1100	0.331818	0.512	0.800000
bank	0.894725	23.497	0.799982
banknote_authentication	0.534545	0.365	0.799563
baseball	0.944030	0.546	0.800000
car-evaluation	0.679191	0.658	0.799769
churn	0.934000	1.354	0.800000
cmc	0.589831	0.513	0.799728
company_bankruptcy_prediction	0.972141	4.236	0.799971
contraceptive_method_choice	0.600000	0.632	0.799728
credit	0.775351	4.368	0.799988
default_of_credit_card_clients	0.824000	12.625	0.800000
