dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	6.809	0.799845
Amazon_employee_access	0.942173	14.437	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.529	0.799980
BNG(breast-w)	0.984252	21.302	0.799980
BNG(cmc)	0.568354	35.950	0.799986
BNG(tic-tac-toe)	0.774067	20.969	0.799980
Bank_Customer_Churn_Dataset	0.863500	6.278	0.800000
Basketball_c	0.697761	4.429	0.800000
Cardiovascular-Disease-dataset	0.728357	50.046	0.800000
Click_prediction_small	0.831539	6.480	0.799990
Credit_c	0.689826	42.420	0.801311
Customer_Personality_Analysis	0.886161	0.969	0.800000
Diabetic_Retinopathy_Debrecen	0.770563	0.740	0.799305
E-CommereShippingData	0.663636	2.627	0.799982
Employee	0.843179	1.132	0.799914
FICO-HELOC-cleaned	0.735696	3.139	0.799919
Firm-Teacher_Clave-Direction_Classification	0.625926	2.749	0.800000
Fitness_Club_c	0.791946	0.525	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.578125	0.630	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.596875	0.630	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.158	0.799831
GesturePhaseSegmentationProcessed	0.502278	3.295	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.839030	2.127	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.701	0.800000
INNHotelsGroup	0.854859	16.317	0.800000
Indian_pines	0.866047	11.867	0.799978
JapaneseVowels	0.989463	2.520	0.799920
KDDCup09_upselling	0.744639	2.080	0.799922
MIC	0.903030	1.381	0.799879
MagicTelescope	0.872766	5.111	0.800000
Marketing_Campaign	0.888393	0.783	0.800000
Mobile_Price_Classification	0.595000	0.702	0.800000
National_Health_and_Nutrition_Health_Survey	0.842105	0.592	0.799824
PhishingWebsites	0.965174	3.536	0.800000
PieChart3	0.879630	0.643	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.437	0.799479
PizzaCutter3	0.880383	0.759	0.799616
Pumpkin_Seeds	0.874000	0.681	0.800000
QSAR_biodegradation	0.872038	0.644	0.799810
SDSS17	0.968600	99.675	0.800000
Satellite	0.992157	1.789	0.800000
Telecom_Churn_Dataset	0.937031	0.988	0.799880
UJI_Pen_Characters	0.479853	3.080	0.799853
Water_Quality_and_Potability	0.620427	0.774	0.799756
Wilt	0.983420	0.763	0.799834
abalone	0.626794	0.937	0.799856
ada	0.848193	1.663	0.799855
ada_agnostic	0.826944	1.858	0.799868
ada_prior	0.841341	1.101	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.544	0.800000
allbp	0.974834	1.413	0.799841
allrep	0.972185	1.210	0.799841
analcatdata_authorship	0.988166	0.722	0.799049
artificial-characters	0.661937	2.180	0.799961
autoUniv-au4-2500	0.484000	1.838	0.800000
autoUniv-au7-1100	0.345455	0.508	0.800000
bank	0.889970	24.111	0.799982
banknote_authentication	0.549091	0.380	0.799563
baseball	0.940299	0.590	0.800000
car-evaluation	0.716763	0.640	0.799769
churn	0.933000	1.367	0.800000
cmc	0.562712	0.522	0.799728
company_bankruptcy_prediction	0.969941	4.276	0.799971
contraceptive_method_choice	0.600000	0.801	0.799728
credit	0.773557	4.373	0.799988
default_of_credit_card_clients	0.809333	12.699	0.800000
delta_ailerons	0.947405	1.036	0.799972
dis	0.984106	1.194	0.799841
dna	0.923197	3.543	0.799749
drug_consumption	0.403183	0.595	0.799894
dry_bean_dataset	0.926552	3.676	0.799941
eeg-eye-state	0.889853	4.017	0.800000
electricity	0.806576	21.910	0.799987
estimation_of_obesity_levels	0.969267	0.748	0.799621
eye_movements	0.557587	3.554	0.799927
eye_movements_bin	0.584757	2.041	0.799947
first-order-theorem-proving	0.592320	2.573	0.799935
gas-drift	0.993889	11.555	0.800000
gina_agnostic	0.678674	23.072	0.799885
