dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.517	0.799845	0.003	0.227	2.290	2.520
Amazon_employee_access	0.942173	10.249	0.799994	0.004	0.140	10.109	10.253
BLE_RSSI_dataset_for_Indoor_localization	0.734602	1.019	0.799980	0.002	0.043	0.976	1.022
BNG(breast-w)	0.985903	16.650	0.799980	0.004	0.246	16.404	16.654
BNG(cmc)	0.576040	31.658	0.799986	0.005	0.304	31.354	31.663
BNG(tic-tac-toe)	0.795530	16.846	0.799980	0.004	0.236	16.610	16.850
Bank_Customer_Churn_Dataset	0.871500	1.987	0.800000	0.003	0.077	1.910	1.989
Basketball_c	0.712687	0.246	0.800000	0.002	0.033	0.214	0.249
Cardiovascular-Disease-dataset	0.730000	50.136	0.800000	0.006	0.394	49.742	50.142
Click_prediction_small	0.831539	5.885	0.799990	0.003	0.076	5.809	5.888
Credit_c	0.704880	41.505	0.801311	0.006	0.791	40.714	41.511
Customer_Personality_Analysis	0.895089	0.495	0.800000	0.003	0.047	0.448	0.498
Diabetic_Retinopathy_Debrecen	0.770563	0.266	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.672727	2.157	0.799982	0.003	0.065	2.092	2.160
Employee	0.857143	0.711	0.799914	0.003	0.026	0.685	0.713
FICO-HELOC-cleaned	0.739747	2.581	0.799919	0.004	0.133	2.448	2.584
Firm-Teacher_Clave-Direction_Classification	0.733796	2.384	0.800000	0.003	0.099	2.285	2.387
Fitness_Club_c	0.805369	0.188	0.799596	0.002	0.013	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.615625	0.336	0.800000	0.003	0.035	0.301	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.339	0.800000	0.003	0.036	0.303	0.342
Gender_Gap_in_Spanish_WP	0.593684	0.845	0.799831	0.002	0.038	0.808	0.848
GesturePhaseSegmentationProcessed	0.625823	2.966	0.799959	0.003	0.166	2.800	2.969
HR_Analytics_Job_Change_of_Data_Scientists	0.856670	1.833	0.797432	0.003	0.064	1.770	1.836
