dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	7.012	0.799845
Amazon_employee_access	0.942173	14.632	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.287	0.799980
BNG(breast-w)	0.985649	21.241	0.799980
BNG(cmc)	0.570163	36.149	0.799986
BNG(tic-tac-toe)	0.782957	21.225	0.799980
Bank_Customer_Churn_Dataset	0.868500	6.572	0.800000
Basketball_c	0.701493	4.666	0.800000
Cardiovascular-Disease-dataset	0.729500	49.851	0.800000
Click_prediction_small	0.831539	6.448	0.799990
Credit_c	0.704963	42.277	0.801311
Customer_Personality_Analysis	0.888393	0.969	0.800000
Diabetic_Retinopathy_Debrecen	0.766234	0.682	0.799305
E-CommereShippingData	0.671818	2.635	0.799982
Employee	0.851772	1.154	0.799914
FICO-HELOC-cleaned	0.740759	3.091	0.799919
Firm-Teacher_Clave-Direction_Classification	0.742130	2.734	0.800000
Fitness_Club_c	0.795302	0.485	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.587500	0.656	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.650000	0.658	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.128	0.799831
GesturePhaseSegmentationProcessed	0.628354	3.309	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851709	2.168	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.685	0.800000
INNHotelsGroup	0.865610	16.243	0.800000
Indian_pines	0.924549	11.917	0.799978
JapaneseVowels	0.994481	2.490	0.799920
KDDCup09_upselling	0.781676	2.120	0.799922
MIC	0.896970	1.345	0.799879
MagicTelescope	0.877760	5.129	0.800000
Marketing_Campaign	0.895089	0.807	0.800000
Mobile_Price_Classification	0.972500	0.683	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.576	0.799824
PhishingWebsites	0.964722	3.543	0.800000
PieChart3	0.879630	0.626	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.468	0.799479
PizzaCutter3	0.885167	0.656	0.799616
Pumpkin_Seeds	0.880000	0.689	0.800000
QSAR_biodegradation	0.881517	0.656	0.799810
SDSS17	0.971050	98.972	0.800000
Satellite	0.992157	1.781	0.800000
Telecom_Churn_Dataset	0.946027	0.953	0.799880
UJI_Pen_Characters	0.483516	2.833	0.799853
Water_Quality_and_Potability	0.650915	0.822	0.799756
Wilt	0.991710	0.754	0.799834
abalone	0.648325	0.923	0.799856
ada	0.846988	1.701	0.799855
ada_agnostic	0.842278	1.926	0.799868
ada_prior	0.831285	1.098	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.580	0.800000
allbp	0.974834	1.208	0.799841
allrep	0.974834	1.210	0.799841
analcatdata_authorship	0.988166	0.737	0.799049
artificial-characters	0.695695	2.170	0.799961
autoUniv-au4-2500	0.482000	1.835	0.800000
autoUniv-au7-1100	0.372727	0.532	0.800000
bank	0.899480	23.841	0.799982
banknote_authentication	0.549091	0.414	0.799563
baseball	0.940299	0.530	0.800000
car-evaluation	0.815029	0.656	0.799769
churn	0.936000	1.367	0.800000
cmc	0.583051	0.525	0.799728
