dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	7.539	0.799845
Amazon_employee_access	0.942173	15.201	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	6.066	0.799980
BNG(breast-w)	0.986030	21.959	0.799980
BNG(cmc)	0.574955	36.536	0.799986
BNG(tic-tac-toe)	0.795784	21.740	0.799980
Bank_Customer_Churn_Dataset	0.867500	7.148	0.800000
Basketball_c	0.690299	5.241	0.800000
Cardiovascular-Disease-dataset	0.730929	49.875	0.800000
Click_prediction_small	0.831539	6.436	0.799990
Credit_c	0.711414	42.278	0.801311
Customer_Personality_Analysis	0.888393	0.953	0.800000
Diabetic_Retinopathy_Debrecen	0.766234	0.695	0.799305
E-CommereShippingData	0.672273	2.636	0.799982
Employee	0.849624	1.155	0.799914
FICO-HELOC-cleaned	0.743291	3.105	0.799919
Firm-Teacher_Clave-Direction_Classification	0.714815	2.722	0.800000
Fitness_Club_c	0.798658	0.466	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.581250	0.640	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.622	0.800000
Gender_Gap_in_Spanish_WP	0.597895	1.146	0.799831
GesturePhaseSegmentationProcessed	0.667342	3.338	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	2.140	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.725	0.800000
INNHotelsGroup	0.870848	16.278	0.800000
Indian_pines	0.915254	11.840	0.799978
JapaneseVowels	0.992975	2.499	0.799920
KDDCup09_upselling	0.773879	2.091	0.799922
MIC	0.900000	1.383	0.799879
MagicTelescope	0.877234	5.141	0.800000
Marketing_Campaign	0.890625	0.783	0.800000
Mobile_Price_Classification	0.955000	0.697	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.565	0.799824
PhishingWebsites	0.972411	3.533	0.800000
PieChart3	0.879630	0.642	0.799443
Pima_Indians_Diabetes_Database	0.733766	0.458	0.799479
PizzaCutter3	0.889952	0.673	0.799616
Pumpkin_Seeds	0.874000	0.682	0.800000
QSAR_biodegradation	0.876777	0.648	0.799810
SDSS17	0.972100	99.174	0.800000
Satellite	0.993137	1.780	0.800000
Telecom_Churn_Dataset	0.949025	0.940	0.799880
UJI_Pen_Characters	0.498168	2.829	0.799853
Water_Quality_and_Potability	0.641768	0.764	0.799756
Wilt	0.991710	0.854	0.799834
abalone	0.633971	0.911	0.799856
ada	0.856627	1.682	0.799855
ada_agnostic	0.833516	1.827	0.799868
ada_prior	0.832402	1.098	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.595000	0.525	0.800000
allbp	0.976159	1.243	0.799841
allrep	0.973510	1.208	0.799841
analcatdata_authorship	0.988166	0.729	0.799049
artificial-characters	0.704501	2.178	0.799961
autoUniv-au4-2500	0.470000	1.829	0.800000
autoUniv-au7-1100	0.372727	0.594	0.800000
bank	0.898817	23.923	0.799982
banknote_authentication	0.563636	0.359	0.799563
baseball	0.947761	0.563	0.800000
car-evaluation	0.812139	0.663	0.799769
churn	0.939000	1.354	0.800000
cmc	0.583051	0.524	0.799728
company_bankruptcy_prediction	0.969941	4.245	0.799971
contraceptive_method_choice	0.610169	0.604	0.799728
credit	0.775052	4.436	0.799988
default_of_credit_card_clients	0.822333	12.688	0.800000
delta_ailerons	0.947405	1.047	0.799972
dis	0.986755	1.209	0.799841
dna	0.923197	3.562	0.799749
drug_consumption	0.403183	0.586	0.799894
dry_bean_dataset	0.928021	3.677	0.799941
