dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.489	0.799845	0.003	0.206	2.283	2.493
Amazon_employee_access	0.942173	10.368	0.799994	0.004	0.150	10.218	10.371
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.019	0.799980	0.002	0.033	0.986	1.021
BNG(breast-w)	0.986538	16.403	0.799980	0.004	0.247	16.155	16.406
BNG(cmc)	0.574593	31.307	0.799986	0.005	0.307	31.001	31.312
BNG(tic-tac-toe)	0.787402	16.841	0.799980	0.004	0.237	16.604	16.845
Bank_Customer_Churn_Dataset	0.869000	1.986	0.800000	0.003	0.074	1.912	1.989
Basketball_c	0.705224	0.242	0.800000	0.002	0.031	0.211	0.244
Cardiovascular-Disease-dataset	0.732214	50.426	0.800000	0.005	0.391	50.035	50.431
Click_prediction_small	0.831790	6.013	0.799990	0.003	0.075	5.938	6.017
Credit_c	0.704301	41.401	0.801311	0.006	0.792	40.609	41.407
Customer_Personality_Analysis	0.888393	0.493	0.800000	0.002	0.045	0.447	0.495
Diabetic_Retinopathy_Debrecen	0.740260	0.264	0.799305	0.002	0.030	0.234	0.266
E-CommereShippingData	0.671364	2.117	0.799982	0.003	0.060	2.057	2.120
Employee	0.861439	0.707	0.799914	0.002	0.025	0.682	0.709
FICO-HELOC-cleaned	0.741266	2.549	0.799919	0.003	0.125	2.424	2.553
Firm-Teacher_Clave-Direction_Classification	0.736574	2.412	0.800000	0.003	0.102	2.311	2.415
Fitness_Club_c	0.802013	0.187	0.799596	0.002	0.013	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.335	0.800000	0.003	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.690625	0.337	0.800000	0.002	0.035	0.302	0.340
Gender_Gap_in_Spanish_WP	0.592632	0.846	0.799831	0.003	0.037	0.809	0.849
GesturePhaseSegmentationProcessed	0.642532	2.972	0.799959	0.003	0.164	2.808	2.975
HR_Analytics_Job_Change_of_Data_Scientists	0.855017	1.821	0.797432	0.003	0.060	1.761	1.823
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.413	0.800000	0.012	0.053	0.361	0.426
INNHotelsGroup	0.871399	16.052	0.800000	0.004	0.326	15.726	16.057
Indian_pines	0.928376	11.339	0.799978	0.008	0.984	10.355	11.347
JapaneseVowels	0.995986	2.172	0.799920	0.003	0.079	2.093	2.175
KDDCup09_upselling	0.788499	1.800	0.799922	0.003	0.139	1.660	1.803
MIC	0.912121	1.069	0.799879	0.003	0.159	0.910	1.072
MagicTelescope	0.878023	4.742	0.800000	0.003	0.111	4.632	4.746
Marketing_Campaign	0.892857	0.506	0.800000	0.003	0.048	0.458	0.509
Mobile_Price_Classification	0.960000	0.412	0.800000	0.002	0.038	0.374	0.415
National_Health_and_Nutrition_Health_Survey	0.835526	0.290	0.799824	0.002	0.018	0.272	0.293
PhishingWebsites	0.970602	3.197	0.800000	0.004	0.144	3.053	3.201
PieChart3	0.879630	0.353	0.799443	0.002	0.055	0.298	0.356
Pima_Indians_Diabetes_Database	0.753247	0.139	0.799479	0.002	0.013	0.126	0.142
PizzaCutter3	0.875598	0.349	0.799617	0.002	0.054	0.295	0.351
Pumpkin_Seeds	0.878000	0.398	0.800000	0.002	0.026	0.372	0.400
QSAR_biodegradation	0.886256	0.374	0.799810	0.002	0.060	0.314	0.377
SDSS17	0.973050	97.406	0.800000	0.005	0.673	96.734	97.412
Satellite	0.993137	1.480	0.800000	0.003	0.104	1.376	1.483
Telecom_Churn_Dataset	0.949025	0.654	0.799880	0.002	0.041	0.613	0.656
UJI_Pen_Characters	0.490842	2.734	0.799853	0.003	0.119	2.615	2.737
Water_Quality_and_Potability	0.635671	0.495	0.799756	0.003	0.023	0.472	0.498
Wilt	0.991710	0.482	0.799834	0.002	0.019	0.463	0.485
abalone	0.637560	0.642	0.799856	0.002	0.027	0.615	0.644
ada	0.849398	1.379	0.799855	0.003	0.101	1.278	1.382
ada_agnostic	0.829135	1.533	0.799868	0.003	0.107	1.426	1.537
ada_prior	0.839106	0.823	0.799955	0.003	0.038	0.784	0.826
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.257	0.800000	0.005	0.016	0.241	0.262
allbp	0.974834	0.918	0.799841	0.005	0.058	0.859	0.922
allrep	0.973510	0.917	0.799841	0.003	0.058	0.860	0.920
analcatdata_authorship	0.982249	0.460	0.799049	0.003	0.095	0.364	0.462
artificial-characters	0.712818	1.901	0.799961	0.003	0.047	1.854	1.904
autoUniv-au4-2500	0.468000	1.526	0.800000	0.003	0.192	1.334	1.529
autoUniv-au7-1100	0.381818	0.204	0.800000	0.003	0.020	0.184	0.207
bank	0.900807	23.061	0.799982	0.005	0.380	22.681	23.066
banknote_authentication	0.541818	0.100	0.799563	0.003	0.010	0.090	0.102
baseball	0.951493	0.271	0.800000	0.002	0.028	0.242	0.273
car-evaluation	0.849711	0.370	0.799769	0.003	0.037	0.334	0.373
churn	0.939000	1.081	0.800000	0.003	0.062	1.019	1.084
cmc	0.600000	0.237	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.966276	3.982	0.799971	0.004	0.342	3.640	3.986
contraceptive_method_choice	0.627119	0.231	0.799728	0.002	0.017	0.215	0.234
credit	0.776548	3.972	0.799988	0.003	0.093	3.879	3.975
default_of_credit_card_clients	0.824667	12.353	0.800000	0.004	0.383	11.969	12.357
delta_ailerons	0.948107	0.764	0.799972	0.009	0.026	0.738	0.773
dis	0.986755	0.924	0.799841	0.003	0.062	0.863	0.927
dna	0.926332	3.270	0.799749	0.004	0.361	2.909	3.274
drug_consumption	0.403183	0.306	0.799894	0.002	0.023	0.284	0.308
dry_bean_dataset	0.926184	3.325	0.799941	0.003	0.123	3.203	3.328
eeg-eye-state	0.961949	3.722	0.800000	0.003	0.128	3.594	3.725
electricity	0.831733	21.571	0.799987	0.004	0.256	21.315	21.575
estimation_of_obesity_levels	0.978723	0.394	0.799621	0.002	0.030	0.364	0.396
eye_movements	0.600548	3.016	0.799927	0.003	0.166	2.850	3.019
eye_movements_bin	0.584757	1.768	0.799947	0.003	0.099	1.669	1.771
first-order-theorem-proving	0.615196	2.236	0.799935	0.003	0.177	2.059	2.240
gas-drift	0.996765	11.175	0.800000	0.007	1.004	10.171	11.182
gina_agnostic	0.821326	23.341	0.799885	0.012	2.425	20.916	23.353
golf_play_dataset_extended	0.931507	0.197	0.800000	0.002	0.016	0.181	0.199
heloc	0.717000	2.550	0.800000	0.003	0.115	2.435	2.553
house_16H	0.885100	3.279	0.799970	0.003	0.119	3.160	3.283
htru	0.980447	4.275	0.799978	0.003	0.080	4.195	4.278
ibm-employee-performance	1.000000	0.407	0.800000	0.003	0.052	0.355	0.410
in_vehicle_coupon_recommendation	0.695472	3.035	0.800729	0.003	0.134	2.901	3.038
internet_firewall	0.802319	42.631	0.799991	0.004	0.170	42.461	42.635
jm1	0.813045	2.684	0.800000	0.003	0.114	2.570	2.687
jungle_chess_2pcs_raw_endgame_complete	0.857876	20.594	0.799996	0.004	0.186	20.408	20.598
kdd_ipums_la_97-small	0.865125	1.106	0.799923	0.003	0.060	1.046	1.109
kr-vs-k	0.617605	27.243	0.799971	0.005	0.128	27.115	27.248
kropt	0.618318	27.148	0.799971	0.004	0.115	27.032	27.151
led24	0.734375	0.721	0.800000	0.003	0.055	0.665	0.723
led7	0.739062	0.451	0.800000	0.003	0.019	0.432	0.454
letter	0.975250	19.558	0.800000	0.003	0.176	19.382	19.562
mammography	0.989271	1.540	0.799964	0.003	0.045	1.495	1.542
maternal_health_risk	0.842365	0.169	0.799803	0.002	0.012	0.158	0.172
mfeat-factors	0.967500	2.514	0.800000	0.004	0.367	2.147	2.518
mfeat-fourier	0.887500	0.991	0.800000	0.003	0.133	0.858	0.994
mfeat-karhunen	0.970000	0.867	0.800000	0.003	0.111	0.757	0.870
mfeat-morphological	0.752500	0.273	0.800000	0.002	0.016	0.257	0.275
mfeat-pixel	0.967500	2.816	0.800000	0.004	0.415	2.400	2.819
mfeat-zernike	0.812500	0.699	0.800000	0.003	0.093	0.607	0.702
mice_protein_expression	1.000000	0.582	0.800000	0.002	0.107	0.475	0.584
microaggregation2	0.621500	6.279	0.800000	0.004	0.200	6.079	6.283
mobile_c36_oversampling	0.972566	20.484	0.800000	0.003	0.199	20.285	20.487
mozilla4	0.929881	1.585	0.800000	0.003	0.045	1.540	1.588
naticusdroid+android+permissions+dataset	0.965741	20.431	0.799980	0.008	0.913	19.517	20.439
national-longitudinal-survey-binary	0.992872	0.946	0.799918	0.003	0.049	0.897	0.949
okcupid_stem	0.734445	8.886	0.799977	0.004	0.176	8.710	8.890
one-hundred-plants-margin	0.837500	4.382	0.800000	0.003	0.115	4.268	4.385
one-hundred-plants-shape	0.759375	4.405	0.800000	0.003	0.113	4.291	4.408
one-hundred-plants-texture	0.912500	4.259	0.799875	0.003	0.109	4.150	4.261
optdigits	0.994662	2.339	0.800000	0.003	0.185	2.155	2.343
ozone-level-8hr	0.950690	1.164	0.799921	0.003	0.132	1.032	1.167
page-blocks	0.975342	0.909	0.799927	0.002	0.035	0.874	0.912
pendigits	0.995452	2.470	0.799945	0.003	0.107	2.363	2.473
phoneme	0.882516	0.522	0.799963	0.002	0.021	0.501	0.524
pol	0.974715	2.731	0.799940	0.003	0.108	2.622	2.734
predict_students_dropout_and_academic_success	0.772881	1.218	0.799955	0.003	0.082	1.136	1.221
