dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.519	0.799845	0.003	0.208	2.311	2.522
Amazon_employee_access	0.942173	10.253	0.799994	0.004	0.137	10.116	10.257
BLE_RSSI_dataset_for_Indoor_localization	0.734101	1.018	0.799980	0.002	0.042	0.976	1.020
BNG(breast-w)	0.986538	16.794	0.799980	0.004	0.240	16.554	16.799
BNG(cmc)	0.570976	31.271	0.799986	0.005	0.305	30.967	31.276
BNG(tic-tac-toe)	0.786132	16.661	0.799980	0.004	0.244	16.417	16.666
Bank_Customer_Churn_Dataset	0.873000	1.989	0.800000	0.003	0.074	1.915	1.992
Basketball_c	0.716418	0.259	0.800000	0.002	0.046	0.213	0.261
Cardiovascular-Disease-dataset	0.729286	50.828	0.800000	0.005	0.427	50.402	50.834
Click_prediction_small	0.831665	5.885	0.799990	0.003	0.075	5.810	5.888
Credit_c	0.704549	41.402	0.801311	0.006	0.798	40.603	41.408
Customer_Personality_Analysis	0.888393	0.494	0.800000	0.002	0.046	0.448	0.496
Diabetic_Retinopathy_Debrecen	0.757576	0.265	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.675455	2.136	0.799982	0.003	0.063	2.073	2.139
Employee	0.858217	0.707	0.799914	0.002	0.025	0.682	0.710
FICO-HELOC-cleaned	0.738228	2.559	0.799919	0.003	0.127	2.432	2.562
Firm-Teacher_Clave-Direction_Classification	0.719907	2.382	0.800000	0.003	0.098	2.283	2.385
Fitness_Club_c	0.798658	0.188	0.799596	0.003	0.013	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.612500	0.337	0.800000	0.003	0.034	0.303	0.340
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.696875	0.337	0.800000	0.003	0.036	0.302	0.340
Gender_Gap_in_Spanish_WP	0.585263	0.842	0.799831	0.003	0.036	0.805	0.844
GesturePhaseSegmentationProcessed	0.628354	2.979	0.799959	0.003	0.167	2.812	2.982
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.804	0.797432	0.003	0.061	1.743	1.807
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.407	0.800000	0.003	0.051	0.356	0.410
INNHotelsGroup	0.862715	15.874	0.800000	0.004	0.300	15.574	15.878
Indian_pines	0.934390	11.243	0.799978	0.012	0.982	10.261	11.255
JapaneseVowels	0.993477	2.180	0.799920	0.003	0.080	2.099	2.183
KDDCup09_upselling	0.782651	1.803	0.799922	0.003	0.143	1.660	1.807
MIC	0.900000	1.071	0.799879	0.003	0.159	0.912	1.074
MagicTelescope	0.874869	4.768	0.800000	0.003	0.110	4.659	4.772
Marketing_Campaign	0.892857	0.509	0.800000	0.003	0.049	0.460	0.512
Mobile_Price_Classification	0.970000	0.414	0.800000	0.003	0.038	0.376	0.417
National_Health_and_Nutrition_Health_Survey	0.831140	0.294	0.799824	0.003	0.018	0.276	0.297
PhishingWebsites	0.972411	3.200	0.800000	0.004	0.145	3.056	3.204
PieChart3	0.875000	0.356	0.799443	0.002	0.056	0.301	0.359
Pima_Indians_Diabetes_Database	0.753247	0.142	0.799479	0.003	0.014	0.128	0.144
PizzaCutter3	0.885167	0.350	0.799617	0.003	0.053	0.296	0.352
Pumpkin_Seeds	0.882000	0.400	0.800000	0.002	0.026	0.375	0.402
QSAR_biodegradation	0.867299	0.376	0.799810	0.003	0.061	0.315	0.379
SDSS17	0.972000	99.405	0.800000	0.006	0.680	98.725	99.411
Satellite	0.993137	1.481	0.800000	0.004	0.105	1.376	1.484
Telecom_Churn_Dataset	0.953523	0.653	0.799880	0.002	0.040	0.612	0.655
UJI_Pen_Characters	0.501832	2.702	0.799853	0.005	0.118	2.584	2.707
Water_Quality_and_Potability	0.635671	0.494	0.799756	0.003	0.023	0.471	0.496
Wilt	0.989637	0.483	0.799834	0.003	0.019	0.464	0.486
abalone	0.638756	0.638	0.799856	0.002	0.027	0.611	0.640
ada	0.846988	1.382	0.799855	0.003	0.103	1.280	1.385
ada_agnostic	0.829135	1.534	0.799868	0.003	0.108	1.425	1.537
ada_prior	0.840223	0.823	0.799955	0.003	0.039	0.785	0.826
