dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.476	0.799845
Amazon_employee_access	0.942173	14.611	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	5.353	0.799980
BNG(breast-w)	0.985649	21.351	0.799980
BNG(cmc)	0.572514	35.647	0.799986
BNG(tic-tac-toe)	0.782322	21.064	0.799980
Bank_Customer_Churn_Dataset	0.864500	6.324	0.800000
Basketball_c	0.690299	4.726	0.800000
Cardiovascular-Disease-dataset	0.728929	49.730	0.800000
Click_prediction_small	0.831539	6.443	0.799990
Credit_c	0.705459	42.079	0.801311
Customer_Personality_Analysis	0.888393	0.948	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.710	0.799305
E-CommereShippingData	0.672273	2.624	0.799982
Employee	0.845328	1.145	0.799914
FICO-HELOC-cleaned	0.743797	3.115	0.799919
Firm-Teacher_Clave-Direction_Classification	0.732407	2.734	0.800000
Fitness_Club_c	0.795302	0.498	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.625000	0.642	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.633	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.162	0.799831
GesturePhaseSegmentationProcessed	0.609114	3.312	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	2.142	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.749	0.800000
INNHotelsGroup	0.863680	16.113	0.800000
Indian_pines	0.910880	11.971	0.799978
JapaneseVowels	0.994481	2.473	0.799920
KDDCup09_upselling	0.782651	2.079	0.799922
MIC	0.887879	1.364	0.799879
MagicTelescope	0.875394	5.143	0.800000
Marketing_Campaign	0.890625	0.793	0.800000
Mobile_Price_Classification	0.957500	0.732	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.570	0.799824
PhishingWebsites	0.961104	3.511	0.800000
PieChart3	0.879630	0.620	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.461	0.799479
PizzaCutter3	0.880383	0.680	0.799616
Pumpkin_Seeds	0.878000	0.723	0.800000
QSAR_biodegradation	0.905213	0.673	0.799810
SDSS17	0.971450	98.346	0.800000
Satellite	0.992157	1.755	0.800000
Telecom_Churn_Dataset	0.944528	0.935	0.799880
UJI_Pen_Characters	0.468864	2.901	0.799853
Water_Quality_and_Potability	0.649390	0.780	0.799756
Wilt	0.989637	0.759	0.799834
abalone	0.632775	0.947	0.799856
ada	0.844578	1.661	0.799855
ada_agnostic	0.829135	1.871	0.799868
ada_prior	0.837989	1.091	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.570000	0.544	0.800000
allbp	0.974834	1.222	0.799841
allrep	0.968212	1.230	0.799841
analcatdata_authorship	0.988166	0.730	0.799049
artificial-characters	0.683464	2.216	0.799961
autoUniv-au4-2500	0.508000	1.897	0.800000
autoUniv-au7-1100	0.354545	0.480	0.800000
bank	0.900033	23.566	0.799982
banknote_authentication	0.549091	0.383	0.799563
baseball	0.940299	0.546	0.800000
car-evaluation	0.794798	0.683	0.799769
churn	0.942000	1.342	0.800000
cmc	0.586441	0.522	0.799728
company_bankruptcy_prediction	0.969208	4.238	0.799971
contraceptive_method_choice	0.600000	0.718	0.799728
credit	0.776847	4.453	0.799988
default_of_credit_card_clients	0.824000	12.668	0.800000
delta_ailerons	0.946704	1.070	0.799972
dis	0.984106	1.233	0.799841
dna	0.918495	3.545	0.799749
drug_consumption	0.403183	0.586	0.799894
dry_bean_dataset	0.928021	3.702	0.799941
eeg-eye-state	0.946929	4.008	0.800000
electricity	0.817941	21.932	0.799987
estimation_of_obesity_levels	0.973995	0.775	0.799621
eye_movements	0.549360	3.429	0.799927
eye_movements_bin	0.602497	2.066	0.799947
first-order-theorem-proving	0.597222	2.583	0.799935
gas-drift	0.994968	11.525	0.800000
gina_agnostic	0.739193	23.125	0.799885
golf_play_dataset_extended	0.917808	0.529	0.800000
heloc	0.716500	2.845	0.800000
house_16H	0.885100	3.729	0.799970
htru	0.979050	4.566	0.799978
ibm-employee-performance	1.000000	0.819	0.800000
in_vehicle_coupon_recommendation	0.659742	3.336	0.800729
internet_firewall	0.803235	41.904	0.799991
jm1	0.814883	2.978	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.835230	21.084	0.799996
kdd_ipums_la_97-small	0.858382	1.422	0.799923
kr-vs-k	0.584640	27.733	0.799971
kropt	0.582502	29.318	0.799971
led24	0.720313	1.057	0.800000
led7	0.732812	0.712	0.800000
letter	0.964500	19.817	0.800000
mammography	0.988824	1.810	0.799964
maternal_health_risk	0.783251	0.457	0.799803
mfeat-factors	0.967500	2.819	0.800000
mfeat-fourier	0.887500	1.267	0.800000
mfeat-karhunen	0.972500	1.215	0.800000
