dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.247104	6.667	0.799845
Amazon_employee_access	0.942173	14.583	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.519279	5.472	0.799980
BNG(breast-w)	0.974727	21.122	0.799980
BNG(cmc)	0.466637	36.028	0.799986
BNG(tic-tac-toe)	0.667386	21.082	0.799980
Bank_Customer_Churn_Dataset	0.796500	6.368	0.800000
Basketball_c	0.652985	4.551	0.800000
Cardiovascular-Disease-dataset	0.608643	50.036	0.800000
Click_prediction_small	0.831539	6.492	0.799990
Credit_c	0.547560	42.375	0.801311
Customer_Personality_Analysis	0.852679	1.003	0.800000
Diabetic_Retinopathy_Debrecen	0.623377	0.725	0.799305
E-CommereShippingData	0.596818	2.619	0.799982
Employee	0.661654	1.173	0.799914
FICO-HELOC-cleaned	0.557975	3.109	0.799919
Firm-Teacher_Clave-Direction_Classification	0.403704	2.700	0.800000
Fitness_Club_c	0.694631	0.520	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.512500	0.664	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.528125	0.660	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.149	0.799831
GesturePhaseSegmentationProcessed	0.422785	3.270	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.200	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.840136	0.751	0.800000
INNHotelsGroup	0.672364	16.275	0.800000
Indian_pines	0.573537	11.891	0.799978
JapaneseVowels	0.320622	2.528	0.799920
KDDCup09_upselling	0.544834	2.094	0.799922
MIC	0.848485	1.379	0.799879
MagicTelescope	0.708465	5.116	0.800000
Marketing_Campaign	0.850446	0.851	0.800000
Mobile_Price_Classification	0.365000	0.697	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.596	0.799824
PhishingWebsites	0.818634	3.529	0.800000
PieChart3	0.875000	0.654	0.799443
Pima_Indians_Diabetes_Database	0.727273	0.456	0.799479
PizzaCutter3	0.880383	0.665	0.799616
Pumpkin_Seeds	0.598000	0.690	0.800000
QSAR_biodegradation	0.715640	0.704	0.799810
SDSS17	0.594450	100.182	0.800000
Satellite	0.985294	1.756	0.800000
Telecom_Churn_Dataset	0.854573	0.964	0.799880
UJI_Pen_Characters	0.058608	3.071	0.799853
Water_Quality_and_Potability	0.609756	0.793	0.799756
Wilt	0.946114	1.864	0.799834
abalone	0.555024	0.922	0.799856
ada	0.768675	1.643	0.799855
ada_agnostic	0.766703	1.844	0.799868
ada_prior	0.755307	1.117	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.555000	0.557	0.800000
allbp	0.956291	1.256	0.799841
allrep	0.966887	1.200	0.799841
analcatdata_authorship	0.650888	0.765	0.799049
artificial-characters	0.213307	2.221	0.799961
