dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.405405	6.651	0.799845
Amazon_employee_access	0.942173	14.412	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	5.206	0.799980
BNG(breast-w)	0.981712	21.011	0.799980
BNG(cmc)	0.562387	35.801	0.799986
BNG(tic-tac-toe)	0.755271	20.920	0.799980
Bank_Customer_Churn_Dataset	0.846000	6.463	0.800000
Basketball_c	0.694030	4.387	0.800000
Cardiovascular-Disease-dataset	0.722929	49.896	0.800000
Click_prediction_small	0.831665	6.490	0.799990
Credit_c	0.667907	42.180	0.801311
Customer_Personality_Analysis	0.892857	0.954	0.800000
Diabetic_Retinopathy_Debrecen	0.670996	0.737	0.799305
E-CommereShippingData	0.635455	2.661	0.799982
Employee	0.837809	1.209	0.799914
FICO-HELOC-cleaned	0.727595	3.090	0.799919
Firm-Teacher_Clave-Direction_Classification	0.722222	2.704	0.800000
Fitness_Club_c	0.791946	0.488	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.496875	0.657	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.528125	0.640	0.800000
Gender_Gap_in_Spanish_WP	0.589474	1.168	0.799831
GesturePhaseSegmentationProcessed	0.525063	3.324	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.216	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.715	0.800000
INNHotelsGroup	0.822329	16.142	0.800000
Indian_pines	0.809732	11.990	0.799978
JapaneseVowels	0.972403	2.493	0.799920
KDDCup09_upselling	0.738791	2.094	0.799922
MIC	0.909091	1.412	0.799879
MagicTelescope	0.865668	5.114	0.800000
Marketing_Campaign	0.888393	0.833	0.800000
Mobile_Price_Classification	0.665000	0.712	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.584	0.799824
PhishingWebsites	0.930348	3.489	0.800000
PieChart3	0.875000	0.659	0.799443
Pima_Indians_Diabetes_Database	0.714286	0.444	0.799479
PizzaCutter3	0.880383	0.745	0.799616
Pumpkin_Seeds	0.876000	0.699	0.800000
QSAR_biodegradation	0.881517	0.680	0.799810
SDSS17	0.898950	98.775	0.800000
Satellite	0.991176	1.752	0.800000
Telecom_Churn_Dataset	0.892054	0.918	0.799880
UJI_Pen_Characters	0.410256	2.903	0.799853
Water_Quality_and_Potability	0.609756	0.814	0.799756
Wilt	0.966839	0.805	0.799834
abalone	0.629187	0.916	0.799856
ada	0.837349	1.652	0.799855
ada_agnostic	0.824754	1.826	0.799868
ada_prior	0.826816	1.085	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.550	0.800000
allbp	0.968212	1.270	0.799841
allrep	0.968212	1.218	0.799841
analcatdata_authorship	0.970414	0.773	0.799049
artificial-characters	0.627202	2.179	0.799961
autoUniv-au4-2500	0.470000	1.804	0.800000
autoUniv-au7-1100	0.359091	0.486	0.800000
bank	0.891076	23.622	0.799982
banknote_authentication	0.552727	0.389	0.799563
baseball	0.955224	0.596	0.800000
car-evaluation	0.699422	0.663	0.799769
churn	0.891000	1.383	0.800000
cmc	0.579661	0.516	0.799728
company_bankruptcy_prediction	0.968475	4.258	0.799971
contraceptive_method_choice	0.603390	0.653	0.799728
credit	0.778642	4.373	0.799988
default_of_credit_card_clients	0.812167	12.699	0.800000
delta_ailerons	0.948107	1.066	0.799972
dis	0.984106	1.215	0.799841
dna	0.854232	3.575	0.799749
drug_consumption	0.403183	0.588	0.799894
dry_bean_dataset	0.921410	3.700	0.799941
eeg-eye-state	0.737316	4.011	0.800000
electricity	0.786164	21.979	0.799987
estimation_of_obesity_levels	0.910165	0.808	0.799621
eye_movements	0.534278	3.446	0.799927
eye_movements_bin	0.570302	2.055	0.799947
first-order-theorem-proving	0.513072	2.619	0.799935
gas-drift	0.970884	11.605	0.800000
gina_agnostic	0.688761	23.016	0.799885
golf_play_dataset_extended	0.926941	0.508	0.800000
heloc	0.729000	2.821	0.800000
house_16H	0.861379	3.665	0.799970
htru	0.979888	4.625	0.799978
ibm-employee-performance	0.846939	0.791	0.800000
in_vehicle_coupon_recommendation	0.632738	3.352	0.800729
internet_firewall	0.801709	42.054	0.799991
jm1	0.809371	2.956	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.712071	21.185	0.799996
kdd_ipums_la_97-small	0.848748	1.380	0.799923
kr-vs-k	0.427477	29.738	0.799971
kropt	0.428368	28.867	0.799971
led24	0.620313	1.118	0.800000
led7	0.662500	0.765	0.800000
letter	0.876000	19.938	0.800000
mammography	0.983460	1.793	0.799964
maternal_health_risk	0.773399	0.481	0.799803
mfeat-factors	0.965000	2.800	0.800000
mfeat-fourier	0.840000	1.278	0.800000
mfeat-karhunen	0.907500	1.237	0.800000
mfeat-morphological	0.740000	0.616	0.800000
mfeat-pixel	0.917500	3.075	0.800000
mfeat-zernike	0.767500	0.991	0.800000
mice_protein_expression	0.981481	0.950	0.800000
microaggregation2	0.566250	6.516	0.800000
mobile_c36_oversampling	0.937210	20.835	0.800000
mozilla4	0.895465	1.881	0.800000
naticusdroid+android+permissions+dataset	0.920914	20.567	0.799980
national-longitudinal-survey-binary	0.974542	1.263	0.799919
okcupid_stem	0.731259	9.351	0.799978
one-hundred-plants-margin	0.696875	4.748	0.800000
one-hundred-plants-shape	0.665625	4.486	0.800000
