dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.266409	7.024	0.799845
Amazon_employee_access	0.942173	15.031	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.518778	5.686	0.799980
BNG(breast-w)	0.974092	21.618	0.799980
BNG(cmc)	0.467631	36.190	0.799986
BNG(tic-tac-toe)	0.677927	21.479	0.799980
Bank_Customer_Churn_Dataset	0.796500	6.645	0.800000
Basketball_c	0.660448	4.910	0.800000
Cardiovascular-Disease-dataset	0.612357	49.703	0.800000
Click_prediction_small	0.831539	6.475	0.799990
Credit_c	0.549462	42.165	0.801311
Customer_Personality_Analysis	0.857143	1.005	0.800000
Diabetic_Retinopathy_Debrecen	0.645022	0.722	0.799305
E-CommereShippingData	0.596818	2.647	0.799982
Employee	0.667025	1.155	0.799914
FICO-HELOC-cleaned	0.564557	3.118	0.799919
Firm-Teacher_Clave-Direction_Classification	0.387963	2.753	0.800000
Fitness_Club_c	0.694631	0.505	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.518750	0.658	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.550000	0.646	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.150	0.799831
GesturePhaseSegmentationProcessed	0.424304	3.307	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.164	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.840136	0.749	0.800000
INNHotelsGroup	0.672364	16.067	0.800000
Indian_pines	0.608529	11.823	0.799978
JapaneseVowels	0.325138	2.488	0.799920
KDDCup09_upselling	0.538986	2.098	0.799922
MIC	0.863636	1.360	0.799879
MagicTelescope	0.723975	5.107	0.800000
Marketing_Campaign	0.859375	0.792	0.800000
Mobile_Price_Classification	0.370000	0.706	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.581	0.799824
PhishingWebsites	0.805970	3.517	0.800000
PieChart3	0.875000	0.648	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.463	0.799479
PizzaCutter3	0.880383	0.669	0.799616
Pumpkin_Seeds	0.602000	0.682	0.800000
QSAR_biodegradation	0.720379	0.667	0.799810
SDSS17	0.594450	98.455	0.800000
Satellite	0.990196	1.771	0.800000
Telecom_Churn_Dataset	0.854573	0.952	0.799880
UJI_Pen_Characters	0.062271	3.078	0.799853
Water_Quality_and_Potability	0.609756	0.794	0.799756
Wilt	0.946114	0.766	0.799834
abalone	0.553828	0.980	0.799856
ada	0.798795	1.667	0.799855
ada_agnostic	0.791895	1.852	0.799868
ada_prior	0.755307	1.107	0.799955
