dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.401544	2.341	0.799845	0.003	0.204	2.137	2.344
Amazon_employee_access	0.942173	10.188	0.799994	0.003	0.138	10.051	10.192
BLE_RSSI_dataset_for_Indoor_localization	0.731597	1.019	0.799980	0.002	0.033	0.986	1.021
BNG(breast-w)	0.986538	16.510	0.799980	0.004	0.244	16.266	16.514
BNG(cmc)	0.577306	31.725	0.799986	0.005	0.304	31.421	31.730
BNG(tic-tac-toe)	0.796419	17.083	0.799980	0.004	0.265	16.818	17.087
Bank_Customer_Churn_Dataset	0.871000	2.001	0.800000	0.003	0.072	1.929	2.003
Basketball_c	0.708955	0.243	0.800000	0.003	0.031	0.212	0.246
Cardiovascular-Disease-dataset	0.731786	49.813	0.800000	0.005	0.392	49.421	49.819
Click_prediction_small	0.831915	6.022	0.799990	0.003	0.075	5.947	6.025
Credit_c	0.705790	41.994	0.801311	0.006	0.796	41.198	42.000
Customer_Personality_Analysis	0.897321	0.489	0.800000	0.003	0.045	0.444	0.492
Diabetic_Retinopathy_Debrecen	0.766234	0.261	0.799305	0.002	0.030	0.231	0.263
E-CommereShippingData	0.677727	2.140	0.799982	0.003	0.061	2.079	2.143
Employee	0.860365	0.704	0.799914	0.003	0.024	0.680	0.707
FICO-HELOC-cleaned	0.739241	2.562	0.799919	0.003	0.122	2.439	2.565
Firm-Teacher_Clave-Direction_Classification	0.740741	2.415	0.800000	0.003	0.100	2.315	2.418
Fitness_Club_c	0.808725	0.185	0.799596	0.002	0.013	0.172	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.662500	0.332	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.334	0.800000	0.002	0.035	0.299	0.337
Gender_Gap_in_Spanish_WP	0.597895	0.840	0.799831	0.002	0.035	0.805	0.842
GesturePhaseSegmentationProcessed	0.666835	2.986	0.799959	0.004	0.165	2.821	2.990
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.814	0.797432	0.006	0.059	1.755	1.820
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.408	0.800000	0.002	0.051	0.357	0.410
INNHotelsGroup	0.869056	15.976	0.800000	0.004	0.299	15.677	15.980
Indian_pines	0.923455	11.502	0.799978	0.008	0.967	10.535	11.510
JapaneseVowels	0.994982	2.188	0.799920	0.003	0.080	2.108	2.191
KDDCup09_upselling	0.788499	1.804	0.799922	0.004	0.141	1.663	1.808
MIC	0.906061	1.073	0.799879	0.003	0.159	0.914	1.076
MagicTelescope	0.878023	4.753	0.800000	0.003	0.108	4.645	4.756
Marketing_Campaign	0.892857	0.510	0.800000	0.003	0.051	0.460	0.513
Mobile_Price_Classification	0.970000	0.413	0.800000	0.002	0.038	0.375	0.416
National_Health_and_Nutrition_Health_Survey	0.831140	0.297	0.799824	0.003	0.019	0.277	0.300
PhishingWebsites	0.965626	3.206	0.800000	0.004	0.146	3.061	3.210
PieChart3	0.879630	0.358	0.799443	0.002	0.057	0.301	0.361
Pima_Indians_Diabetes_Database	0.766234	0.143	0.799479	0.002	0.014	0.129	0.145
PizzaCutter3	0.880383	0.351	0.799617	0.002	0.054	0.297	0.354
Pumpkin_Seeds	0.876000	0.403	0.800000	0.002	0.026	0.376	0.405
QSAR_biodegradation	0.876777	0.378	0.799810	0.003	0.062	0.316	0.380
SDSS17	0.972500	100.849	0.800000	0.006	0.721	100.129	100.855
Satellite	0.993137	1.482	0.800000	0.003	0.105	1.377	1.485
Telecom_Churn_Dataset	0.956522	0.653	0.799880	0.002	0.041	0.612	0.655
UJI_Pen_Characters	0.490842	2.634	0.799853	0.002	0.120	2.513	2.636
Water_Quality_and_Potability	0.649390	0.495	0.799756	0.005	0.023	0.472	0.500
Wilt	0.989637	0.482	0.799834	0.002	0.019	0.463	0.485
abalone	0.638756	0.641	0.799856	0.003	0.026	0.615	0.643
ada	0.846988	1.385	0.799855	0.003	0.103	1.282	1.388
ada_agnostic	0.830230	1.535	0.799868	0.003	0.107	1.428	1.538
ada_prior	0.835754	0.819	0.799955	0.003	0.039	0.780	0.822
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.600000	0.261	0.800000	0.003	0.017	0.244	0.263
allbp	0.972185	0.921	0.799841	0.003	0.058	0.863	0.924
allrep	0.972185	0.913	0.799841	0.003	0.058	0.855	0.916
analcatdata_authorship	0.988166	0.456	0.799049	0.003	0.094	0.361	0.459
artificial-characters	0.700098	1.897	0.799961	0.003	0.046	1.852	1.900
autoUniv-au4-2500	0.508000	1.526	0.800000	0.003	0.191	1.335	1.529
autoUniv-au7-1100	0.390909	0.201	0.800000	0.002	0.020	0.181	0.203
bank	0.900476	23.081	0.799982	0.004	0.381	22.700	23.086
banknote_authentication	0.549091	0.098	0.799563	0.002	0.010	0.089	0.101
baseball	0.944030	0.268	0.800000	0.002	0.027	0.240	0.270
car-evaluation	0.872832	0.368	0.799769	0.003	0.036	0.333	0.371
churn	0.947000	1.078	0.800000	0.003	0.062	1.016	1.081
cmc	0.600000	0.237	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.972874	3.958	0.799971	0.004	0.319	3.639	3.963
contraceptive_method_choice	0.616949	0.232	0.799728	0.002	0.017	0.216	0.235
credit	0.772958	3.958	0.799988	0.003	0.092	3.866	3.961
default_of_credit_card_clients	0.826500	12.412	0.800000	0.004	0.380	12.031	12.416
delta_ailerons	0.947405	0.762	0.799972	0.003	0.025	0.737	0.765
dis	0.986755	0.925	0.799841	0.003	0.059	0.866	0.928
dna	0.935737	3.265	0.799749	0.004	0.361	2.904	3.269
drug_consumption	0.403183	0.307	0.799894	0.002	0.022	0.285	0.310
dry_bean_dataset	0.928388	3.342	0.799941	0.003	0.121	3.221	3.345
eeg-eye-state	0.960614	3.707	0.800000	0.004	0.121	3.586	3.710
electricity	0.839678	21.600	0.799987	0.004	0.255	21.344	21.604
