dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.517	0.799845	0.003	0.208	2.309	2.520
Amazon_employee_access	0.942173	10.168	0.799994	0.004	0.141	10.027	10.172
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.019	0.799980	0.002	0.034	0.985	1.021
BNG(breast-w)	0.986411	16.951	0.799980	0.004	0.266	16.684	16.955
BNG(cmc)	0.577486	31.036	0.799986	0.005	0.304	30.732	31.041
BNG(tic-tac-toe)	0.791593	16.606	0.799980	0.005	0.245	16.361	16.611
Bank_Customer_Churn_Dataset	0.871500	1.989	0.800000	0.003	0.084	1.905	1.992
Basketball_c	0.712687	0.247	0.800000	0.002	0.033	0.214	0.249
Cardiovascular-Disease-dataset	0.731500	50.514	0.800000	0.006	0.394	50.120	50.520
Click_prediction_small	0.831539	6.035	0.799990	0.003	0.081	5.954	6.039
Credit_c	0.706534	41.262	0.801311	0.006	0.795	40.467	41.268
Customer_Personality_Analysis	0.890625	0.496	0.800000	0.002	0.046	0.451	0.499
Diabetic_Retinopathy_Debrecen	0.757576	0.266	0.799305	0.003	0.030	0.236	0.269
E-CommereShippingData	0.675000	2.139	0.799982	0.003	0.064	2.076	2.143
Employee	0.859291	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.738228	2.560	0.799919	0.004	0.123	2.436	2.563
Firm-Teacher_Clave-Direction_Classification	0.763889	2.412	0.800000	0.003	0.100	2.312	2.415
Fitness_Club_c	0.805369	0.189	0.799596	0.002	0.013	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.668750	0.336	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.340	0.800000	0.003	0.036	0.304	0.343
Gender_Gap_in_Spanish_WP	0.598947	0.844	0.799831	0.002	0.036	0.807	0.846
GesturePhaseSegmentationProcessed	0.659747	2.979	0.799959	0.003	0.162	2.818	2.983
HR_Analytics_Job_Change_of_Data_Scientists	0.855568	1.812	0.797432	0.008	0.059	1.754	1.820
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.410	0.800000	0.003	0.051	0.359	0.413
INNHotelsGroup	0.870021	15.911	0.800000	0.004	0.300	15.611	15.914
Indian_pines	0.924002	11.314	0.799978	0.008	0.963	10.351	11.322
JapaneseVowels	0.994481	2.181	0.799920	0.003	0.080	2.101	2.185
KDDCup09_upselling	0.783626	1.802	0.799922	0.003	0.142	1.660	1.805
MIC	0.909091	1.074	0.799879	0.003	0.159	0.915	1.077
MagicTelescope	0.877497	4.765	0.800000	0.003	0.111	4.655	4.769
Marketing_Campaign	0.897321	0.508	0.800000	0.003	0.050	0.457	0.511
Mobile_Price_Classification	0.962500	0.411	0.800000	0.003	0.039	0.372	0.414
National_Health_and_Nutrition_Health_Survey	0.831140	0.295	0.799824	0.003	0.019	0.277	0.298
PhishingWebsites	0.968340	3.221	0.800000	0.003	0.158	3.063	3.224
PieChart3	0.879630	0.358	0.799443	0.002	0.056	0.302	0.360
Pima_Indians_Diabetes_Database	0.759740	0.143	0.799479	0.003	0.014	0.129	0.145
PizzaCutter3	0.880383	0.350	0.799617	0.003	0.053	0.297	0.353
Pumpkin_Seeds	0.880000	0.402	0.800000	0.002	0.026	0.376	0.404
QSAR_biodegradation	0.881517	0.378	0.799810	0.003	0.061	0.317	0.381
SDSS17	0.971550	99.587	0.800000	0.006	0.675	98.913	99.593
Satellite	0.993137	1.488	0.800000	0.003	0.110	1.378	1.491
Telecom_Churn_Dataset	0.952024	0.656	0.799880	0.002	0.041	0.615	0.658
UJI_Pen_Characters	0.490842	2.698	0.799853	0.003	0.119	2.578	2.701
Water_Quality_and_Potability	0.644817	0.495	0.799756	0.003	0.024	0.471	0.498
Wilt	0.990674	0.482	0.799834	0.002	0.020	0.462	0.485
abalone	0.641148	0.642	0.799856	0.002	0.026	0.616	0.645
ada	0.849398	1.389	0.799855	0.003	0.108	1.281	1.392
ada_agnostic	0.830230	1.536	0.799868	0.003	0.107	1.430	1.540
ada_prior	0.835754	0.825	0.799955	0.005	0.038	0.787	0.831
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.600000	0.261	0.800000	0.002	0.017	0.243	0.263
