dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.519	0.799845	0.003	0.224	2.295	2.522
Amazon_employee_access	0.942173	10.157	0.799994	0.004	0.145	10.012	10.160
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.013	0.799980	0.002	0.033	0.980	1.016
BNG(breast-w)	0.986538	16.748	0.799980	0.004	0.235	16.513	16.752
BNG(cmc)	0.573418	30.978	0.799986	0.005	0.305	30.673	30.983
BNG(tic-tac-toe)	0.787656	16.569	0.799980	0.004	0.240	16.329	16.573
Bank_Customer_Churn_Dataset	0.870500	1.991	0.800000	0.003	0.068	1.922	1.993
Basketball_c	0.716418	0.253	0.800000	0.003	0.045	0.208	0.256
Cardiovascular-Disease-dataset	0.729571	49.297	0.800000	0.006	0.395	48.902	49.303
Click_prediction_small	0.832040	5.996	0.799990	0.003	0.076	5.920	5.999
Credit_c	0.702647	42.005	0.801311	0.006	0.785	41.221	42.011
Customer_Personality_Analysis	0.892857	0.495	0.800000	0.002	0.047	0.447	0.497
Diabetic_Retinopathy_Debrecen	0.753247	0.265	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.670909	2.156	0.799982	0.003	0.066	2.090	2.159
Employee	0.847476	0.710	0.799914	0.003	0.026	0.684	0.712
FICO-HELOC-cleaned	0.739241	2.581	0.799919	0.003	0.135	2.446	2.585
Firm-Teacher_Clave-Direction_Classification	0.824537	2.398	0.800000	0.003	0.098	2.300	2.401
Fitness_Club_c	0.791946	0.189	0.799596	0.002	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.337	0.800000	0.003	0.035	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.668750	0.339	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.602105	0.839	0.799831	0.002	0.036	0.804	0.841
GesturePhaseSegmentationProcessed	0.652658	2.998	0.799959	0.003	0.172	2.826	3.001
