dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.405405	6.718	0.799845
Amazon_employee_access	0.942173	14.239	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.071	0.799980
BNG(breast-w)	0.984887	20.951	0.799980
BNG(cmc)	0.567269	35.390	0.799986
BNG(tic-tac-toe)	0.767463	20.706	0.799980
Bank_Customer_Churn_Dataset	0.857500	6.178	0.800000
Basketball_c	0.701493	4.302	0.800000
Cardiovascular-Disease-dataset	0.727357	49.723	0.800000
Click_prediction_small	0.831539	6.489	0.799990
Credit_c	0.693218	42.276	0.801311
Customer_Personality_Analysis	0.890625	0.990	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.726	0.799305
E-CommereShippingData	0.663636	2.610	0.799982
Employee	0.844253	1.167	0.799914
FICO-HELOC-cleaned	0.746329	3.118	0.799919
Firm-Teacher_Clave-Direction_Classification	0.617130	2.734	0.800000
Fitness_Club_c	0.795302	0.548	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.568750	0.631	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.525000	0.640	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.183	0.799831
GesturePhaseSegmentationProcessed	0.553924	3.310	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846196	2.173	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.721	0.800000
INNHotelsGroup	0.855824	16.060	0.800000
Indian_pines	0.870968	11.869	0.799978
JapaneseVowels	0.987958	2.492	0.799920
KDDCup09_upselling	0.743665	2.088	0.799922
MIC	0.915152	1.445	0.799879
MagicTelescope	0.871188	5.074	0.800000
Marketing_Campaign	0.886161	0.824	0.800000
Mobile_Price_Classification	0.615000	0.695	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.579	0.799824
PhishingWebsites	0.964722	3.523	0.800000
PieChart3	0.875000	0.641	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.414	0.799479
PizzaCutter3	0.880383	0.711	0.799616
Pumpkin_Seeds	0.874000	0.670	0.800000
QSAR_biodegradation	0.886256	0.661	0.799810
SDSS17	0.967100	97.742	0.800000
Satellite	0.992157	1.771	0.800000
Telecom_Churn_Dataset	0.934033	0.941	0.799880
UJI_Pen_Characters	0.468864	3.091	0.799853
Water_Quality_and_Potability	0.628049	0.773	0.799756
Wilt	0.979275	0.919	0.799834
abalone	0.635167	0.924	0.799856
ada	0.840964	1.681	0.799855
ada_agnostic	0.818182	1.830	0.799868
ada_prior	0.841341	1.109	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.540	0.800000
allbp	0.972185	1.241	0.799841
allrep	0.972185	1.191	0.799841
analcatdata_authorship	0.976331	0.744	0.799049
artificial-characters	0.662916	2.170	0.799961
autoUniv-au4-2500	0.508000	1.836	0.800000
autoUniv-au7-1100	0.354545	0.525	0.800000
bank	0.890191	23.556	0.799982
banknote_authentication	0.549091	0.379	0.799563
baseball	0.940299	0.603	0.800000
car-evaluation	0.699422	0.634	0.799769
churn	0.928000	1.351	0.800000
cmc	0.576271	0.520	0.799728
company_bankruptcy_prediction	0.970674	4.273	0.799971
contraceptive_method_choice	0.603390	0.618	0.799728
credit	0.776847	4.397	0.799988
default_of_credit_card_clients	0.820500	12.677	0.800000
delta_ailerons	0.947405	1.095	0.799972
dis	0.984106	1.186	0.799841
dna	0.910658	3.571	0.799749
drug_consumption	0.403183	0.583	0.799894
dry_bean_dataset	0.927286	3.683	0.799941
eeg-eye-state	0.936916	4.020	0.800000
electricity	0.804811	21.919	0.799987
estimation_of_obesity_levels	0.962175	0.793	0.799621
eye_movements	0.559872	3.480	0.799927
eye_movements_bin	0.584757	2.034	0.799947
first-order-theorem-proving	0.580065	2.592	0.799935
gas-drift	0.993170	11.501	0.800000
gina_agnostic	0.684438	23.168	0.799885
golf_play_dataset_extended	0.922374	0.462	0.800000
heloc	0.712500	2.828	0.800000
house_16H	0.876946	3.681	0.799970
htru	0.980168	4.588	0.799978
ibm-employee-performance	0.993197	0.792	0.800000
in_vehicle_coupon_recommendation	0.667221	3.331	0.800729
internet_firewall	0.801709	41.955	0.799991
jm1	0.813964	2.986	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.725904	21.123	0.799996
kdd_ipums_la_97-small	0.844894	1.400	0.799923
kr-vs-k	0.559694	29.394	0.799971
kropt	0.562188	28.354	0.799971
led24	0.740625	0.985	0.800000
led7	0.739062	0.788	0.800000
letter	0.949000	18.645	0.800000
mammography	0.987483	1.810	0.799964
maternal_health_risk	0.748768	0.446	0.799803
mfeat-factors	0.977500	2.794	0.800000
mfeat-fourier	0.872500	1.279	0.800000
mfeat-karhunen	0.957500	1.313	0.800000
mfeat-morphological	0.765000	0.688	0.800000
mfeat-pixel	0.922500	3.117	0.800000
mfeat-zernike	0.815000	0.955	0.800000
mice_protein_expression	0.995370	0.932	0.800000
microaggregation2	0.599000	6.487	0.800000
mobile_c36_oversampling	0.944069	20.843	0.800000
mozilla4	0.913799	1.883	0.800000
naticusdroid+android+permissions+dataset	0.945287	20.582	0.799980
national-longitudinal-survey-binary	0.984725	1.234	0.799919
okcupid_stem	0.731259	9.319	0.799978
one-hundred-plants-margin	0.725000	4.563	0.800000
one-hundred-plants-shape	0.712500	4.694	0.800000
one-hundred-plants-texture	0.809375	4.712	0.799875
optdigits	0.981317	2.638	0.800000
ozone-level-8hr	0.948718	1.461	0.799921
page-blocks	0.973516	1.229	0.799927
pendigits	0.994543	2.803	0.799945
phoneme	0.868640	0.835	0.799963
pol	0.972236	2.971	0.799940
predict_students_dropout_and_academic_success	0.761582	1.501	0.799955
qsar	0.895735	0.657	0.800000
rice_cammeo_and_osmancik	0.926509	0.807	0.800000
ringnorm	0.979730	1.994	0.800000
satimage	0.913686	2.180	0.800000
segment	0.932900	0.729	0.800000
seismic+bumps	0.934236	0.758	0.799923
shuttle	0.999483	34.231	0.800000
spambase	0.930510	2.035	0.799826
splice	0.899687	1.603	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.730	0.800000
statlog	0.735000	0.548	0.800000
steel_plates_faults	0.766067	0.766	0.799588
sylvine	0.938537	1.404	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.383	0.799971
telco-customer-churn	0.797729	1.803	0.799943
texture	0.997273	6.200	0.800000
thyroid	0.987500	1.936	0.800000
thyroid-ann	0.984106	1.098	0.799841
thyroid-dis	0.692857	0.975	0.800000
turiye_student_evaluation	0.495704	1.865	0.800000
twonorm	0.979054	1.968	0.800000
vehicle	0.841176	0.490	0.799054
wall-robot-navigation	0.953297	1.528	0.799853
water_quality	0.906875	1.964	0.799900
waveform-5000	0.859000	1.845	0.800000
waveform_database_generator_version_1	0.855000	1.381	0.800000
website_phishing	0.900369	0.512	0.799704
wine-quality-red	0.587500	0.490	0.799875
wine-quality-white	0.587755	1.104	0.799918
yeast	0.606061	0.538	0.799865
