dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.409266	2.379	0.799845	0.003	0.203	2.177	2.382
Amazon_employee_access	0.942173	10.251	0.799994	0.003	0.141	10.110	10.255
BLE_RSSI_dataset_for_Indoor_localization	0.734101	1.008	0.799980	0.002	0.031	0.976	1.010
BNG(breast-w)	0.985395	16.728	0.799980	0.004	0.235	16.493	16.732
BNG(cmc)	0.569078	31.881	0.799986	0.004	0.337	31.544	31.886
BNG(tic-tac-toe)	0.781687	16.651	0.799980	0.004	0.237	16.414	16.655
Bank_Customer_Churn_Dataset	0.861000	1.990	0.800000	0.003	0.080	1.909	1.992
Basketball_c	0.705224	0.242	0.800000	0.002	0.031	0.211	0.244
Cardiovascular-Disease-dataset	0.728071	49.342	0.800000	0.005	0.391	48.951	49.347
Click_prediction_small	0.831539	5.935	0.799990	0.002	0.075	5.860	5.937
Credit_c	0.707279	41.310	0.801311	0.006	0.795	40.515	41.316
Customer_Personality_Analysis	0.892857	0.490	0.800000	0.002	0.045	0.445	0.492
Diabetic_Retinopathy_Debrecen	0.748918	0.262	0.799305	0.003	0.029	0.232	0.265
E-CommereShippingData	0.665455	2.132	0.799982	0.002	0.061	2.071	2.134
Employee	0.852846	0.702	0.799914	0.002	0.024	0.678	0.704
FICO-HELOC-cleaned	0.737722	2.555	0.799919	0.003	0.123	2.432	2.558
Firm-Teacher_Clave-Direction_Classification	0.696759	2.392	0.800000	0.003	0.098	2.294	2.395
Fitness_Club_c	0.795302	0.183	0.799596	0.002	0.013	0.171	0.185
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.596875	0.332	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.334	0.800000	0.002	0.035	0.299	0.336
Gender_Gap_in_Spanish_WP	0.591579	0.840	0.799831	0.002	0.035	0.805	0.843
GesturePhaseSegmentationProcessed	0.618734	2.978	0.799959	0.003	0.163	2.814	2.981
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.808	0.797432	0.002	0.059	1.750	1.811
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.413	0.800000	0.002	0.053	0.360	0.415
INNHotelsGroup	0.859545	15.880	0.800000	0.004	0.304	15.577	15.884
Indian_pines	0.915254	11.407	0.799978	0.007	0.955	10.452	11.415
JapaneseVowels	0.993477	2.180	0.799920	0.003	0.079	2.101	2.183
KDDCup09_upselling	0.774854	1.793	0.799922	0.003	0.139	1.654	1.796
MIC	0.912121	1.064	0.799879	0.003	0.156	0.908	1.067
MagicTelescope	0.874869	4.770	0.800000	0.008	0.112	4.658	4.777
Marketing_Campaign	0.897321	0.506	0.800000	0.002	0.048	0.458	0.508
Mobile_Price_Classification	0.972500	0.411	0.800000	0.004	0.038	0.372	0.415
National_Health_and_Nutrition_Health_Survey	0.833333	0.291	0.799824	0.002	0.018	0.272	0.293
PhishingWebsites	0.971958	3.190	0.800000	0.003	0.145	3.045	3.194
PieChart3	0.875000	0.352	0.799443	0.002	0.054	0.298	0.354
Pima_Indians_Diabetes_Database	0.753247	0.138	0.799479	0.002	0.013	0.125	0.141
PizzaCutter3	0.880383	0.347	0.799617	0.002	0.052	0.295	0.349
Pumpkin_Seeds	0.878000	0.397	0.800000	0.002	0.025	0.372	0.399
QSAR_biodegradation	0.872038	0.372	0.799810	0.002	0.059	0.313	0.374
SDSS17	0.970900	99.511	0.800000	0.005	0.670	98.842	99.517
Satellite	0.993137	1.477	0.800000	0.003	0.104	1.372	1.480
Telecom_Churn_Dataset	0.941529	0.653	0.799880	0.002	0.041	0.612	0.655
UJI_Pen_Characters	0.494505	2.494	0.799853	0.002	0.121	2.373	2.497
Water_Quality_and_Potability	0.635671	0.491	0.799756	0.002	0.022	0.468	0.493
Wilt	0.990674	0.478	0.799834	0.002	0.018	0.460	0.481
abalone	0.632775	0.639	0.799856	0.002	0.026	0.613	0.641
ada	0.846988	1.383	0.799855	0.003	0.102	1.281	1.386
ada_agnostic	0.836802	1.526	0.799868	0.003	0.105	1.421	1.529
ada_prior	0.835754	0.822	0.799955	0.002	0.039	0.783	0.824
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.256	0.800000	0.002	0.017	0.239	0.258
allbp	0.973510	0.919	0.799841	0.002	0.058	0.861	0.922
allrep	0.972185	0.916	0.799841	0.003	0.059	0.857	0.919
analcatdata_authorship	0.982249	0.456	0.799049	0.002	0.094	0.362	0.458
