dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	6.525	0.799845
Amazon_employee_access	0.942173	14.563	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732599	5.903	0.799980
BNG(breast-w)	0.984760	21.289	0.799980
BNG(cmc)	0.542767	36.231	0.799986
BNG(tic-tac-toe)	0.730632	20.953	0.799980
Bank_Customer_Churn_Dataset	0.836000	6.420	0.800000
Basketball_c	0.694030	4.651	0.800000
Cardiovascular-Disease-dataset	0.716286	49.682	0.800000
Click_prediction_small	0.831539	6.484	0.799990
Credit_c	0.631514	42.162	0.801311
Customer_Personality_Analysis	0.881696	0.990	0.800000
Diabetic_Retinopathy_Debrecen	0.679654	0.696	0.799305
E-CommereShippingData	0.645000	2.643	0.799982
Employee	0.820623	1.184	0.799914
FICO-HELOC-cleaned	0.713924	3.122	0.799919
Firm-Teacher_Clave-Direction_Classification	0.441667	2.742	0.800000
Fitness_Club_c	0.775168	0.496	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.512500	0.645	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.562500	0.656	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.159	0.799831
GesturePhaseSegmentationProcessed	0.471392	3.306	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.847299	2.178	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.751	0.800000
INNHotelsGroup	0.815851	16.089	0.800000
Indian_pines	0.794423	12.010	0.799978
JapaneseVowels	0.780733	2.486	0.799920
KDDCup09_upselling	0.682261	2.103	0.799922
MIC	0.881818	1.397	0.799879
MagicTelescope	0.859621	5.112	0.800000
Marketing_Campaign	0.863839	0.814	0.800000
Mobile_Price_Classification	0.412500	0.712	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.610	0.799824
PhishingWebsites	0.938489	3.515	0.800000
PieChart3	0.875000	0.635	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.454	0.799479
PizzaCutter3	0.880383	0.657	0.799616
Pumpkin_Seeds	0.882000	0.685	0.800000
QSAR_biodegradation	0.876777	0.667	0.799810
SDSS17	0.946650	98.412	0.800000
Satellite	0.991176	1.779	0.800000
Telecom_Churn_Dataset	0.860570	0.952	0.799880
UJI_Pen_Characters	0.249084	3.009	0.799853
Water_Quality_and_Potability	0.609756	0.784	0.799756
Wilt	0.981347	0.774	0.799834
abalone	0.604067	0.940	0.799856
ada	0.837349	1.678	0.799855
ada_agnostic	0.820372	1.838	0.799868
ada_prior	0.818994	1.099	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.570000	0.541	0.800000
allbp	0.961589	1.431	0.799841
allrep	0.969536	1.197	0.799841
analcatdata_authorship	0.946746	0.746	0.799049
artificial-characters	0.571429	2.173	0.799961
autoUniv-au4-2500	0.470000	1.861	0.800000
autoUniv-au7-1100	0.313636	0.514	0.800000
bank	0.888201	23.503	0.799982
banknote_authentication	0.549091	0.379	0.799563
baseball	0.947761	0.571	0.800000
car-evaluation	0.699422	0.651	0.799769
churn	0.875000	1.360	0.800000
cmc	0.559322	0.510	0.799728
company_bankruptcy_prediction	0.972874	4.260	0.799971
contraceptive_method_choice	0.589831	0.749	0.799728
credit	0.775052	4.384	0.799988
default_of_credit_card_clients	0.804167	12.683	0.800000
delta_ailerons	0.941795	1.057	0.799972
dis	0.984106	1.194	0.799841
dna	0.813480	3.555	0.799749
drug_consumption	0.403183	0.594	0.799894
dry_bean_dataset	0.912596	3.682	0.799941
eeg-eye-state	0.800734	3.985	0.800000
electricity	0.765861	21.909	0.799987
estimation_of_obesity_levels	0.765957	0.762	0.799621
eye_movements	0.512797	3.393	0.799927
eye_movements_bin	0.572930	2.045	0.799947
first-order-theorem-proving	0.494281	2.624	0.799935
gas-drift	0.975198	11.460	0.800000
gina_agnostic	0.755043	23.242	0.799885
golf_play_dataset_extended	0.872146	0.481	0.800000
heloc	0.709000	2.857	0.800000
house_16H	0.859155	3.785	0.799970
htru	0.978492	4.575	0.799978
ibm-employee-performance	0.904762	0.778	0.800000
in_vehicle_coupon_recommendation	0.596178	3.330	0.800729
internet_firewall	0.801709	42.181	0.799991
jm1	0.809830	2.970	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.667224	21.065	0.799996
kdd_ipums_la_97-small	0.848748	1.391	0.799923
kr-vs-k	0.315574	27.889	0.799971
kropt	0.324127	27.505	0.799971
led24	0.717187	1.036	0.800000
led7	0.729688	0.759	0.800000
