dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	5.299	0.799845
Amazon_employee_access	0.941715	12.867	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734602	2.894	0.799980
BNG(breast-w)	0.985268	19.178	0.799980
BNG(cmc)	0.569620	34.239	0.799986
BNG(tic-tac-toe)	0.786640	19.649	0.799980
Bank_Customer_Churn_Dataset	0.858500	4.711	0.800000
Basketball_c	0.701493	2.656	0.800000
Cardiovascular-Disease-dataset	0.729429	49.615	0.800000
Click_prediction_small	0.831414	6.418	0.799990
Credit_c	0.691646	42.115	0.801311
Customer_Personality_Analysis	0.890625	0.919	0.800000
Diabetic_Retinopathy_Debrecen	0.774892	0.708	0.799305
E-CommereShippingData	0.667273	2.716	0.799982
Employee	0.847476	1.169	0.799914
FICO-HELOC-cleaned	0.741772	3.136	0.799919
Firm-Teacher_Clave-Direction_Classification	0.646759	2.680	0.800000
Fitness_Club_c	0.788591	0.474	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.593750	0.706	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.625000	0.618	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.148	0.799831
GesturePhaseSegmentationProcessed	0.607089	3.321	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.843440	2.167	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.731	0.800000
INNHotelsGroup	0.862991	16.141	0.800000
Indian_pines	0.879716	12.003	0.799978
JapaneseVowels	0.991972	2.535	0.799920
KDDCup09_upselling	0.743665	2.196	0.799922
MIC	0.890909	1.372	0.799879
MagicTelescope	0.873291	5.067	0.800000
Marketing_Campaign	0.895089	0.823	0.800000
Mobile_Price_Classification	0.810000	0.699	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.570	0.799824
PhishingWebsites	0.966983	3.560	0.800000
PieChart3	0.875000	0.669	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.415	0.799479
PizzaCutter3	0.880383	1.731	0.799616
Pumpkin_Seeds	0.880000	0.677	0.800000
QSAR_biodegradation	0.886256	0.699	0.799810
SDSS17	0.969650	98.595	0.800000
Satellite	0.992157	1.752	0.800000
Telecom_Churn_Dataset	0.926537	0.957	0.799880
UJI_Pen_Characters	0.512821	2.998	0.799853
Water_Quality_and_Potability	0.643293	0.800	0.799756
Wilt	0.991710	0.796	0.799834
abalone	0.631579	0.923	0.799856
ada	0.844578	1.655	0.799855
ada_agnostic	0.835706	1.849	0.799868
ada_prior	0.836872	1.095	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.567500	0.568	0.800000
allbp	0.976159	1.252	0.799841
allrep	0.966887	1.184	0.799841
analcatdata_authorship	0.982249	0.766	0.799049
artificial-characters	0.671722	2.181	0.799961
autoUniv-au4-2500	0.464000	1.821	0.800000
autoUniv-au7-1100	0.377273	0.962	0.800000
bank	0.893841	23.713	0.799982
banknote_authentication	0.545455	0.373	0.799563
baseball	0.944030	0.569	0.800000
car-evaluation	0.731214	0.645	0.799769
churn	0.926000	1.373	0.800000
cmc	0.559322	0.519	0.799728
company_bankruptcy_prediction	0.969941	4.253	0.799971
contraceptive_method_choice	0.589831	0.610	0.799728
credit	0.778343	4.390	0.799988
default_of_credit_card_clients	0.825000	12.612	0.800000
delta_ailerons	0.947405	1.092	0.799972
dis	0.984106	1.196	0.799841
dna	0.934169	3.552	0.799749
drug_consumption	0.397878	0.612	0.799894
dry_bean_dataset	0.926552	3.680	0.799941
eeg-eye-state	0.942590	4.000	0.800000
electricity	0.809886	21.882	0.799987
estimation_of_obesity_levels	0.976359	0.816	0.799621
eye_movements	0.574040	3.487	0.799927
eye_movements_bin	0.601840	2.047	0.799947
first-order-theorem-proving	0.607026	2.625	0.799935
gas-drift	0.993889	11.527	0.800000
gina_agnostic	0.714697	23.122	0.799885
golf_play_dataset_extended	0.917808	0.452	0.800000
heloc	0.711500	2.824	0.800000
house_16H	0.876575	4.896	0.799970
htru	0.979609	4.639	0.799978
ibm-employee-performance	0.996599	0.790	0.800000
in_vehicle_coupon_recommendation	0.674699	3.334	0.800729
internet_firewall	0.771649	41.805	0.799991
jm1	0.814424	2.957	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.749219	21.122	0.799996
kdd_ipums_la_97-small	0.853565	1.380	0.799923
kr-vs-k	0.560228	27.763	0.799971
kropt	0.563435	29.249	0.799971
led24	0.737500	2.313	0.800000
led7	0.732812	0.745	0.800000
letter	0.955250	19.931	0.800000
mammography	0.989718	1.788	0.799964
maternal_health_risk	0.783251	0.450	0.799803
mfeat-factors	0.977500	2.811	0.800000
mfeat-fourier	0.865000	1.255	0.800000
mfeat-karhunen	0.960000	1.273	0.800000
mfeat-morphological	0.757500	0.551	0.800000
mfeat-pixel	0.942500	3.135	0.800000
mfeat-zernike	0.802500	0.977	0.800000
mice_protein_expression	1.000000	0.941	0.800000
microaggregation2	0.607500	6.506	0.800000
mobile_c36_oversampling	0.957786	20.592	0.800000
mozilla4	0.914764	1.869	0.800000
naticusdroid+android+permissions+dataset	0.944265	20.545	0.799980
national-longitudinal-survey-binary	0.987780	1.226	0.799919
okcupid_stem	0.732384	9.324	0.799978
one-hundred-plants-margin	0.787500	4.700	0.800000
one-hundred-plants-shape	0.703125	4.446	0.800000
one-hundred-plants-texture	0.846875	4.675	0.799875
optdigits	0.988434	2.639	0.800000
ozone-level-8hr	0.946746	1.436	0.799921
page-blocks	0.974429	1.250	0.799927
pendigits	0.995907	2.776	0.799945
phoneme	0.867715	0.804	0.799963
pol	0.970749	3.002	0.799940
predict_students_dropout_and_academic_success	0.767232	1.485	0.799955
qsar	0.909953	0.649	0.800000
rice_cammeo_and_osmancik	0.927822	0.801	0.800000
ringnorm	0.975676	1.962	0.800000
satimage	0.918351	2.243	0.800000
segment	0.932900	0.729	0.800000
seismic+bumps	0.932302	0.792	0.799923
shuttle	0.999569	34.499	0.800000
spambase	0.932682	2.017	0.799826
splice	0.888715	1.592	0.800000
sports_articles_for_objectivity_analysis	0.825000	0.725	0.800000
statlog	0.755000	0.487	0.800000
steel_plates_faults	0.778920	0.805	0.799588
sylvine	0.930732	1.409	0.799961
taiwanese_bankruptcy_prediction	0.971408	5.526	0.799971
telco-customer-churn	0.797019	1.830	0.799943
texture	1.000000	6.073	0.800000
thyroid	0.989583	1.924	0.800000
thyroid-ann	0.981457	1.088	0.799841
thyroid-dis	0.701786	0.948	0.800000
turiye_student_evaluation	0.503436	1.938	0.800000
twonorm	0.979054	2.032	0.800000
vehicle	0.823529	0.530	0.799054
wall-robot-navigation	0.956960	1.545	0.799853
water_quality	0.901875	1.935	0.799900
waveform-5000	0.865000	1.829	0.800000
waveform_database_generator_version_1	0.864000	1.378	0.800000
website_phishing	0.896679	0.483	0.799704
wine-quality-red	0.581250	0.544	0.799875
wine-quality-white	0.601020	1.098	0.799918
yeast	0.589226	0.517	0.799865
