dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	7.516	0.799845
Amazon_employee_access	0.942173	14.907	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732098	5.733	0.799980
BNG(breast-w)	0.986030	21.648	0.799980
BNG(cmc)	0.573599	36.413	0.799986
BNG(tic-tac-toe)	0.781433	21.421	0.799980
Bank_Customer_Churn_Dataset	0.866500	6.670	0.800000
Basketball_c	0.701493	5.024	0.800000
Cardiovascular-Disease-dataset	0.729286	50.143	0.800000
Click_prediction_small	0.831665	6.433	0.799990
Credit_c	0.706948	42.470	0.801311
Customer_Personality_Analysis	0.892857	0.948	0.800000
Diabetic_Retinopathy_Debrecen	0.740260	0.697	0.799305
E-CommereShippingData	0.672727	2.624	0.799982
Employee	0.849624	1.152	0.799914
FICO-HELOC-cleaned	0.743797	3.135	0.799919
Firm-Teacher_Clave-Direction_Classification	0.746759	2.764	0.800000
Fitness_Club_c	0.791946	0.483	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.653125	0.652	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.620	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.121	0.799831
GesturePhaseSegmentationProcessed	0.630380	3.307	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851158	2.159	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.731	0.800000
INNHotelsGroup	0.861751	16.330	0.800000
Indian_pines	0.929470	11.961	0.799978
JapaneseVowels	0.993979	2.540	0.799920
KDDCup09_upselling	0.782651	2.067	0.799922
MIC	0.906061	1.357	0.799879
MagicTelescope	0.877497	5.104	0.800000
Marketing_Campaign	0.895089	0.769	0.800000
Mobile_Price_Classification	0.942500	0.713	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.604	0.799824
PhishingWebsites	0.968340	3.511	0.800000
PieChart3	0.879630	0.667	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.407	0.799479
PizzaCutter3	0.880383	0.766	0.799616
Pumpkin_Seeds	0.872000	0.675	0.800000
QSAR_biodegradation	0.867299	0.635	0.799810
SDSS17	0.971900	99.635	0.800000
Satellite	0.993137	1.799	0.800000
Telecom_Churn_Dataset	0.944528	0.955	0.799880
UJI_Pen_Characters	0.476190	3.140	0.799853
Water_Quality_and_Potability	0.650915	0.765	0.799756
Wilt	0.990674	0.744	0.799834
abalone	0.638756	0.919	0.799856
ada	0.845783	1.700	0.799855
ada_agnostic	0.833516	1.914	0.799868
ada_prior	0.837989	1.144	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.517	0.800000
allbp	0.976159	1.209	0.799841
allrep	0.972185	1.199	0.799841
analcatdata_authorship	0.988166	0.714	0.799049
artificial-characters	0.692270	2.162	0.799961
autoUniv-au4-2500	0.488000	1.873	0.800000
autoUniv-au7-1100	0.404545	0.501	0.800000
bank	0.896052	24.026	0.799982
banknote_authentication	0.567273	0.360	0.799563
baseball	0.936567	0.539	0.800000
car-evaluation	0.869942	0.636	0.799769
churn	0.934000	1.337	0.800000
cmc	0.576271	0.516	0.799728
company_bankruptcy_prediction	0.969941	4.320	0.799971
contraceptive_method_choice	0.616949	0.630	0.799728
credit	0.777745	4.415	0.799988
default_of_credit_card_clients	0.824000	12.676	0.800000
delta_ailerons	0.948107	1.031	0.799972
dis	0.986755	1.199	0.799841
dna	0.913793	3.523	0.799749
drug_consumption	0.403183	0.567	0.799894
dry_bean_dataset	0.928388	3.732	0.799941
eeg-eye-state	0.959613	3.986	0.800000
electricity	0.815955	21.889	0.799987
