dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.440154	6.718	0.799845
Amazon_employee_access	0.942173	14.602	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.735603	5.530	0.799980
BNG(breast-w)	0.985395	21.607	0.799980
BNG(cmc)	0.576130	35.998	0.799986
BNG(tic-tac-toe)	0.796927	21.221	0.799980
Bank_Customer_Churn_Dataset	0.866500	6.424	0.800000
Basketball_c	0.686567	4.760	0.800000
Cardiovascular-Disease-dataset	0.728714	49.587	0.800000
Click_prediction_small	0.831665	6.425	0.799990
Credit_c	0.708354	42.123	0.801311
Customer_Personality_Analysis	0.892857	0.964	0.800000
Diabetic_Retinopathy_Debrecen	0.766234	0.695	0.799305
E-CommereShippingData	0.675000	2.611	0.799982
Employee	0.850698	1.180	0.799914
FICO-HELOC-cleaned	0.740759	3.093	0.799919
Firm-Teacher_Clave-Direction_Classification	0.671759	2.702	0.800000
Fitness_Club_c	0.791946	0.472	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.546875	0.614	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.628	0.800000
Gender_Gap_in_Spanish_WP	0.589474	1.117	0.799831
GesturePhaseSegmentationProcessed	0.660253	3.287	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	2.148	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.725	0.800000
INNHotelsGroup	0.873191	16.042	0.800000
Indian_pines	0.920175	11.913	0.799978
JapaneseVowels	0.995484	2.463	0.799920
KDDCup09_upselling	0.776803	2.111	0.799922
MIC	0.900000	1.361	0.799879
MagicTelescope	0.876183	5.092	0.800000
Marketing_Campaign	0.892857	0.791	0.800000
Mobile_Price_Classification	0.975000	0.693	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.560	0.799824
PhishingWebsites	0.973768	3.507	0.800000
PieChart3	0.870370	0.653	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.440	0.799479
PizzaCutter3	0.880383	0.661	0.799616
Pumpkin_Seeds	0.880000	0.679	0.800000
QSAR_biodegradation	0.890995	0.655	0.799810
SDSS17	0.971600	98.000	0.800000
Satellite	0.993137	1.753	0.800000
Telecom_Churn_Dataset	0.947526	0.934	0.799880
UJI_Pen_Characters	0.476190	2.897	0.799853
Water_Quality_and_Potability	0.632622	0.776	0.799756
Wilt	0.990674	0.754	0.799834
abalone	0.638756	0.921	0.799856
ada	0.845783	1.658	0.799855
ada_agnostic	0.834611	1.900	0.799868
ada_prior	0.836872	1.095	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.548	0.800000
allbp	0.974834	1.196	0.799841
allrep	0.972185	1.199	0.799841
analcatdata_authorship	0.994083	0.733	0.799049
artificial-characters	0.692759	2.170	0.799961
autoUniv-au4-2500	0.478000	1.846	0.800000
autoUniv-au7-1100	0.372727	0.536	0.800000
bank	0.899259	23.480	0.799982
banknote_authentication	0.549091	0.383	0.799563
baseball	0.944030	0.534	0.800000
car-evaluation	0.832370	0.632	0.799769
churn	0.939000	1.360	0.800000
cmc	0.572881	0.513	0.799728
company_bankruptcy_prediction	0.969941	4.233	0.799971
contraceptive_method_choice	0.606780	0.740	0.799728
credit	0.777146	4.388	0.799988
default_of_credit_card_clients	0.822500	12.683	0.800000
delta_ailerons	0.948107	1.032	0.799972
dis	0.984106	1.179	0.799841
dna	0.938871	3.545	0.799749
drug_consumption	0.403183	0.601	0.799894
dry_bean_dataset	0.928021	3.672	0.799941
eeg-eye-state	0.957944	3.978	0.800000
electricity	0.826768	21.891	0.799987
estimation_of_obesity_levels	0.976359	0.798	0.799621
eye_movements	0.585009	3.421	0.799927
eye_movements_bin	0.590013	2.043	0.799947
first-order-theorem-proving	0.617647	2.580	0.799935
gas-drift	0.995687	11.521	0.800000
gina_agnostic	0.804035	23.162	0.799885
golf_play_dataset_extended	0.917808	0.468	0.800000
heloc	0.721500	2.833	0.800000
house_16H	0.882135	3.689	0.799970
htru	0.979888	4.541	0.799978
ibm-employee-performance	1.000000	0.822	0.800000
in_vehicle_coupon_recommendation	0.673452	3.319	0.800729
internet_firewall	0.805371	41.971	0.799991
jm1	0.818098	2.966	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.839023	20.999	0.799996
kdd_ipums_la_97-small	0.856455	1.387	0.799923
kr-vs-k	0.596401	29.288	0.799971
kropt	0.598539	27.605	0.799971
led24	0.701562	1.047	0.800000
led7	0.732812	0.712	0.800000
letter	0.970250	19.973	0.800000
mammography	0.990165	1.788	0.799964
maternal_health_risk	0.822660	0.441	0.799803
mfeat-factors	0.970000	2.817	0.800000
mfeat-fourier	0.895000	1.302	0.800000
mfeat-karhunen	0.960000	1.232	0.800000
mfeat-morphological	0.760000	0.580	0.800000
mfeat-pixel	0.962500	3.082	0.800000
mfeat-zernike	0.822500	0.963	0.800000
mice_protein_expression	1.000000	0.926	0.800000
microaggregation2	0.621000	6.476	0.800000
mobile_c36_oversampling	0.972276	20.733	0.800000
mozilla4	0.925700	1.879	0.800000
naticusdroid+android+permissions+dataset	0.966934	20.481	0.799980
national-longitudinal-survey-binary	0.992872	1.359	0.799919
okcupid_stem	0.732571	9.322	0.799978
one-hundred-plants-margin	0.812500	4.813	0.800000
one-hundred-plants-shape	0.746875	4.427	0.800000
one-hundred-plants-texture	0.843750	5.004	0.799875
optdigits	0.988434	2.630	0.800000
ozone-level-8hr	0.952663	1.467	0.799921
page-blocks	0.975342	1.208	0.799927
pendigits	0.995907	2.789	0.799945
phoneme	0.876041	0.808	0.799963
pol	0.976698	2.993	0.799940
predict_students_dropout_and_academic_success	0.767232	1.492	0.799955
qsar	0.905213	0.668	0.800000
rice_cammeo_and_osmancik	0.929134	0.795	0.800000
ringnorm	0.978378	1.977	0.800000
satimage	0.920684	2.197	0.800000
segment	0.935065	0.726	0.800000
seismic+bumps	0.932302	0.810	0.799923
shuttle	0.999483	34.582	0.800000
spambase	0.947883	2.025	0.799826
splice	0.887147	1.638	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.716	0.800000
statlog	0.740000	0.511	0.800000
steel_plates_faults	0.776350	0.755	0.799588
sylvine	0.938537	1.390	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.355	0.799971
telco-customer-churn	0.800568	1.822	0.799943
texture	0.999091	6.076	0.800000
thyroid	0.987500	1.943	0.800000
thyroid-ann	0.985430	1.082	0.799841
thyroid-dis	0.685714	0.933	0.800000
turiye_student_evaluation	0.503436	1.865	0.800000
twonorm	0.979730	1.978	0.800000
vehicle	0.864706	0.518	0.799054
wall-robot-navigation	0.961538	1.549	0.799853
water_quality	0.902500	1.943	0.799900
waveform-5000	0.868000	1.837	0.800000
waveform_database_generator_version_1	0.866000	1.366	0.800000
website_phishing	0.907749	0.490	0.799704
wine-quality-red	0.571875	0.496	0.799875
wine-quality-white	0.606122	1.107	0.799918
yeast	0.609428	0.509	0.799865
