dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.503	0.799845	0.003	0.205	2.297	2.506
Amazon_employee_access	0.942173	10.136	0.799994	0.003	0.139	9.997	10.139
BLE_RSSI_dataset_for_Indoor_localization	0.736104	1.013	0.799980	0.003	0.032	0.980	1.015
BNG(breast-w)	0.985395	16.724	0.799980	0.004	0.238	16.486	16.728
BNG(cmc)	0.568354	31.915	0.799986	0.004	0.303	31.612	31.919
BNG(tic-tac-toe)	0.780290	16.450	0.799980	0.004	0.254	16.196	16.455
Bank_Customer_Churn_Dataset	0.863500	2.023	0.800000	0.003	0.086	1.936	2.025
Basketball_c	0.708955	0.249	0.800000	0.003	0.033	0.216	0.252
Cardiovascular-Disease-dataset	0.731857	50.557	0.800000	0.005	0.399	50.159	50.563
Click_prediction_small	0.831539	5.897	0.799990	0.003	0.075	5.822	5.900
Credit_c	0.697849	42.679	0.801311	0.006	0.843	41.835	42.684
Customer_Personality_Analysis	0.895089	0.493	0.800000	0.002	0.046	0.447	0.495
Diabetic_Retinopathy_Debrecen	0.748918	0.265	0.799305	0.002	0.030	0.235	0.267
E-CommereShippingData	0.665909	2.129	0.799982	0.003	0.061	2.068	2.132
Employee	0.845328	0.709	0.799914	0.002	0.025	0.684	0.712
FICO-HELOC-cleaned	0.741772	2.562	0.799919	0.003	0.129	2.433	2.565
Firm-Teacher_Clave-Direction_Classification	0.690278	2.391	0.800000	0.004	0.100	2.291	2.395
Fitness_Club_c	0.791946	0.188	0.799596	0.002	0.013	0.175	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.621875	0.336	0.800000	0.002	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.625000	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.586316	0.846	0.799831	0.002	0.037	0.809	0.848
GesturePhaseSegmentationProcessed	0.590886	2.983	0.799959	0.003	0.167	2.816	2.986
HR_Analytics_Job_Change_of_Data_Scientists	0.851158	1.818	0.797432	0.003	0.058	1.759	1.821
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.408	0.800000	0.002	0.052	0.356	0.411
INNHotelsGroup	0.859683	15.846	0.800000	0.004	0.303	15.543	15.850
Indian_pines	0.913614	11.472	0.799978	0.008	0.962	10.510	11.480
JapaneseVowels	0.989463	2.182	0.799920	0.003	0.080	2.102	2.185
KDDCup09_upselling	0.776803	1.801	0.799922	0.003	0.140	1.661	1.804
MIC	0.921212	1.075	0.799879	0.003	0.162	0.913	1.078
MagicTelescope	0.874869	5.025	0.800000	0.003	0.111	4.914	5.028
Marketing_Campaign	0.901786	0.503	0.800000	0.002	0.048	0.455	0.506
Mobile_Price_Classification	0.952500	0.409	0.800000	0.002	0.038	0.371	0.411
National_Health_and_Nutrition_Health_Survey	0.837719	0.294	0.799824	0.003	0.019	0.275	0.296
PhishingWebsites	0.969697	3.325	0.800000	0.003	0.144	3.181	3.328
PieChart3	0.875000	0.357	0.799443	0.003	0.056	0.301	0.359
Pima_Indians_Diabetes_Database	0.759740	0.143	0.799479	0.002	0.014	0.129	0.145
PizzaCutter3	0.880383	0.352	0.799617	0.002	0.054	0.298	0.354
Pumpkin_Seeds	0.874000	0.401	0.800000	0.003	0.026	0.375	0.404
