dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.516	0.799845	0.003	0.210	2.306	2.519
Amazon_employee_access	0.942173	10.263	0.799994	0.004	0.138	10.125	10.267
BLE_RSSI_dataset_for_Indoor_localization	0.730596	1.014	0.799980	0.002	0.032	0.982	1.017
BNG(breast-w)	0.986665	16.959	0.799980	0.004	0.267	16.692	16.963
BNG(cmc)	0.573418	31.370	0.799986	0.005	0.312	31.058	31.375
BNG(tic-tac-toe)	0.779528	16.602	0.799980	0.004	0.241	16.361	16.606
Bank_Customer_Churn_Dataset	0.870000	1.992	0.800000	0.003	0.079	1.913	1.995
Basketball_c	0.705224	0.257	0.800000	0.003	0.045	0.212	0.260
Cardiovascular-Disease-dataset	0.730786	49.342	0.800000	0.006	0.397	48.945	49.348
Click_prediction_small	0.831539	6.008	0.799990	0.003	0.075	5.933	6.011
Credit_c	0.703639	41.426	0.801311	0.006	0.790	40.635	41.432
Customer_Personality_Analysis	0.895089	0.494	0.800000	0.003	0.046	0.449	0.497
Diabetic_Retinopathy_Debrecen	0.748918	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.670455	2.134	0.799982	0.003	0.062	2.072	2.137
Employee	0.856069	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.740759	2.556	0.799919	0.004	0.124	2.432	2.560
Firm-Teacher_Clave-Direction_Classification	0.761574	2.410	0.800000	0.003	0.102	2.309	2.413
Fitness_Club_c	0.798658	0.190	0.799596	0.002	0.014	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.612500	0.336	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.690625	0.338	0.800000	0.002	0.036	0.302	0.340
Gender_Gap_in_Spanish_WP	0.594737	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.627342	2.976	0.799959	0.003	0.164	2.812	2.980
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.819	0.797432	0.003	0.059	1.760	1.822
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.407	0.800000	0.002	0.051	0.356	0.409
INNHotelsGroup	0.867126	15.878	0.800000	0.004	0.300	15.579	15.882
Indian_pines	0.932203	11.442	0.799978	0.007	0.965	10.477	11.449
JapaneseVowels	0.993979	2.179	0.799920	0.003	0.080	2.099	2.182
KDDCup09_upselling	0.781676	1.802	0.799922	0.003	0.142	1.660	1.805
MIC	0.903030	1.071	0.799879	0.003	0.159	0.912	1.074
MagicTelescope	0.874606	4.763	0.800000	0.003	0.111	4.652	4.766
Marketing_Campaign	0.890625	0.510	0.800000	0.003	0.051	0.459	0.513
Mobile_Price_Classification	0.962500	0.414	0.800000	0.003	0.040	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.831140	0.294	0.799824	0.003	0.019	0.276	0.297
PhishingWebsites	0.965174	3.189	0.800000	0.004	0.145	3.045	3.193
PieChart3	0.879630	0.360	0.799443	0.002	0.057	0.302	0.362
Pima_Indians_Diabetes_Database	0.753247	0.143	0.799479	0.002	0.014	0.129	0.145
PizzaCutter3	0.875598	0.352	0.799617	0.002	0.055	0.297	0.354
Pumpkin_Seeds	0.878000	0.403	0.800000	0.002	0.026	0.376	0.405
QSAR_biodegradation	0.872038	0.378	0.799810	0.003	0.062	0.316	0.380
SDSS17	0.971800	100.306	0.800000	0.006	0.718	99.588	100.312
Satellite	0.993137	1.480	0.800000	0.003	0.105	1.375	1.483
Telecom_Churn_Dataset	0.950525	0.657	0.799880	0.002	0.041	0.616	0.659
UJI_Pen_Characters	0.498168	2.809	0.799853	0.005	0.120	2.689	2.814
Water_Quality_and_Potability	0.635671	0.496	0.799756	0.003	0.023	0.473	0.499
Wilt	0.992746	0.481	0.799834	0.002	0.019	0.462	0.483
abalone	0.636364	0.640	0.799856	0.003	0.026	0.614	0.643
ada	0.851807	1.382	0.799855	0.003	0.104	1.278	1.385
ada_agnostic	0.833516	1.531	0.799868	0.003	0.105	1.425	1.534
ada_prior	0.840223	0.823	0.799955	0.003	0.038	0.785	0.826
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.595000	0.260	0.800000	0.003	0.017	0.243	0.263
allbp	0.974834	0.918	0.799841	0.003	0.058	0.859	0.920
allrep	0.974834	0.920	0.799841	0.003	0.059	0.862	0.924
analcatdata_authorship	0.988166	0.455	0.799049	0.002	0.094	0.361	0.458
artificial-characters	0.698630	1.903	0.799961	0.003	0.047	1.855	1.906
autoUniv-au4-2500	0.506000	1.520	0.800000	0.003	0.189	1.332	1.523
autoUniv-au7-1100	0.372727	0.203	0.800000	0.003	0.020	0.183	0.205
bank	0.898264	23.141	0.799982	0.005	0.383	22.759	23.146
banknote_authentication	0.560000	0.097	0.799563	0.002	0.009	0.087	0.099
baseball	0.944030	0.267	0.800000	0.002	0.027	0.239	0.269
car-evaluation	0.855491	0.367	0.799769	0.003	0.036	0.331	0.369
churn	0.939000	1.073	0.800000	0.003	0.060	1.013	1.076
