dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.447876	6.372	0.799845
Amazon_employee_access	0.942173	14.065	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732098	4.798	0.799980
BNG(breast-w)	0.985395	20.834	0.799980
BNG(cmc)	0.570163	35.130	0.799986
BNG(tic-tac-toe)	0.777115	20.757	0.799980
Bank_Customer_Churn_Dataset	0.862500	6.080	0.800000
Basketball_c	0.701493	4.140	0.800000
Cardiovascular-Disease-dataset	0.728929	49.658	0.800000
Click_prediction_small	0.831539	6.435	0.799990
Credit_c	0.710174	42.059	0.801311
Customer_Personality_Analysis	0.886161	0.979	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.713	0.799305
E-CommereShippingData	0.667273	2.614	0.799982
Employee	0.846402	1.164	0.799914
FICO-HELOC-cleaned	0.743797	3.093	0.799919
Firm-Teacher_Clave-Direction_Classification	0.752315	2.716	0.800000
Fitness_Club_c	0.795302	0.498	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.575000	0.617	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.696875	0.638	0.800000
Gender_Gap_in_Spanish_WP	0.596842	1.113	0.799831
GesturePhaseSegmentationProcessed	0.626835	3.305	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.850055	2.142	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.694	0.800000
INNHotelsGroup	0.865196	16.108	0.800000
Indian_pines	0.913067	11.753	0.799978
JapaneseVowels	0.993979	2.491	0.799920
KDDCup09_upselling	0.770955	2.116	0.799922
MIC	0.890909	1.344	0.799879
MagicTelescope	0.877497	5.112	0.800000
Marketing_Campaign	0.890625	0.799	0.800000
Mobile_Price_Classification	0.940000	0.678	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.559	0.799824
PhishingWebsites	0.965174	3.490	0.800000
PieChart3	0.879630	0.627	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.456	0.799479
PizzaCutter3	0.880383	0.610	0.799616
Pumpkin_Seeds	0.874000	0.692	0.800000
QSAR_biodegradation	0.890995	0.645	0.799810
SDSS17	0.972550	98.184	0.800000
Satellite	0.993137	1.756	0.800000
Telecom_Churn_Dataset	0.944528	0.925	0.799880
UJI_Pen_Characters	0.479853	3.050	0.799853
Water_Quality_and_Potability	0.638720	0.766	0.799756
Wilt	0.989637	0.809	0.799834
abalone	0.635167	0.909	0.799856
ada	0.849398	1.651	0.799855
ada_agnostic	0.831325	1.821	0.799868
ada_prior	0.837989	1.092	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.533	0.800000
allbp	0.974834	2.311	0.799841
allrep	0.973510	1.213	0.799841
analcatdata_authorship	0.982249	0.721	0.799049
artificial-characters	0.683953	2.177	0.799961
autoUniv-au4-2500	0.498000	1.885	0.800000
autoUniv-au7-1100	0.368182	0.548	0.800000
bank	0.896384	23.583	0.799982
banknote_authentication	0.556364	0.407	0.799563
baseball	0.951493	0.552	0.800000
car-evaluation	0.797688	0.654	0.799769
churn	0.940000	1.346	0.800000
cmc	0.586441	0.521	0.799728
company_bankruptcy_prediction	0.968475	4.267	0.799971
contraceptive_method_choice	0.606780	1.712	0.799728
credit	0.778642	4.343	0.799988
default_of_credit_card_clients	0.825000	12.642	0.800000
delta_ailerons	0.947405	1.049	0.799972
dis	0.984106	1.206	0.799841
dna	0.937304	3.541	0.799749
drug_consumption	0.403183	0.582	0.799894
dry_bean_dataset	0.928755	3.654	0.799941
eeg-eye-state	0.946262	3.970	0.800000
electricity	0.817279	21.935	0.799987
