dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.362934	6.959	0.799845
Amazon_employee_access	0.942173	15.005	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.548	0.799980
BNG(breast-w)	0.979172	21.433	0.799980
BNG(cmc)	0.545660	36.105	0.799986
BNG(tic-tac-toe)	0.744221	21.492	0.799980
Bank_Customer_Churn_Dataset	0.829000	6.644	0.800000
Basketball_c	0.701493	4.772	0.800000
Cardiovascular-Disease-dataset	0.711643	49.872	0.800000
Click_prediction_small	0.831790	6.487	0.799990
Credit_c	0.642514	42.320	0.801311
Customer_Personality_Analysis	0.881696	0.966	0.800000
Diabetic_Retinopathy_Debrecen	0.662338	0.725	0.799305
E-CommereShippingData	0.633182	2.689	0.799982
Employee	0.827068	1.197	0.799914
FICO-HELOC-cleaned	0.731139	3.150	0.799919
Firm-Teacher_Clave-Direction_Classification	0.572685	2.750	0.800000
Fitness_Club_c	0.785235	0.485	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.503125	0.653	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.553125	0.664	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.146	0.799831
GesturePhaseSegmentationProcessed	0.505316	3.342	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.157	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.853741	0.752	0.800000
INNHotelsGroup	0.811165	16.076	0.800000
Indian_pines	0.749043	12.004	0.799978
JapaneseVowels	0.917210	2.510	0.799920
KDDCup09_upselling	0.713450	2.116	0.799922
MIC	0.887879	1.369	0.799879
MagicTelescope	0.859621	5.124	0.800000
Marketing_Campaign	0.877232	0.817	0.800000
Mobile_Price_Classification	0.492500	0.707	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.581	0.799824
PhishingWebsites	0.913614	3.516	0.800000
PieChart3	0.875000	0.678	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.446	0.799479
PizzaCutter3	0.880383	0.691	0.799616
Pumpkin_Seeds	0.874000	0.684	0.800000
QSAR_biodegradation	0.867299	0.667	0.799810
SDSS17	0.829850	98.603	0.800000
Satellite	0.991176	1.772	0.800000
Telecom_Churn_Dataset	0.877061	0.988	0.799880
UJI_Pen_Characters	0.333333	3.044	0.799853
Water_Quality_and_Potability	0.614329	0.765	0.799756
Wilt	0.976166	0.801	0.799834
abalone	0.630383	0.934	0.799856
ada	0.838554	1.668	0.799855
ada_agnostic	0.805038	1.871	0.799868
ada_prior	0.788827	1.124	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.575000	0.542	0.800000
allbp	0.965563	1.287	0.799841
allrep	0.966887	1.214	0.799841
analcatdata_authorship	0.946746	0.744	0.799049
artificial-characters	0.592466	2.193	0.799961
autoUniv-au4-2500	0.476000	1.839	0.800000
autoUniv-au7-1100	0.286364	0.539	0.800000
bank	0.883003	23.583	0.799982
banknote_authentication	0.520000	0.388	0.799563
baseball	0.944030	0.580	0.800000
car-evaluation	0.699422	0.651	0.799769
churn	0.871000	1.368	0.800000
cmc	0.555932	0.529	0.799728
company_bankruptcy_prediction	0.971408	4.273	0.799971
contraceptive_method_choice	0.555932	0.704	0.799728
credit	0.767574	4.421	0.799988
default_of_credit_card_clients	0.805333	12.720	0.800000
delta_ailerons	0.947405	1.073	0.799972
dis	0.984106	1.199	0.799841
dna	0.830721	3.542	0.799749
drug_consumption	0.392573	0.615	0.799894
dry_bean_dataset	0.914065	3.712	0.799941
eeg-eye-state	0.689586	3.979	0.800000
electricity	0.783846	21.988	0.799987
estimation_of_obesity_levels	0.739953	0.777	0.799621
eye_movements	0.509141	3.430	0.799927
eye_movements_bin	0.570302	2.041	0.799947
first-order-theorem-proving	0.495915	2.623	0.799935
gas-drift	0.948239	11.522	0.800000
gina_agnostic	0.655620	23.052	0.799885
golf_play_dataset_extended	0.922374	0.482	0.800000
heloc	0.706500	2.906	0.800000
house_16H	0.839881	3.616	0.799970
htru	0.979050	4.576	0.799978
ibm-employee-performance	0.850340	0.823	0.800000
in_vehicle_coupon_recommendation	0.613627	3.337	0.800729
internet_firewall	0.782635	42.080	0.799991
jm1	0.810289	3.021	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.673249	21.138	0.799996
kdd_ipums_la_97-small	0.845857	1.434	0.799923
kr-vs-k	0.338917	28.517	0.799971
kropt	0.336422	28.615	0.799971
led24	0.510938	1.065	0.800000
led7	0.593750	0.763	0.800000
letter	0.783250	18.812	0.800000
mammography	0.981672	1.824	0.799964
maternal_health_risk	0.763547	0.451	0.799803
mfeat-factors	0.900000	2.851	0.800000
