dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.427	0.799845
Amazon_employee_access	0.942173	14.213	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	4.992	0.799980
BNG(breast-w)	0.985776	21.077	0.799980
BNG(cmc)	0.573418	35.687	0.799986
BNG(tic-tac-toe)	0.788926	21.014	0.799980
Bank_Customer_Churn_Dataset	0.866500	6.322	0.800000
Basketball_c	0.705224	4.413	0.800000
Cardiovascular-Disease-dataset	0.729000	49.717	0.800000
Click_prediction_small	0.831539	6.418	0.799990
Credit_c	0.705128	42.058	0.801311
Customer_Personality_Analysis	0.892857	0.931	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.700	0.799305
E-CommereShippingData	0.668636	2.619	0.799982
Employee	0.846402	1.141	0.799914
FICO-HELOC-cleaned	0.744810	3.129	0.799919
Firm-Teacher_Clave-Direction_Classification	0.690278	2.710	0.800000
Fitness_Club_c	0.795302	0.506	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.618750	0.638	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.640625	0.640	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.115	0.799831
GesturePhaseSegmentationProcessed	0.658228	3.317	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851709	2.145	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.680	0.800000
INNHotelsGroup	0.867126	16.154	0.800000
Indian_pines	0.931657	11.789	0.799978
JapaneseVowels	0.994982	2.490	0.799920
KDDCup09_upselling	0.786550	2.089	0.799922
MIC	0.903030	1.358	0.799879
MagicTelescope	0.875657	5.125	0.800000
Marketing_Campaign	0.901786	0.790	0.800000
Mobile_Price_Classification	0.967500	0.683	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.564	0.799824
PhishingWebsites	0.972863	3.478	0.800000
PieChart3	0.875000	0.625	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.409	0.799479
PizzaCutter3	0.875598	0.851	0.799616
Pumpkin_Seeds	0.878000	0.710	0.800000
QSAR_biodegradation	0.876777	0.656	0.799810
SDSS17	0.973150	98.369	0.800000
Satellite	0.992157	1.758	0.800000
Telecom_Churn_Dataset	0.946027	0.916	0.799880
UJI_Pen_Characters	0.479853	2.893	0.799853
Water_Quality_and_Potability	0.637195	0.753	0.799756
Wilt	0.991710	0.788	0.799834
abalone	0.637560	0.932	0.799856
ada	0.846988	1.680	0.799855
ada_agnostic	0.831325	1.864	0.799868
ada_prior	0.833520	1.088	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.517	0.800000
allbp	0.974834	1.225	0.799841
allrep	0.969536	1.211	0.799841
analcatdata_authorship	0.994083	0.732	0.799049
artificial-characters	0.696184	2.168	0.799961
autoUniv-au4-2500	0.462000	1.808	0.800000
autoUniv-au7-1100	0.368182	0.504	0.800000
bank	0.897269	23.580	0.799982
banknote_authentication	0.574545	0.352	0.799563
baseball	0.947761	0.607	0.800000
car-evaluation	0.789017	0.643	0.799769
churn	0.935000	1.369	0.800000
cmc	0.589831	0.513	0.799728
company_bankruptcy_prediction	0.972874	4.244	0.799971
contraceptive_method_choice	0.610169	0.609	0.799728
credit	0.774753	4.417	0.799988
default_of_credit_card_clients	0.822500	12.623	0.800000
delta_ailerons	0.947405	1.023	0.799972
dis	0.984106	1.196	0.799841
dna	0.932602	3.569	0.799749
drug_consumption	0.403183	0.565	0.799894
dry_bean_dataset	0.927653	3.672	0.799941
eeg-eye-state	0.960280	3.987	0.800000
electricity	0.817169	21.937	0.799987
estimation_of_obesity_levels	0.981087	0.895	0.799621
eye_movements	0.567642	3.410	0.799927
eye_movements_bin	0.591984	2.032	0.799947
first-order-theorem-proving	0.617647	2.610	0.799935
gas-drift	0.995327	11.607	0.800000
gina_agnostic	0.734870	23.121	0.799885
golf_play_dataset_extended	0.931507	0.560	0.800000
heloc	0.720500	2.820	0.800000
house_16H	0.885100	3.575	0.799970
htru	0.979330	4.557	0.799978
ibm-employee-performance	0.996599	0.774	0.800000
in_vehicle_coupon_recommendation	0.672206	3.334	0.800729
internet_firewall	0.803464	41.837	0.799991
jm1	0.813964	2.954	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.845716	21.101	0.799996
kdd_ipums_la_97-small	0.861272	1.378	0.799923
kr-vs-k	0.601212	27.462	0.799971
kropt	0.601568	29.501	0.799971
led24	0.735938	1.199	0.800000
led7	0.734375	0.744	0.800000
letter	0.971750	18.963	0.800000
mammography	0.989271	1.785	0.799964
maternal_health_risk	0.802956	0.430	0.799803
mfeat-factors	0.975000	2.805	0.800000
mfeat-fourier	0.875000	1.260	0.800000
mfeat-karhunen	0.970000	1.231	0.800000
mfeat-morphological	0.762500	0.570	0.800000
mfeat-pixel	0.960000	3.132	0.800000
mfeat-zernike	0.810000	0.961	0.800000
mice_protein_expression	1.000000	0.947	0.800000
microaggregation2	0.617750	6.577	0.800000
mobile_c36_oversampling	0.972372	20.680	0.800000
mozilla4	0.928916	1.863	0.800000
naticusdroid+android+permissions+dataset	0.963525	20.473	0.799980
national-longitudinal-survey-binary	0.996945	1.237	0.799919
okcupid_stem	0.732946	9.342	0.799978
one-hundred-plants-margin	0.828125	4.605	0.800000
one-hundred-plants-shape	0.740625	4.572	0.800000
one-hundred-plants-texture	0.865625	4.943	0.799875
optdigits	0.991103	2.642	0.800000
ozone-level-8hr	0.956607	1.440	0.799921
page-blocks	0.975342	1.169	0.799927
pendigits	0.995452	2.786	0.799945
phoneme	0.878816	0.807	0.799963
pol	0.976698	2.987	0.799940
predict_students_dropout_and_academic_success	0.779661	1.493	0.799955
qsar	0.895735	0.642	0.800000
rice_cammeo_and_osmancik	0.929134	0.807	0.800000
ringnorm	0.976351	1.969	0.800000
satimage	0.919129	2.161	0.800000
segment	0.935065	0.738	0.800000
seismic+bumps	0.934236	0.793	0.799923
shuttle	0.999310	34.583	0.800000
spambase	0.942454	2.019	0.799826
splice	0.880878	1.647	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.723	0.800000
statlog	0.725000	0.504	0.800000
steel_plates_faults	0.789203	0.732	0.799588
sylvine	0.939512	1.384	0.799961
taiwanese_bankruptcy_prediction	0.971408	4.593	0.799971
telco-customer-churn	0.800568	1.812	0.799943
texture	0.999091	6.282	0.800000
thyroid	0.990278	1.940	0.800000
