dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.488	0.799845	0.003	0.223	2.265	2.491
Amazon_employee_access	0.942173	10.285	0.799994	0.004	0.136	10.149	10.289
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.022	0.799980	0.002	0.039	0.982	1.024
BNG(breast-w)	0.986284	16.455	0.799980	0.004	0.244	16.211	16.459
BNG(cmc)	0.579837	31.644	0.799986	0.005	0.304	31.340	31.649
BNG(tic-tac-toe)	0.797308	16.550	0.799980	0.004	0.241	16.309	16.554
Bank_Customer_Churn_Dataset	0.870000	1.991	0.800000	0.003	0.070	1.921	1.994
Basketball_c	0.716418	0.243	0.800000	0.003	0.031	0.212	0.246
Cardiovascular-Disease-dataset	0.730714	50.631	0.800000	0.005	0.393	50.238	50.636
Click_prediction_small	0.831665	5.956	0.799990	0.003	0.075	5.881	5.959
Credit_c	0.706038	41.795	0.801311	0.006	0.796	40.998	41.800
Customer_Personality_Analysis	0.892857	0.495	0.800000	0.002	0.048	0.448	0.498
Diabetic_Retinopathy_Debrecen	0.761905	0.267	0.799305	0.002	0.031	0.236	0.269
E-CommereShippingData	0.672727	2.161	0.799982	0.003	0.066	2.094	2.164
Employee	0.862513	0.711	0.799914	0.002	0.026	0.684	0.713
FICO-HELOC-cleaned	0.737722	2.582	0.799919	0.004	0.135	2.447	2.585
Firm-Teacher_Clave-Direction_Classification	0.761574	2.402	0.800000	0.003	0.101	2.301	2.405
Fitness_Club_c	0.805369	0.189	0.799596	0.002	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.634375	0.337	0.800000	0.003	0.035	0.301	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.338	0.800000	0.003	0.036	0.301	0.341
Gender_Gap_in_Spanish_WP	0.604211	0.845	0.799831	0.003	0.036	0.809	0.847
GesturePhaseSegmentationProcessed	0.672405	3.003	0.799959	0.003	0.174	2.828	3.006
