dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.393822	6.104	0.799845
Amazon_employee_access	0.942173	13.198	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	4.413	0.799980
BNG(breast-w)	0.984887	20.605	0.799980
BNG(cmc)	0.558770	35.256	0.799986
BNG(tic-tac-toe)	0.765939	20.268	0.799980
Bank_Customer_Churn_Dataset	0.856000	5.785	0.800000
Basketball_c	0.701493	3.882	0.800000
Cardiovascular-Disease-dataset	0.725429	49.833	0.800000
Click_prediction_small	0.831539	6.479	0.799990
Credit_c	0.682382	42.312	0.801311
Customer_Personality_Analysis	0.872768	0.989	0.800000
Diabetic_Retinopathy_Debrecen	0.744589	0.729	0.799305
E-CommereShippingData	0.662727	2.599	0.799982
Employee	0.845328	1.177	0.799914
FICO-HELOC-cleaned	0.739747	3.117	0.799919
Firm-Teacher_Clave-Direction_Classification	0.597685	2.754	0.800000
Fitness_Club_c	0.771812	0.492	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.490625	0.623	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.578125	0.675	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.142	0.799831
GesturePhaseSegmentationProcessed	0.527089	3.296	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.836273	2.182	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.741	0.800000
INNHotelsGroup	0.854997	16.118	0.800000
Indian_pines	0.823401	11.871	0.799978
JapaneseVowels	0.980933	2.469	0.799920
KDDCup09_upselling	0.701754	2.139	0.799922
MIC	0.893939	1.399	0.799879
MagicTelescope	0.869874	5.152	0.800000
Marketing_Campaign	0.892857	0.817	0.800000
Mobile_Price_Classification	0.730000	0.710	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.585	0.799824
PhishingWebsites	0.949344	3.506	0.800000
PieChart3	0.879630	0.628	0.799443
Pima_Indians_Diabetes_Database	0.785714	0.475	0.799479
PizzaCutter3	0.885167	0.650	0.799616
Pumpkin_Seeds	0.872000	0.709	0.800000
QSAR_biodegradation	0.886256	0.668	0.799810
SDSS17	0.957500	98.398	0.800000
Satellite	0.992157	1.767	0.800000
Telecom_Churn_Dataset	0.896552	0.984	0.799880
UJI_Pen_Characters	0.384615	3.056	0.799853
Water_Quality_and_Potability	0.614329	0.838	0.799756
Wilt	0.992746	0.804	0.799834
abalone	0.626794	0.944	0.799856
ada	0.839759	1.684	0.799855
ada_agnostic	0.836802	1.828	0.799868
ada_prior	0.832402	1.102	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.590	0.800000
allbp	0.970861	1.266	0.799841
allrep	0.974834	1.221	0.799841
analcatdata_authorship	0.970414	0.746	0.799049
artificial-characters	0.663405	2.204	0.799961
autoUniv-au4-2500	0.462000	2.508	0.800000
autoUniv-au7-1100	0.322727	0.531	0.800000
bank	0.890412	23.546	0.799982
banknote_authentication	0.549091	0.432	0.799563
baseball	0.947761	0.606	0.800000
car-evaluation	0.826590	0.655	0.799769
churn	0.895000	1.362	0.800000
cmc	0.562712	0.529	0.799728
company_bankruptcy_prediction	0.970674	4.261	0.799971
contraceptive_method_choice	0.610169	0.643	0.799728
credit	0.772061	4.370	0.799988
default_of_credit_card_clients	0.816500	12.781	0.800000
delta_ailerons	0.948107	1.043	0.799972
dis	0.984106	1.210	0.799841
dna	0.885580	3.575	0.799749
drug_consumption	0.403183	0.589	0.799894
dry_bean_dataset	0.927286	3.708	0.799941
eeg-eye-state	0.915220	4.018	0.800000
electricity	0.793667	21.925	0.799987
estimation_of_obesity_levels	0.919622	0.882	0.799621
eye_movements	0.533364	3.460	0.799927
eye_movements_bin	0.593955	2.051	0.799947
first-order-theorem-proving	0.563725	2.636	0.799935
gas-drift	0.988138	11.506	0.800000
gina_agnostic	0.703170	23.017	0.799885
golf_play_dataset_extended	0.926941	0.524	0.800000
heloc	0.708500	2.837	0.800000
house_16H	0.872869	3.656	0.799970
htru	0.978492	4.563	0.799978
ibm-employee-performance	0.962585	0.756	0.800000
in_vehicle_coupon_recommendation	0.657250	3.402	0.800729
internet_firewall	0.801633	42.236	0.799991
jm1	0.812586	2.971	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.755132	21.139	0.799996
kdd_ipums_la_97-small	0.842967	1.385	0.799923
kr-vs-k	0.531361	28.681	0.799971
kropt	0.523165	28.103	0.799971
led24	0.626563	1.000	0.800000
led7	0.721875	0.742	0.800000
letter	0.928000	19.906	0.800000
mammography	0.989718	1.810	0.799964
maternal_health_risk	0.798030	0.468	0.799803
mfeat-factors	0.957500	2.801	0.800000
mfeat-fourier	0.815000	1.349	0.800000
mfeat-karhunen	0.902500	2.121	0.800000
mfeat-morphological	0.770000	0.614	0.800000
mfeat-pixel	0.917500	3.152	0.800000
mfeat-zernike	0.767500	0.977	0.800000
mice_protein_expression	0.976852	0.958	0.800000
microaggregation2	0.587000	6.491	0.800000
mobile_c36_oversampling	0.955564	20.863	0.800000
mozilla4	0.899003	1.945	0.800000
naticusdroid+android+permissions+dataset	0.950571	20.506	0.799980
national-longitudinal-survey-binary	0.978615	1.284	0.799919
okcupid_stem	0.733883	9.356	0.799978
one-hundred-plants-margin	0.678125	4.746	0.800000
one-hundred-plants-shape	0.690625	4.472	0.800000
one-hundred-plants-texture	0.812500	4.735	0.799875
optdigits	0.963523	2.634	0.800000
ozone-level-8hr	0.944773	1.498	0.799921
page-blocks	0.968950	1.248	0.799927
pendigits	0.992269	2.818	0.799945
phoneme	0.859389	0.832	0.799963
pol	0.964799	2.999	0.799940
predict_students_dropout_and_academic_success	0.723164	1.514	0.799955
qsar	0.867299	0.656	0.800000
rice_cammeo_and_osmancik	0.925197	0.799	0.800000
ringnorm	0.979054	1.997	0.800000
satimage	0.917574	2.202	0.800000
segment	0.917749	0.732	0.800000
seismic+bumps	0.932302	0.775	0.799923
shuttle	0.997500	34.610	0.800000
spambase	0.926167	2.035	0.799826
splice	0.727273	1.592	0.800000
sports_articles_for_objectivity_analysis	0.815000	0.717	0.800000
statlog	0.730000	1.427	0.800000
steel_plates_faults	0.776350	0.762	0.799588
sylvine	0.915122	1.397	0.799961
taiwanese_bankruptcy_prediction	0.971408	4.415	0.799971
telco-customer-churn	0.797729	1.829	0.799943
texture	0.985455	6.194	0.800000
thyroid	0.970833	2.863	0.800000
thyroid-ann	0.976159	1.084	0.799841
thyroid-dis	0.683929	0.957	0.800000
turiye_student_evaluation	0.497423	1.910	0.800000
twonorm	0.980405	1.984	0.800000
vehicle	0.794118	0.573	0.799054
wall-robot-navigation	0.937729	1.555	0.799853
water_quality	0.902500	1.968	0.799900
waveform-5000	0.828000	1.836	0.800000
waveform_database_generator_version_1	0.828000	1.368	0.800000
website_phishing	0.885609	0.526	0.799704
wine-quality-red	0.584375	0.518	0.799875
wine-quality-white	0.598980	1.098	0.799918
yeast	0.606061	0.530	0.799865
