dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.582	0.799845	0.003	0.223	2.359	2.585
Amazon_employee_access	0.942173	10.104	0.799994	0.004	0.139	9.965	10.107
BLE_RSSI_dataset_for_Indoor_localization	0.738107	1.010	0.799980	0.002	0.033	0.978	1.013
BNG(breast-w)	0.986157	16.445	0.799980	0.004	0.241	16.205	16.450
BNG(cmc)	0.570253	31.591	0.799986	0.005	0.307	31.284	31.596
BNG(tic-tac-toe)	0.794641	16.850	0.799980	0.004	0.237	16.613	16.854
Bank_Customer_Churn_Dataset	0.864500	1.989	0.800000	0.003	0.085	1.904	1.991
Basketball_c	0.705224	0.251	0.800000	0.003	0.038	0.213	0.254
Cardiovascular-Disease-dataset	0.731714	50.519	0.800000	0.006	0.394	50.125	50.526
Click_prediction_small	0.831790	5.996	0.799990	0.002	0.074	5.922	5.999
Credit_c	0.713317	41.411	0.801311	0.005	0.809	40.602	41.416
Customer_Personality_Analysis	0.895089	0.495	0.800000	0.002	0.047	0.448	0.497
Diabetic_Retinopathy_Debrecen	0.744589	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.671818	2.154	0.799982	0.003	0.065	2.089	2.156
Employee	0.844253	0.709	0.799914	0.002	0.026	0.683	0.712
FICO-HELOC-cleaned	0.739747	2.581	0.799919	0.003	0.135	2.446	2.585
Firm-Teacher_Clave-Direction_Classification	0.748611	2.399	0.800000	0.003	0.099	2.300	2.402
Fitness_Club_c	0.795302	0.188	0.799596	0.002	0.014	0.175	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.565625	0.336	0.800000	0.002	0.035	0.301	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.338	0.800000	0.003	0.036	0.301	0.340
Gender_Gap_in_Spanish_WP	0.591579	0.838	0.799831	0.002	0.035	0.802	0.840
GesturePhaseSegmentationProcessed	0.668861	2.999	0.799959	0.003	0.173	2.826	3.003
HR_Analytics_Job_Change_of_Data_Scientists	0.841235	1.815	0.797432	0.003	0.059	1.756	1.817
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.404	0.800000	0.002	0.051	0.353	0.406
INNHotelsGroup	0.863542	15.857	0.800000	0.004	0.299	15.559	15.861
Indian_pines	0.923455	11.275	0.799978	0.008	0.961	10.314	11.283
JapaneseVowels	0.993477	2.196	0.799920	0.003	0.085	2.111	2.199
KDDCup09_upselling	0.778752	1.811	0.799922	0.003	0.149	1.662	1.814
MIC	0.906061	1.078	0.799879	0.003	0.161	0.917	1.081
MagicTelescope	0.877234	4.837	0.800000	0.003	0.117	4.721	4.840
Marketing_Campaign	0.890625	0.504	0.800000	0.003	0.048	0.457	0.507
Mobile_Price_Classification	0.962500	0.410	0.800000	0.002	0.038	0.372	0.412
National_Health_and_Nutrition_Health_Survey	0.837719	0.295	0.799824	0.002	0.019	0.276	0.297
PhishingWebsites	0.961104	3.195	0.800000	0.003	0.143	3.052	3.199
PieChart3	0.875000	0.358	0.799443	0.002	0.056	0.302	0.361
Pima_Indians_Diabetes_Database	0.740260	0.144	0.799479	0.002	0.014	0.130	0.146
PizzaCutter3	0.880383	0.354	0.799617	0.002	0.054	0.300	0.356
Pumpkin_Seeds	0.874000	0.400	0.800000	0.002	0.026	0.374	0.402
QSAR_biodegradation	0.867299	0.378	0.799810	0.003	0.061	0.317	0.381
SDSS17	0.971500	98.033	0.800000	0.006	0.675	97.358	98.039
Satellite	0.992157	1.479	0.800000	0.003	0.105	1.374	1.482
Telecom_Churn_Dataset	0.940030	0.658	0.799880	0.002	0.043	0.615	0.660
UJI_Pen_Characters	0.479853	2.709	0.799853	0.005	0.123	2.587	2.714
Water_Quality_and_Potability	0.641768	0.490	0.799756	0.002	0.022	0.468	0.492
Wilt	0.990674	0.478	0.799834	0.002	0.018	0.459	0.480
abalone	0.635167	0.644	0.799856	0.002	0.026	0.618	0.646
ada	0.849398	1.378	0.799855	0.003	0.101	1.277	1.381
ada_agnostic	0.837897	1.541	0.799868	0.003	0.107	1.434	1.544
ada_prior	0.839106	0.820	0.799955	0.002	0.038	0.782	0.822
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.570000	0.259	0.800000	0.002	0.017	0.242	0.261
allbp	0.974834	0.920	0.799841	0.004	0.061	0.859	0.924
allrep	0.970861	0.923	0.799841	0.003	0.058	0.865	0.926
analcatdata_authorship	0.994083	0.454	0.799049	0.003	0.094	0.360	0.457
artificial-characters	0.694227	1.906	0.799961	0.003	0.045	1.861	1.909
autoUniv-au4-2500	0.462000	1.532	0.800000	0.003	0.199	1.333	1.535
autoUniv-au7-1100	0.350000	0.206	0.800000	0.003	0.020	0.186	0.209
bank	0.895278	23.394	0.799982	0.006	0.380	23.014	23.400
banknote_authentication	0.556364	0.098	0.799563	0.002	0.010	0.089	0.101
baseball	0.947761	0.270	0.800000	0.003	0.028	0.243	0.273
car-evaluation	0.835260	0.370	0.799769	0.003	0.036	0.335	0.373
churn	0.938000	1.081	0.800000	0.003	0.061	1.020	1.083
cmc	0.555932	0.236	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.969941	3.978	0.799971	0.004	0.340	3.638	3.982
