dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.409266	2.519	0.799845	0.003	0.207	2.312	2.523
Amazon_employee_access	0.942173	10.273	0.799994	0.004	0.138	10.135	10.277
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.020	0.799980	0.002	0.035	0.985	1.022
BNG(breast-w)	0.986665	16.962	0.799980	0.004	0.267	16.695	16.967
BNG(cmc)	0.575859	30.970	0.799986	0.004	0.304	30.666	30.974
BNG(tic-tac-toe)	0.783846	16.575	0.799980	0.004	0.237	16.338	16.579
Bank_Customer_Churn_Dataset	0.870000	1.999	0.800000	0.003	0.078	1.921	2.002
Basketball_c	0.708955	0.255	0.800000	0.002	0.044	0.211	0.258
Cardiovascular-Disease-dataset	0.730000	49.329	0.800000	0.005	0.393	48.935	49.334
Click_prediction_small	0.831790	6.005	0.799990	0.003	0.076	5.929	6.008
Credit_c	0.706121	41.766	0.801311	0.006	0.788	40.978	41.771
Customer_Personality_Analysis	0.895089	0.495	0.800000	0.003	0.046	0.449	0.498
Diabetic_Retinopathy_Debrecen	0.757576	0.266	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.675455	2.139	0.799982	0.003	0.061	2.078	2.142
Employee	0.859291	0.710	0.799914	0.003	0.025	0.685	0.713
FICO-HELOC-cleaned	0.743291	2.561	0.799919	0.004	0.123	2.438	2.565
Firm-Teacher_Clave-Direction_Classification	0.726389	2.409	0.800000	0.003	0.100	2.310	2.412
Fitness_Club_c	0.808725	0.190	0.799596	0.003	0.014	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.646875	0.337	0.800000	0.003	0.035	0.303	0.340
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.684375	0.339	0.800000	0.003	0.036	0.303	0.342
Gender_Gap_in_Spanish_WP	0.597895	0.846	0.799831	0.003	0.037	0.809	0.848
GesturePhaseSegmentationProcessed	0.650127	2.984	0.799959	0.004	0.165	2.820	2.988
HR_Analytics_Job_Change_of_Data_Scientists	0.855017	1.818	0.797432	0.003	0.058	1.760	1.821
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.411	0.800000	0.002	0.052	0.359	0.414
INNHotelsGroup	0.864507	15.869	0.800000	0.004	0.304	15.565	15.873
Indian_pines	0.931657	11.377	0.799978	0.007	0.972	10.405	11.384
JapaneseVowels	0.994982	2.185	0.799920	0.003	0.080	2.105	2.189
KDDCup09_upselling	0.788499	1.808	0.799922	0.003	0.140	1.668	1.812
MIC	0.903030	1.070	0.799879	0.003	0.157	0.913	1.073
MagicTelescope	0.878286	4.820	0.800000	0.003	0.134	4.686	4.823
Marketing_Campaign	0.888393	0.510	0.800000	0.003	0.050	0.459	0.513
Mobile_Price_Classification	0.962500	0.414	0.800000	0.003	0.039	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.833333	0.293	0.799824	0.003	0.018	0.275	0.296
PhishingWebsites	0.970602	3.220	0.800000	0.004	0.157	3.063	3.224
PieChart3	0.884259	0.354	0.799443	0.002	0.055	0.300	0.357
Pima_Indians_Diabetes_Database	0.766234	0.142	0.799479	0.003	0.013	0.129	0.145
PizzaCutter3	0.880383	0.349	0.799617	0.002	0.052	0.297	0.351
Pumpkin_Seeds	0.880000	0.398	0.800000	0.002	0.025	0.373	0.400
QSAR_biodegradation	0.881517	0.376	0.799810	0.003	0.059	0.317	0.379
SDSS17	0.972000	98.898	0.800000	0.005	0.669	98.230	98.904
Satellite	0.993137	1.487	0.800000	0.003	0.110	1.377	1.490
Telecom_Churn_Dataset	0.952024	0.655	0.799880	0.003	0.041	0.614	0.658
UJI_Pen_Characters	0.501832	2.749	0.799853	0.005	0.120	2.629	2.754
Water_Quality_and_Potability	0.660061	0.495	0.799756	0.003	0.024	0.471	0.498
Wilt	0.991710	0.484	0.799834	0.003	0.020	0.464	0.487
abalone	0.638756	0.640	0.799856	0.002	0.026	0.614	0.643
ada	0.848193	1.389	0.799855	0.003	0.108	1.281	1.391
ada_agnostic	0.838992	1.529	0.799868	0.003	0.105	1.424	1.533
ada_prior	0.835754	0.826	0.799955	0.003	0.038	0.787	0.828
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.597500	0.261	0.800000	0.002	0.017	0.243	0.263
allbp	0.970861	0.922	0.799841	0.003	0.061	0.861	0.924
allrep	0.976159	0.921	0.799841	0.003	0.059	0.862	0.924
analcatdata_authorship	0.988166	0.455	0.799049	0.003	0.094	0.360	0.458
artificial-characters	0.700587	1.905	0.799961	0.003	0.047	1.859	1.908
autoUniv-au4-2500	0.516000	1.532	0.800000	0.003	0.199	1.333	1.536
autoUniv-au7-1100	0.363636	0.206	0.800000	0.002	0.020	0.186	0.209
bank	0.900476	23.355	0.799982	0.005	0.381	22.974	23.359
banknote_authentication	0.541818	0.099	0.799563	0.003	0.010	0.089	0.101
baseball	0.947761	0.271	0.800000	0.003	0.028	0.243	0.274
car-evaluation	0.846821	0.369	0.799769	0.003	0.036	0.334	0.372
churn	0.946000	1.078	0.800000	0.003	0.061	1.016	1.081
cmc	0.596610	0.237	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.972141	3.980	0.799971	0.004	0.342	3.638	3.984
contraceptive_method_choice	0.630508	0.232	0.799728	0.003	0.016	0.216	0.235
credit	0.775351	3.982	0.799988	0.003	0.093	3.889	3.985
default_of_credit_card_clients	0.827000	12.319	0.800000	0.005	0.387	11.932	12.324
delta_ailerons	0.947405	0.762	0.799972	0.003	0.025	0.737	0.765
dis	0.986755	0.919	0.799841	0.003	0.059	0.860	0.922
dna	0.937304	3.282	0.799749	0.005	0.379	2.903	3.287
drug_consumption	0.403183	0.309	0.799894	0.002	0.023	0.287	0.312
dry_bean_dataset	0.927286	3.336	0.799941	0.003	0.122	3.214	3.339
eeg-eye-state	0.952270	3.654	0.800000	0.004	0.120	3.533	3.657
electricity	0.825223	21.929	0.799987	0.005	0.269	21.660	21.934
estimation_of_obesity_levels	0.978723	0.395	0.799621	0.003	0.029	0.365	0.397
eye_movements	0.583181	3.021	0.799927	0.003	0.163	2.858	3.024
eye_movements_bin	0.591984	1.747	0.799947	0.004	0.090	1.658	1.751
first-order-theorem-proving	0.625000	2.221	0.799935	0.003	0.165	2.056	2.225
gas-drift	0.995327	11.200	0.800000	0.007	1.011	10.189	11.207
gina_agnostic	0.835735	23.156	0.799885	0.012	2.273	20.883	23.168
golf_play_dataset_extended	0.936073	0.197	0.800000	0.003	0.016	0.181	0.199
heloc	0.718500	2.554	0.800000	0.004	0.119	2.436	2.558
house_16H	0.881764	3.299	0.799970	0.003	0.122	3.178	3.303
htru	0.979609	4.271	0.799978	0.003	0.079	4.192	4.274
ibm-employee-performance	1.000000	0.406	0.800000	0.003	0.051	0.354	0.408
in_vehicle_coupon_recommendation	0.709182	3.051	0.800729	0.003	0.132	2.919	3.054
internet_firewall	0.917830	42.438	0.799991	0.004	0.168	42.270	42.442
jm1	0.815342	2.680	0.800000	0.003	0.118	2.562	2.683
jungle_chess_2pcs_raw_endgame_complete	0.855422	20.961	0.799996	0.004	0.186	20.775	20.965
kdd_ipums_la_97-small	0.874759	1.111	0.799923	0.003	0.062	1.049	1.114
kr-vs-k	0.612616	27.304	0.799971	0.006	0.128	27.176	27.310
kropt	0.615823	29.532	0.799971	0.004	0.117	29.415	29.536
led24	0.735938	0.720	0.800000	0.003	0.056	0.664	0.723
led7	0.740625	0.450	0.800000	0.003	0.019	0.430	0.452
letter	0.974750	19.285	0.800000	0.003	0.178	19.107	19.289
mammography	0.988824	1.559	0.799964	0.003	0.046	1.513	1.562
maternal_health_risk	0.842365	0.169	0.799803	0.002	0.012	0.157	0.172
mfeat-factors	0.975000	2.528	0.800000	0.004	0.381	2.147	2.532
mfeat-fourier	0.877500	0.995	0.800000	0.004	0.138	0.857	0.999
mfeat-karhunen	0.970000	0.870	0.800000	0.003	0.114	0.756	0.873
mfeat-morphological	0.762500	0.273	0.800000	0.003	0.016	0.257	0.275
mfeat-pixel	0.965000	2.828	0.800000	0.005	0.426	2.402	2.833
mfeat-zernike	0.812500	0.698	0.800000	0.003	0.092	0.606	0.701
mice_protein_expression	1.000000	0.583	0.800000	0.003	0.107	0.476	0.586
microaggregation2	0.627250	6.284	0.800000	0.004	0.201	6.083	6.288
mobile_c36_oversampling	0.974594	20.259	0.800000	0.003	0.200	20.059	20.262
mozilla4	0.931168	1.609	0.800000	0.003	0.045	1.564	1.613
naticusdroid+android+permissions+dataset	0.964377	20.426	0.799980	0.009	0.910	19.516	20.435
national-longitudinal-survey-binary	0.992872	0.945	0.799918	0.003	0.049	0.896	0.948
okcupid_stem	0.733696	8.834	0.799977	0.004	0.176	8.658	8.838
one-hundred-plants-margin	0.859375	4.554	0.800000	0.003	0.223	4.331	4.557
one-hundred-plants-shape	0.743750	4.190	0.800000	0.003	0.112	4.078	4.192
one-hundred-plants-texture	0.887500	4.529	0.799875	0.003	0.110	4.420	4.533
optdigits	0.990214	2.348	0.800000	0.004	0.185	2.164	2.352
ozone-level-8hr	0.956607	1.171	0.799921	0.003	0.135	1.036	1.175
page-blocks	0.975342	0.905	0.799927	0.002	0.034	0.871	0.908
pendigits	0.995452	2.488	0.799945	0.006	0.104	2.384	2.493
phoneme	0.885291	0.523	0.799963	0.002	0.022	0.502	0.526
pol	0.983143	2.731	0.799940	0.003	0.109	2.622	2.735
predict_students_dropout_and_academic_success	0.777401	1.220	0.799955	0.003	0.084	1.136	1.223
qsar	0.909953	0.374	0.800000	0.003	0.059	0.315	0.377
rice_cammeo_and_osmancik	0.931759	0.532	0.800000	0.003	0.021	0.511	0.535
ringnorm	0.980405	1.690	0.800000	0.003	0.083	1.606	1.693
satimage	0.923795	1.890	0.800000	0.003	0.131	1.759	1.893
segment	0.941558	0.434	0.800000	0.003	0.035	0.400	0.437
seismic+bumps	0.934236	0.480	0.799923	0.005	0.034	0.446	0.485
shuttle	0.999397	34.714	0.800000	0.005	0.315	34.399	34.719
spambase	0.942454	1.761	0.799826	0.004	0.135	1.626	1.765
splice	0.893417	1.314	0.800000	0.004	0.136	1.179	1.318
sports_articles_for_objectivity_analysis	0.870000	0.445	0.800000	0.003	0.087	0.358	0.448
statlog	0.725000	0.232	0.800000	0.002	0.030	0.203	0.235
steel_plates_faults	0.784062	0.478	0.799588	0.002	0.050	0.429	0.481
sylvine	0.938537	1.095	0.799961	0.003	0.066	1.030	1.098
taiwanese_bankruptcy_prediction	0.969941	3.958	0.799971	0.004	0.323	3.635	3.962
telco-customer-churn	0.804826	1.545	0.799943	0.003	0.075	1.470	1.548
texture	0.999091	6.119	0.800000	0.003	0.129	5.991	6.123
thyroid	0.987500	1.636	0.800000	0.006	0.067	1.569	1.641
thyroid-ann	0.986755	0.818	0.799841	0.003	0.047	0.771	0.821
thyroid-dis	0.689286	0.651	0.800000	0.003	0.050	0.601	0.653
turiye_student_evaluation	0.496564	1.591	0.800000	0.003	0.104	1.487	1.594
twonorm	0.978378	1.681	0.800000	0.003	0.088	1.594	1.684
vehicle	0.864706	0.203	0.799054	0.003	0.027	0.176	0.205
wall-robot-navigation	0.968864	1.274	0.799853	0.003	0.076	1.198	1.277
water_quality	0.898750	1.693	0.799900	0.003	0.064	1.629	1.695
waveform-5000	0.868000	1.556	0.800000	0.003	0.120	1.436	1.559
waveform_database_generator_version_1	0.867000	1.110	0.800000	0.003	0.068	1.042	1.113
website_phishing	0.922509	0.219	0.799704	0.003	0.017	0.202	0.222
wine-quality-red	0.565625	0.217	0.799875	0.002	0.010	0.207	0.220
wine-quality-white	0.618367	0.814	0.799918	0.003	0.038	0.776	0.816
yeast	0.619529	0.222	0.799865	0.002	0.016	0.206	0.224
