dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.513	0.799845	0.003	0.208	2.306	2.516
Amazon_employee_access	0.942173	10.135	0.799994	0.004	0.140	9.995	10.139
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.013	0.799980	0.003	0.032	0.982	1.016
BNG(breast-w)	0.986411	16.456	0.799980	0.004	0.248	16.208	16.460
BNG(cmc)	0.574684	31.067	0.799986	0.004	0.303	30.764	31.071
BNG(tic-tac-toe)	0.787529	17.069	0.799980	0.004	0.264	16.805	17.073
Bank_Customer_Churn_Dataset	0.868000	2.012	0.800000	0.003	0.073	1.939	2.015
Basketball_c	0.705224	0.254	0.800000	0.002	0.041	0.213	0.257
Cardiovascular-Disease-dataset	0.731714	50.324	0.800000	0.005	0.417	49.907	50.330
Click_prediction_small	0.831539	6.017	0.799990	0.003	0.075	5.942	6.020
Credit_c	0.706700	42.500	0.801311	0.006	0.790	41.710	42.506
Customer_Personality_Analysis	0.895089	0.494	0.800000	0.002	0.046	0.448	0.496
Diabetic_Retinopathy_Debrecen	0.766234	0.265	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.671364	2.140	0.799982	0.003	0.062	2.078	2.143
Employee	0.853921	0.707	0.799914	0.003	0.025	0.683	0.710
FICO-HELOC-cleaned	0.740759	2.564	0.799919	0.003	0.125	2.439	2.568
Firm-Teacher_Clave-Direction_Classification	0.783333	2.411	0.800000	0.003	0.098	2.313	2.414
Fitness_Club_c	0.802013	0.189	0.799596	0.003	0.013	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.625000	0.336	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.668750	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.596842	0.843	0.799831	0.002	0.036	0.807	0.845
GesturePhaseSegmentationProcessed	0.642532	2.983	0.799959	0.004	0.163	2.820	2.987
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.813	0.797432	0.003	0.058	1.755	1.816
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.407	0.800000	0.002	0.051	0.356	0.409
INNHotelsGroup	0.864921	15.947	0.800000	0.004	0.298	15.649	15.951
Indian_pines	0.910880	11.492	0.799978	0.008	0.959	10.533	11.501
JapaneseVowels	0.993477	2.187	0.799920	0.003	0.081	2.106	2.190
KDDCup09_upselling	0.779727	1.805	0.799922	0.003	0.141	1.664	1.808
MIC	0.912121	1.072	0.799879	0.003	0.160	0.912	1.075
MagicTelescope	0.875920	4.821	0.800000	0.003	0.110	4.711	4.824
Marketing_Campaign	0.899554	0.509	0.800000	0.003	0.050	0.459	0.512
Mobile_Price_Classification	0.970000	0.410	0.800000	0.003	0.038	0.371	0.412
National_Health_and_Nutrition_Health_Survey	0.835526	0.294	0.799824	0.003	0.019	0.276	0.297
PhishingWebsites	0.970602	3.227	0.800000	0.003	0.157	3.070	3.231
PieChart3	0.875000	0.354	0.799443	0.002	0.056	0.298	0.356
Pima_Indians_Diabetes_Database	0.733766	0.139	0.799479	0.002	0.013	0.126	0.142
PizzaCutter3	0.885167	0.349	0.799617	0.002	0.053	0.295	0.351
Pumpkin_Seeds	0.876000	0.397	0.800000	0.002	0.026	0.372	0.400
QSAR_biodegradation	0.881517	0.374	0.799810	0.003	0.060	0.314	0.377
SDSS17	0.972400	97.844	0.800000	0.005	0.678	97.166	97.850
Satellite	0.993137	1.488	0.800000	0.003	0.112	1.376	1.491
Telecom_Churn_Dataset	0.950525	0.655	0.799880	0.002	0.041	0.614	0.658
UJI_Pen_Characters	0.468864	2.741	0.799853	0.005	0.121	2.621	2.747
Water_Quality_and_Potability	0.646341	0.494	0.799756	0.003	0.023	0.471	0.497
Wilt	0.990674	0.481	0.799834	0.003	0.020	0.461	0.484
abalone	0.632775	0.645	0.799856	0.003	0.027	0.618	0.647
ada	0.839759	1.389	0.799855	0.003	0.108	1.281	1.392
ada_agnostic	0.824754	1.538	0.799868	0.003	0.107	1.431	1.541
ada_prior	0.834637	0.824	0.799955	0.003	0.039	0.785	0.827
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.259	0.800000	0.003	0.017	0.242	0.262
allbp	0.973510	0.920	0.799841	0.003	0.061	0.859	0.923
allrep	0.973510	0.919	0.799841	0.003	0.059	0.860	0.922
analcatdata_authorship	0.988166	0.459	0.799049	0.003	0.094	0.364	0.461
artificial-characters	0.698630	1.897	0.799961	0.003	0.047	1.850	1.900
autoUniv-au4-2500	0.478000	1.533	0.800000	0.003	0.199	1.333	1.536
autoUniv-au7-1100	0.368182	0.207	0.800000	0.002	0.020	0.187	0.209
bank	0.896605	23.524	0.799982	0.004	0.378	23.146	23.528
banknote_authentication	0.545455	0.098	0.799563	0.003	0.010	0.088	0.101
baseball	0.951493	0.270	0.800000	0.003	0.028	0.242	0.273
car-evaluation	0.869942	0.369	0.799769	0.003	0.036	0.333	0.371
churn	0.945000	1.079	0.800000	0.003	0.062	1.017	1.082
cmc	0.572881	0.235	0.799728	0.002	0.018	0.217	0.237
company_bankruptcy_prediction	0.973607	3.983	0.799971	0.004	0.342	3.641	3.987
contraceptive_method_choice	0.613559	0.236	0.799728	0.002	0.017	0.219	0.238
credit	0.777745	3.948	0.799988	0.003	0.093	3.856	3.952
default_of_credit_card_clients	0.823500	12.406	0.800000	0.004	0.386	12.019	12.410
delta_ailerons	0.947405	0.762	0.799972	0.003	0.025	0.737	0.765
dis	0.985430	0.919	0.799841	0.003	0.059	0.860	0.922
dna	0.938871	3.286	0.799749	0.004	0.380	2.906	3.290
drug_consumption	0.403183	0.311	0.799894	0.002	0.023	0.288	0.314
dry_bean_dataset	0.928021	3.316	0.799941	0.003	0.122	3.194	3.319
eeg-eye-state	0.959613	3.658	0.800000	0.004	0.119	3.538	3.662
electricity	0.823127	22.142	0.799987	0.004	0.269	21.872	22.146
estimation_of_obesity_levels	0.981087	0.398	0.799621	0.002	0.030	0.368	0.401
eye_movements	0.588665	3.011	0.799927	0.004	0.162	2.848	3.015
eye_movements_bin	0.589356	1.749	0.799947	0.003	0.090	1.659	1.752
first-order-theorem-proving	0.617647	2.221	0.799935	0.004	0.164	2.057	2.225
gas-drift	0.994968	11.193	0.800000	0.007	0.999	10.194	11.200
gina_agnostic	0.802594	23.200	0.799885	0.012	2.279	20.921	23.211
golf_play_dataset_extended	0.922374	0.196	0.800000	0.009	0.016	0.180	0.205
heloc	0.722000	2.563	0.800000	0.004	0.117	2.446	2.567
house_16H	0.886953	3.321	0.799970	0.003	0.120	3.201	3.325
htru	0.979330	4.320	0.799978	0.003	0.084	4.236	4.323
ibm-employee-performance	1.000000	0.406	0.800000	0.003	0.052	0.354	0.408
in_vehicle_coupon_recommendation	0.683839	3.065	0.800729	0.003	0.130	2.935	3.068
internet_firewall	0.868849	42.717	0.799991	0.005	0.171	42.546	42.722
