dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	6.981	0.799845
Amazon_employee_access	0.942173	14.850	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732599	5.517	0.799980
BNG(breast-w)	0.985649	21.448	0.799980
BNG(cmc)	0.571429	35.961	0.799986
BNG(tic-tac-toe)	0.784100	21.322	0.799980
Bank_Customer_Churn_Dataset	0.865500	6.784	0.800000
Basketball_c	0.682836	4.620	0.800000
Cardiovascular-Disease-dataset	0.729500	50.043	0.800000
Click_prediction_small	0.831539	6.446	0.799990
Credit_c	0.707858	42.448	0.801311
Customer_Personality_Analysis	0.892857	0.999	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.713	0.799305
E-CommereShippingData	0.671818	2.637	0.799982
Employee	0.842105	1.162	0.799914
FICO-HELOC-cleaned	0.743797	3.114	0.799919
Firm-Teacher_Clave-Direction_Classification	0.759722	2.745	0.800000
Fitness_Club_c	0.785235	0.483	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.634375	0.678	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.659375	0.644	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.147	0.799831
GesturePhaseSegmentationProcessed	0.630380	3.297	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.850606	2.191	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.748	0.800000
INNHotelsGroup	0.865059	16.117	0.800000
Indian_pines	0.925096	12.037	0.799978
JapaneseVowels	0.994481	2.507	0.799920
KDDCup09_upselling	0.778752	2.110	0.799922
MIC	0.887879	1.396	0.799879
MagicTelescope	0.875920	5.127	0.800000
Marketing_Campaign	0.895089	0.828	0.800000
Mobile_Price_Classification	0.915000	0.719	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.588	0.799824
PhishingWebsites	0.965626	3.512	0.800000
PieChart3	0.870370	0.654	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.452	0.799479
PizzaCutter3	0.880383	0.654	0.799616
Pumpkin_Seeds	0.878000	0.691	0.800000
QSAR_biodegradation	0.876777	0.670	0.799810
SDSS17	0.971550	98.767	0.800000
Satellite	0.993137	1.782	0.800000
Telecom_Churn_Dataset	0.938531	0.926	0.799880
UJI_Pen_Characters	0.465201	2.941	0.799853
Water_Quality_and_Potability	0.634146	0.778	0.799756
Wilt	0.990674	0.781	0.799834
abalone	0.633971	0.929	0.799856
ada	0.848193	1.680	0.799855
ada_agnostic	0.835706	1.837	0.799868
ada_prior	0.841341	1.110	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.575000	0.546	0.800000
allbp	0.974834	2.186	0.799841
allrep	0.970861	1.229	0.799841
analcatdata_authorship	0.988166	0.753	0.799049
artificial-characters	0.687378	2.220	0.799961
autoUniv-au4-2500	0.454000	1.836	0.800000
autoUniv-au7-1100	0.372727	0.539	0.800000
bank	0.897047	23.613	0.799982
banknote_authentication	0.552727	0.371	0.799563
baseball	0.944030	0.567	0.800000
car-evaluation	0.760116	0.659	0.799769
churn	0.938000	1.359	0.800000
cmc	0.572881	0.558	0.799728
company_bankruptcy_prediction	0.971408	4.266	0.799971
contraceptive_method_choice	0.616949	1.553	0.799728
credit	0.774753	4.373	0.799988
default_of_credit_card_clients	0.822333	12.725	0.800000
delta_ailerons	0.948107	1.052	0.799972
dis	0.984106	1.214	0.799841
dna	0.929467	3.561	0.799749
drug_consumption	0.403183	0.601	0.799894
dry_bean_dataset	0.928755	3.667	0.799941
eeg-eye-state	0.946262	4.008	0.800000
electricity	0.816507	21.778	0.799987
estimation_of_obesity_levels	0.981087	0.849	0.799621
eye_movements	0.576325	3.436	0.799927
eye_movements_bin	0.587385	2.053	0.799947
first-order-theorem-proving	0.619281	2.606	0.799935
gas-drift	0.994968	11.546	0.800000
gina_agnostic	0.752161	23.181	0.799885
golf_play_dataset_extended	0.922374	0.493	0.800000
heloc	0.719000	2.835	0.800000
house_16H	0.883617	4.451	0.799970
htru	0.978771	4.625	0.799978
ibm-employee-performance	0.993197	0.824	0.800000
in_vehicle_coupon_recommendation	0.666390	3.346	0.800729
internet_firewall	0.802472	42.034	0.799991
jm1	0.818558	2.964	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.817604	21.241	0.799996
kdd_ipums_la_97-small	0.851638	1.381	0.799923
kr-vs-k	0.588738	28.594	0.799971
kropt	0.591233	27.845	0.799971
led24	0.720313	1.033	0.800000
led7	0.739062	0.765	0.800000
letter	0.965250	19.492	0.800000
mammography	0.988377	1.797	0.799964
maternal_health_risk	0.793103	0.459	0.799803
mfeat-factors	0.972500	2.827	0.800000
mfeat-fourier	0.880000	1.285	0.800000
mfeat-karhunen	0.967500	1.264	0.800000
mfeat-morphological	0.740000	0.581	0.800000
mfeat-pixel	0.960000	3.130	0.800000
mfeat-zernike	0.815000	0.980	0.800000
mice_protein_expression	1.000000	0.947	0.800000
microaggregation2	0.616000	6.500	0.800000
mobile_c36_oversampling	0.966963	20.615	0.800000
mozilla4	0.921197	1.878	0.800000
naticusdroid+android+permissions+dataset	0.962843	20.490	0.799980
national-longitudinal-survey-binary	0.994908	2.077	0.799919
okcupid_stem	0.732009	9.350	0.799978
one-hundred-plants-margin	0.806250	4.748	0.800000
one-hundred-plants-shape	0.743750	4.531	0.800000
one-hundred-plants-texture	0.881250	4.906	0.799875
optdigits	0.988434	2.658	0.800000
ozone-level-8hr	0.954635	1.479	0.799921
page-blocks	0.976256	1.209	0.799927
pendigits	0.995907	2.819	0.799945
phoneme	0.877891	0.833	0.799963
pol	0.974715	3.003	0.799940
predict_students_dropout_and_academic_success	0.776271	1.515	0.799955
qsar	0.890995	0.649	0.800000
rice_cammeo_and_osmancik	0.929134	0.795	0.800000
ringnorm	0.979730	1.984	0.800000
satimage	0.919129	2.186	0.800000
segment	0.935065	0.709	0.800000
seismic+bumps	0.932302	0.774	0.799923
shuttle	0.999397	34.313	0.800000
spambase	0.945711	2.050	0.799826
splice	0.893417	1.621	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.723	0.800000
statlog	0.755000	0.543	0.800000
steel_plates_faults	0.791774	0.754	0.799588
sylvine	0.938537	1.388	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.395	0.799971
telco-customer-churn	0.799148	1.822	0.799943
texture	1.000000	6.252	0.800000
thyroid	0.987500	1.938	0.800000
thyroid-ann	0.981457	1.092	0.799841
thyroid-dis	0.705357	0.940	0.800000
turiye_student_evaluation	0.500000	1.865	0.800000
twonorm	0.980405	1.990	0.800000
vehicle	0.870588	0.502	0.799054
wall-robot-navigation	0.962454	1.549	0.799853
water_quality	0.901875	1.957	0.799900
waveform-5000	0.861000	1.852	0.800000
waveform_database_generator_version_1	0.865000	1.375	0.800000
website_phishing	0.918819	0.490	0.799704
wine-quality-red	0.571875	0.527	0.799875
wine-quality-white	0.597959	1.099	0.799918
yeast	0.609428	0.523	0.799865
