model_name	total_datasets	average_accuracy	total_time_s	average_time_s	average_train_ratio
step-45700	149	0.826266	794.851	5.335	0.799911
step-45750	149	0.824910	796.386	5.345	0.799911
step-45800	149	0.823341	796.315	5.344	0.799911
step-45850	149	0.826952	796.302	5.344	0.799911
step-45900	149	0.825461	795.443	5.339	0.799911
step-45950	149	0.825976	847.340	5.687	0.799911
step-46000	149	0.824311	795.183	5.337	0.799911
step-46050	149	0.825018	793.342	5.324	0.799911
step-46100	149	0.826179	793.544	5.326	0.799911
step-46150	149	0.824826	794.719	5.334	0.799911
step-46200	149	0.825386	793.019	5.322	0.799911
step-46250	149	0.825350	792.061	5.316	0.799911
step-46300	149	0.826697	796.354	5.345	0.799911
step-46350	149	0.826541	801.376	5.378	0.799911
step-46400	149	0.824254	798.058	5.356	0.799911
step-46450	149	0.824574	799.765	5.368	0.799911
step-46500	149	0.826473	792.351	5.318	0.799911
step-46550	149	0.826010	789.487	5.299	0.799911
step-46600	149	0.826166	793.595	5.326	0.799911
step-46650	149	0.825478	797.441	5.352	0.799911
step-46700	149	0.825417	801.031	5.376	0.799911
step-46750	149	0.825863	796.989	5.349	0.799911
step-46800	149	0.824206	796.692	5.347	0.799911
step-46850	149	0.823809	797.326	5.351	0.799911
step-46900	149	0.825057	798.537	5.359	0.799911
step-46950	149	0.826789	800.271	5.371	0.799911
step-47000	149	0.825312	796.435	5.345	0.799911
step-47050	149	0.825149	794.947	5.335	0.799911
step-47100	149	0.826789	795.043	5.336	0.799911
step-47150	149	0.826310	795.263	5.337	0.799911
step-47200	149	0.826725	797.644	5.353	0.799911
step-47250	149	0.822917	797.932	5.355	0.799911
step-47300	149	0.825742	801.708	5.381	0.799911
step-47350	149	0.826707	796.790	5.348	0.799911
step-47400	149	0.825894	799.973	5.369	0.799911
step-47450	149	0.825899	794.778	5.334	0.799911
step-47500	149	0.825428	797.256	5.351	0.799911
step-47550	149	0.826223	796.938	5.349	0.799911
step-47600	149	0.825442	796.192	5.344	0.799911
step-47650	149	0.826716	799.817	5.368	0.799911
step-47700	149	0.827339	794.799	5.334	0.799911
step-47750	149	0.826352	795.761	5.341	0.799911
step-47800	149	0.827544	795.669	5.340	0.799911
step-47850	149	0.826595	795.618	5.340	0.799911
step-47900	149	0.826435	792.683	5.320	0.799911
step-47950	149	0.825503	794.559	5.333	0.799911
step-48000	149	0.827545	794.101	5.330	0.799911
step-48050	149	0.825763	796.969	5.349	0.799911
step-48100	149	0.826345	790.579	5.306	0.799911
step-48150	149	0.824961	797.047	5.349	0.799911
step-48200	149	0.826127	796.525	5.346	0.799911
step-48250	149	0.826031	800.968	5.376	0.799911
step-48300	149	0.827199	794.944	5.335	0.799911
step-48350	149	0.827185	797.580	5.353	0.799911
step-48400	149	0.825505	793.282	5.324	0.799911
step-48450	149	0.826895	792.763	5.321	0.799911
step-48500	149	0.826982	794.284	5.331	0.799911
step-48550	149	0.825745	796.356	5.345	0.799911
step-48600	149	0.825538	796.251	5.344	0.799911
step-48650	149	0.825731	796.828	5.348	0.799911
step-48700	149	0.826626	794.813	5.334	0.799911
step-48750	149	0.826308	793.660	5.327	0.799911
step-48800	149	0.826156	797.650	5.353	0.799911
step-48850	149	0.828025	794.753	5.334	0.799911
step-48900	149	0.824546	792.876	5.321	0.799911
step-48950	149	0.825944	797.519	5.352	0.799911
step-49000	149	0.827672	795.500	5.339	0.799911
step-49050	149	0.827586	800.169	5.370	0.799911
step-49100	149	0.825815	798.246	5.357	0.799911
step-49150	149	0.826968	799.436	5.365	0.799911
step-49200	149	0.826783	800.256	5.371	0.799911
step-49250	149	0.826362	795.588	5.340	0.799911
step-49300	149	0.828089	798.859	5.361	0.799911
step-49350	149	0.826969	794.528	5.332	0.799911
step-49400	149	0.827028	795.846	5.341	0.799911
step-49450	149	0.827547	795.313	5.338	0.799911
step-49500	149	0.825784	792.098	5.316	0.799911
step-49550	149	0.827271	793.450	5.325	0.799911
step-49600	149	0.826178	792.550	5.319	0.799911
step-49650	149	0.827474	791.716	5.314	0.799911
step-49700	149	0.828099	794.459	5.332	0.799911
step-49750	149	0.824578	795.974	5.342	0.799911
step-49800	149	0.827998	796.571	5.346	0.799911
step-49850	149	0.826133	793.984	5.329	0.799911
step-49900	149	0.828218	792.857	5.321	0.799911
step-49950	149	0.827009	793.444	5.325	0.799911
step-50000	149	0.827034	794.948	5.335	0.799911
step-50050	149	0.826479	797.917	5.355	0.799911
step-50100	149	0.826728	795.163	5.337	0.799911
step-50150	149	0.826826	795.970	5.342	0.799911
step-50200	149	0.826554	793.925	5.328	0.799911
step-50250	149	0.827295	794.370	5.331	0.799911
step-50300	149	0.828834	793.273	5.324	0.799911
step-50350	149	0.827462	794.698	5.334	0.799911
step-50400	149	0.825908	795.868	5.341	0.799911
step-50450	149	0.828247	795.214	5.337	0.799911
step-50500	149	0.827502	792.066	5.316	0.799911
step-50550	149	0.828509	792.470	5.319	0.799911
step-50600	149	0.828577	794.996	5.336	0.799911
step-50650	149	0.827161	799.194	5.364	0.799911
step-50700	149	0.828098	795.661	5.340	0.799911
step-50750	149	0.826138	799.007	5.362	0.799911
step-50800	149	0.829045	793.800	5.328	0.799911
step-50850	149	0.825948	798.981	5.362	0.799911
step-50900	149	0.824773	795.593	5.340	0.799911
step-50950	149	0.826590	798.183	5.357	0.799911
step-51000	149	0.827955	791.772	5.314	0.799911
step-51050	149	0.828022	793.404	5.325	0.799911
step-51100	149	0.827197	803.295	5.391	0.799911
step-51150	149	0.827118	791.224	5.310	0.799911
step-51200	149	0.827249	791.733	5.314	0.799911
step-51250	149	0.827990	794.266	5.331	0.799911
step-51300	149	0.828274	798.476	5.359	0.799911
step-51350	149	0.829142	795.699	5.340	0.799911
step-51400	149	0.828222	794.018	5.329	0.799911
step-51450	149	0.827988	795.364	5.338	0.799911
step-51500	149	0.827417	793.150	5.323	0.799911
step-51550	149	0.828422	794.172	5.330	0.799911
step-51600	149	0.827631	792.137	5.316	0.799911
step-51650	149	0.829417	791.721	5.314	0.799911
step-51700	149	0.827985	792.182	5.317	0.799911
step-51750	149	0.828919	794.615	5.333	0.799911
step-51800	149	0.829571	795.284	5.337	0.799911
step-51850	149	0.828144	794.292	5.331	0.799911
step-51900	149	0.828524	797.785	5.354	0.799911
step-51950	149	0.828967	797.202	5.350	0.799911
step-52000	149	0.828026	797.905	5.355	0.799911
step-52050	149	0.827205	792.107	5.316	0.799911
step-52100	149	0.828786	791.231	5.310	0.799911
step-52150	149	0.827151	794.415	5.332	0.799911
step-52200	149	0.825863	791.842	5.314	0.799911
step-52250	149	0.826901	794.118	5.330	0.799911
step-52300	149	0.826853	795.679	5.340	0.799911
step-52350	149	0.826790	793.716	5.327	0.799911
step-52400	149	0.827551	790.897	5.308	0.799911
step-52450	149	0.826851	792.662	5.320	0.799911
step-52500	149	0.828056	798.990	5.362	0.799911
step-52550	149	0.826690	795.333	5.338	0.799911
step-52600	149	0.826737	795.214	5.337	0.799911
step-52650	149	0.826485	797.586	5.353	0.799911
step-52700	149	0.828069	795.664	5.340	0.799911
step-52750	149	0.827234	797.136	5.350	0.799911
step-52800	149	0.828078	794.506	5.332	0.799911
step-52850	149	0.828934	795.338	5.338	0.799911
step-52900	149	0.828395	796.673	5.347	0.799911
step-52950	149	0.829852	796.296	5.344	0.799911
step-53000	149	0.827631	796.195	5.344	0.799911
step-53050	149	0.829717	795.572	5.339	0.799911
step-53100	149	0.827875	803.929	5.395	0.799911
step-53150	149	0.827771	794.818	5.334	0.799911
step-53200	149	0.829830	795.615	5.340	0.799911
step-53250	149	0.829080	793.405	5.325	0.799911
step-53300	149	0.828835	789.514	5.299	0.799911
step-53350	149	0.828597	794.822	5.334	0.799911
step-53400	149	0.828206	793.122	5.323	0.799911
step-53450	149	0.829246	794.603	5.333	0.799911
step-53500	149	0.828926	793.607	5.326	0.799911
step-53550	149	0.829823	795.763	5.341	0.799911
step-53600	149	0.828981	795.811	5.341	0.799911
step-53650	149	0.828920	793.973	5.329	0.799911
step-53700	149	0.828610	792.508	5.319	0.799911
step-53750	149	0.826286	797.223	5.350	0.799911
step-53800	149	0.828666	797.897	5.355	0.799911
step-53850	149	0.828384	794.758	5.334	0.799911
step-53900	149	0.828845	796.858	5.348	0.799911
step-53950	149	0.827902	793.688	5.327	0.799911
step-54000	149	0.828887	798.741	5.361	0.799911
step-54050	149	0.828755	793.026	5.322	0.799911
step-54100	149	0.827653	793.321	5.324	0.799911
step-54150	149	0.830210	793.808	5.328	0.799911
step-54200	149	0.827543	796.650	5.347	0.799911
step-54250	149	0.828909	792.827	5.321	0.799911
step-54300	149	0.829270	795.697	5.340	0.799911
step-54350	149	0.827530	796.012	5.342	0.799911
step-54400	149	0.828024	799.080	5.363	0.799911
step-54450	149	0.829332	793.704	5.327	0.799911
step-54500	149	0.829611	795.545	5.339	0.799911
step-54550	149	0.828879	793.858	5.328	0.799911
step-54600	149	0.829145	791.238	5.310	0.799911
step-54650	149	0.828306	796.029	5.342	0.799911
step-54700	149	0.828971	796.411	5.345	0.799911
step-54750	149	0.829444	802.072	5.383	0.799911
step-54800	149	0.829937	794.126	5.330	0.799911
step-54850	149	0.829538	791.237	5.310	0.799911
step-54900	149	0.828282	795.584	5.339	0.799911
step-54950	149	0.830637	793.731	5.327	0.799911
step-55000	149	0.829381	793.502	5.326	0.799911
step-55050	149	0.830411	790.539	5.306	0.799911
step-55100	149	0.830714	795.327	5.338	0.799911
step-55150	149	0.829311	792.913	5.322	0.799911
step-55200	149	0.829484	794.227	5.330	0.799911
step-55250	149	0.829152	797.239	5.351	0.799911
step-55300	149	0.830936	796.401	5.345	0.799911
step-55350	149	0.832801	796.813	5.348	0.799911
step-55400	149	0.829723	795.032	5.336	0.799911
step-55450	149	0.831387	798.014	5.356	0.799911
step-55500	149	0.828614	797.126	5.350	0.799911
step-55550	149	0.830495	800.054	5.369	0.799911
step-55600	149	0.829576	794.886	5.335	0.799911
step-55650	149	0.828125	793.402	5.325	0.799911
step-55700	149	0.831993	796.305	5.344	0.799911
step-55750	149	0.829821	795.509	5.339	0.799911
step-55800	149	0.830271	797.262	5.351	0.799911
step-55850	149	0.830428	793.660	5.327	0.799911
step-55900	149	0.830732	795.063	5.336	0.799911
step-55950	149	0.828840	793.489	5.325	0.799911
step-56000	149	0.829001	792.006	5.315	0.799911
step-56050	149	0.829488	796.403	5.345	0.799911
step-56100	149	0.830414	792.878	5.321	0.799911
step-56150	149	0.830200	795.389	5.338	0.799911
step-56200	149	0.831548	794.239	5.330	0.799911
step-56250	149	0.831335	794.233	5.330	0.799911
step-56300	149	0.828173	793.045	5.322	0.799911
step-56350	149	0.829644	797.750	5.354	0.799911
step-56400	149	0.830622	793.472	5.325	0.799911
step-56450	149	0.830505	795.677	5.340	0.799911
step-56500	149	0.829304	792.049	5.316	0.799911
step-56550	149	0.831509	790.654	5.306	0.799911
step-56600	149	0.830866	793.634	5.326	0.799911
step-56650	149	0.830545	793.828	5.328	0.799911
step-56700	149	0.831169	791.904	5.315	0.799911
step-56750	149	0.830573	792.190	5.317	0.799911
step-56800	149	0.830867	792.267	5.317	0.799911
step-56850	149	0.827911	793.765	5.327	0.799911
step-56900	149	0.829493	796.405	5.345	0.799911
step-56950	149	0.830192	793.003	5.322	0.799911
step-57000	149	0.831445	796.142	5.343	0.799911
step-57050	149	0.831636	794.840	5.334	0.799911
step-57100	149	0.830949	798.058	5.356	0.799911
step-57150	149	0.831234	794.162	5.330	0.799911
step-57200	149	0.830693	791.816	5.314	0.799911
step-57250	149	0.830948	795.465	5.339	0.799911
step-57300	149	0.830200	793.480	5.325	0.799911
step-57350	149	0.830715	791.636	5.313	0.799911
step-57400	149	0.831451	799.458	5.365	0.799911
step-57450	149	0.831590	790.728	5.307	0.799911
step-57500	149	0.831429	794.931	5.335	0.799911
step-57550	149	0.830588	794.915	5.335	0.799911
step-57600	149	0.831141	796.889	5.348	0.799911
step-57650	149	0.829622	795.861	5.341	0.799911
step-57700	149	0.829673	795.382	5.338	0.799911
step-57750	149	0.830371	790.901	5.308	0.799911
step-57800	149	0.830561	795.051	5.336	0.799911
step-57850	149	0.831184	795.494	5.339	0.799911
step-57900	149	0.831193	795.826	5.341	0.799911
step-57950	149	0.831438	795.005	5.336	0.799911
step-58000	149	0.831611	793.162	5.323	0.799911
step-58050	149	0.832195	798.649	5.360	0.799911
step-58100	149	0.830367	793.060	5.323	0.799911
step-58150	149	0.831797	794.440	5.332	0.799911
step-58200	149	0.830430	791.510	5.312	0.799911
step-58250	149	0.829631	794.234	5.330	0.799911
step-58300	149	0.830292	791.083	5.309	0.799911
step-58350	149	0.831012	797.199	5.350	0.799911
step-58400	149	0.831015	798.081	5.356	0.799911
step-58450	149	0.831819	795.811	5.341	0.799911
step-58500	149	0.832507	794.803	5.334	0.799911
step-58550	149	0.831201	799.576	5.366	0.799911
step-58600	149	0.830782	793.751	5.327	0.799911
step-58650	149	0.831982	796.407	5.345	0.799911
step-58700	149	0.831494	791.310	5.311	0.799911
step-58750	149	0.831859	793.952	5.329	0.799911
step-58800	149	0.832303	795.324	5.338	0.799911
step-58850	149	0.831776	793.523	5.326	0.799911
step-58900	149	0.831272	793.894	5.328	0.799911
step-58950	149	0.831537	798.436	5.359	0.799911
step-59000	149	0.831897	794.691	5.333	0.799911
step-59050	149	0.831544	798.880	5.362	0.799911
step-59100	149	0.831759	800.126	5.370	0.799911
step-59150	149	0.831577	794.435	5.332	0.799911
step-59200	149	0.831049	795.756	5.341	0.799911
step-59250	149	0.831254	797.035	5.349	0.799911
step-59300	149	0.831097	789.738	5.300	0.799911
step-59350	149	0.831019	797.701	5.354	0.799911
step-59400	149	0.829728	793.306	5.324	0.799911
step-59450	149	0.831335	798.503	5.359	0.799911
step-59500	149	0.831942	798.221	5.357	0.799911
step-59550	149	0.833150	794.996	5.336	0.799911
step-59600	149	0.831970	797.002	5.349	0.799911
step-59650	149	0.831814	796.348	5.345	0.799911
step-59700	149	0.832752	795.277	5.337	0.799911
step-59750	149	0.832514	793.017	5.322	0.799911
step-59800	149	0.831215	799.438	5.365	0.799911
step-59850	149	0.831720	795.857	5.341	0.799911
step-59900	149	0.832148	799.969	5.369	0.799911
step-59950	149	0.832107	797.908	5.355	0.799911
step-60000	149	0.831710	797.300	5.351	0.799911
step-60050	149	0.832438	793.956	5.329	0.799911
step-60100	149	0.831917	798.908	5.362	0.799911
step-60150	149	0.831467	797.026	5.349	0.799911
step-60200	149	0.833029	798.119	5.357	0.799911
step-60250	149	0.832499	795.827	5.341	0.799911
step-60300	149	0.831591	795.532	5.339	0.799911
step-60350	149	0.832888	798.807	5.361	0.799911
step-60400	149	0.832757	799.308	5.364	0.799911
step-60450	149	0.832887	798.348	5.358	0.799911
step-60500	149	0.832254	794.043	5.329	0.799911
step-60550	149	0.832110	795.124	5.336	0.799911
step-60600	149	0.832492	794.273	5.331	0.799911
step-60650	149	0.831743	800.698	5.374	0.799911
step-60700	149	0.831917	794.069	5.329	0.799911
step-60750	149	0.832454	795.779	5.341	0.799911
step-60800	149	0.832939	798.941	5.362	0.799911
step-60850	149	0.832656	795.645	5.340	0.799911
step-60900	149	0.831964	800.040	5.369	0.799911
step-60950	149	0.832137	796.097	5.343	0.799911
step-61000	149	0.832244	796.027	5.342	0.799911
step-61050	149	0.831340	797.606	5.353	0.799911
step-61100	149	0.831996	793.005	5.322	0.799911
step-61150	149	0.831866	793.657	5.327	0.799911
step-61200	149	0.831427	792.232	5.317	0.799911
step-61250	149	0.831798	795.377	5.338	0.799911
step-61300	149	0.831186	794.619	5.333	0.799911
step-61350	149	0.832360	789.235	5.297	0.799911
step-61400	149	0.832504	795.600	5.340	0.799911
step-61450	149	0.831545	796.614	5.346	0.799911
step-61500	149	0.830766	799.346	5.365	0.799911
step-61550	149	0.831533	793.103	5.323	0.799911
step-61600	149	0.832113	791.266	5.311	0.799911
step-61650	149	0.832061	792.927	5.322	0.799911
step-61700	149	0.832161	793.542	5.326	0.799911
step-61750	149	0.832858	797.485	5.352	0.799911
step-61800	149	0.831148	793.342	5.324	0.799911
step-61850	149	0.832297	791.888	5.315	0.799911
step-61900	149	0.833037	794.347	5.331	0.799911
step-61950	149	0.832418	795.843	5.341	0.799911
step-62000	149	0.833071	794.035	5.329	0.799911
step-62050	149	0.832844	794.652	5.333	0.799911
step-62100	149	0.832050	795.656	5.340	0.799911
step-62150	149	0.833410	791.018	5.309	0.799911
step-62200	149	0.832308	794.267	5.331	0.799911
step-62250	149	0.832455	790.249	5.304	0.799911
step-62300	149	0.832366	793.414	5.325	0.799911
step-62350	149	0.832322	797.120	5.350	0.799911
step-62400	149	0.831665	800.992	5.376	0.799911
step-62450	149	0.832009	797.282	5.351	0.799911
step-62500	149	0.832645	793.989	5.329	0.799911
step-62550	149	0.831722	794.698	5.334	0.799911
step-62600	149	0.833464	792.064	5.316	0.799911
step-62650	149	0.832364	792.636	5.320	0.799911
step-62700	149	0.832476	789.449	5.298	0.799911
step-62750	149	0.832101	800.462	5.372	0.799911
step-62800	149	0.832910	795.465	5.339	0.799911
step-62850	149	0.832342	790.587	5.306	0.799911
step-62900	149	0.832670	795.285	5.337	0.799911
step-62950	149	0.833219	797.344	5.351	0.799911
step-63000	149	0.833733	796.815	5.348	0.799911
step-63050	149	0.831866	797.864	5.355	0.799911
step-63100	149	0.833000	793.035	5.322	0.799911
step-63150	149	0.833435	798.565	5.359	0.799911
step-63200	149	0.832099	793.584	5.326	0.799911
step-63250	149	0.832729	794.313	5.331	0.799911
step-63300	149	0.832359	795.457	5.339	0.799911
step-63350	149	0.832490	791.891	5.315	0.799911
step-63400	149	0.833118	794.622	5.333	0.799911
step-63450	149	0.832625	790.485	5.305	0.799911
step-63500	149	0.833328	800.433	5.372	0.799911
step-63550	149	0.833319	792.147	5.316	0.799911
step-63600	149	0.832923	793.826	5.328	0.799911
step-63650	149	0.832569	792.522	5.319	0.799911
step-63700	149	0.833047	797.185	5.350	0.799911
step-63750	149	0.832535	789.436	5.298	0.799911
step-63800	149	0.832571	791.898	5.315	0.799911
step-63850	149	0.832366	793.356	5.325	0.799911
step-63900	149	0.832447	792.892	5.321	0.799911
step-63950	149	0.832727	798.007	5.356	0.799911
step-64000	149	0.832656	797.878	5.355	0.799911
step-64050	149	0.832343	797.429	5.352	0.799911
step-64100	149	0.832498	797.015	5.349	0.799911
step-64150	149	0.833613	792.046	5.316	0.799911
step-64200	149	0.834017	793.018	5.322	0.799911
step-64250	149	0.831639	797.069	5.349	0.799911
step-64300	149	0.832373	800.231	5.371	0.799911
step-64350	149	0.832930	799.671	5.367	0.799911
step-64400	149	0.832836	798.235	5.357	0.799911
step-64450	149	0.833300	796.524	5.346	0.799911
step-64500	149	0.833643	794.141	5.330	0.799911
step-64550	149	0.832994	800.821	5.375	0.799911
step-64600	149	0.832737	794.428	5.332	0.799911
step-64650	149	0.832586	797.088	5.350	0.799911
step-64700	149	0.833837	795.467	5.339	0.799911
step-64750	149	0.832643	798.827	5.361	0.799911
step-64800	149	0.832758	791.433	5.312	0.799911
step-64850	149	0.833200	792.553	5.319	0.799911
step-64900	149	0.832180	799.029	5.363	0.799911
step-64950	149	0.832759	796.293	5.344	0.799911
step-65000	149	0.832302	795.509	5.339	0.799911
step-65050	149	0.832750	795.339	5.338	0.799911
step-65100	149	0.833280	794.956	5.335	0.799911
step-65150	149	0.833500	797.879	5.355	0.799911
step-65200	149	0.832818	793.291	5.324	0.799911
step-65250	149	0.832840	795.499	5.339	0.799911
step-65300	149	0.833038	797.464	5.352	0.799911
step-65350	149	0.832989	796.525	5.346	0.799911
step-65400	149	0.833790	793.280	5.324	0.799911
step-65450	149	0.833219	794.452	5.332	0.799911
step-65500	149	0.832558	799.652	5.367	0.799911
step-65550	149	0.832345	795.007	5.336	0.799911
step-65600	149	0.832796	796.887	5.348	0.799911
step-65650	149	0.833001	791.520	5.312	0.799911
step-65700	149	0.832431	794.490	5.332	0.799911
step-65750	149	0.832617	795.547	5.339	0.799911
step-65800	149	0.832934	791.389	5.311	0.799911
step-65850	149	0.832757	797.551	5.353	0.799911
step-65900	149	0.832986	793.869	5.328	0.799911
step-65950	149	0.832804	794.855	5.335	0.799911
step-66000	149	0.833117	794.865	5.335	0.799911
step-66050	149	0.832904	793.679	5.327	0.799911
step-66100	149	0.833093	800.754	5.374	0.799911
step-66150	149	0.833181	793.870	5.328	0.799911
step-66200	149	0.833599	797.017	5.349	0.799911
step-66250	149	0.833550	796.167	5.343	0.799911
step-66300	149	0.833199	797.047	5.349	0.799911
step-66350	149	0.833636	798.909	5.362	0.799911
step-66400	149	0.834036	794.618	5.333	0.799911
step-66450	149	0.833581	797.335	5.351	0.799911
step-66500	149	0.833380	790.016	5.302	0.799911
step-66550	149	0.833080	794.336	5.331	0.799911
