dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.405405	4.076	0.799845
Amazon_employee_access	0.942173	11.923	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.735103	2.896	0.799980
BNG(breast-w)	0.980442	18.723	0.799980
BNG(cmc)	0.566817	33.340	0.799986
BNG(tic-tac-toe)	0.760732	18.548	0.799980
Bank_Customer_Churn_Dataset	0.859500	3.619	0.800000
Basketball_c	0.690299	1.815	0.800000
Cardiovascular-Disease-dataset	0.713643	49.846	0.800000
Click_prediction_small	0.831539	6.470	0.799990
Credit_c	0.675682	42.270	0.801311
Customer_Personality_Analysis	0.897321	0.946	0.800000
Diabetic_Retinopathy_Debrecen	0.722944	0.719	0.799305
E-CommereShippingData	0.650000	2.635	0.799982
Employee	0.849624	1.169	0.799914
FICO-HELOC-cleaned	0.733165	3.110	0.799919
Firm-Teacher_Clave-Direction_Classification	0.581019	2.736	0.800000
Fitness_Club_c	0.778523	0.498	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.512500	0.624	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.565625	0.671	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.145	0.799831
GesturePhaseSegmentationProcessed	0.469367	3.314	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.129	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.736	0.800000
INNHotelsGroup	0.838181	16.103	0.800000
Indian_pines	0.792236	11.850	0.799978
JapaneseVowels	0.982439	2.466	0.799920
KDDCup09_upselling	0.724172	2.106	0.799922
MIC	0.903030	1.373	0.799879
MagicTelescope	0.866193	5.129	0.800000
Marketing_Campaign	0.888393	0.825	0.800000
Mobile_Price_Classification	0.842500	0.688	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.594	0.799824
PhishingWebsites	0.928087	3.519	0.800000
PieChart3	0.875000	0.631	0.799443
Pima_Indians_Diabetes_Database	0.727273	0.419	0.799479
PizzaCutter3	0.880383	0.965	0.799616
Pumpkin_Seeds	0.874000	0.702	0.800000
QSAR_biodegradation	0.890995	0.676	0.799810
SDSS17	0.938000	98.515	0.800000
Satellite	0.991176	1.780	0.800000
Telecom_Churn_Dataset	0.895052	0.974	0.799880
